University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD ,Progesterone IUD ,Progestin ,Hormonal IUD ,Mirena ,Skyla ,Kyleena ,Liletta ,Copper IUD ,Non-Hormonal IUD ,Nonhormonal IUD ,Paragard ,Contraceptive implant ,Nexplanon ,Contraceptive injection ,Control shot ,Depo-Provera ,Depo ,emergency contraception ,emergency contraceptives ,morning after pill ,Plan B ,levonorgestrel ,ella ,ulipristal acetate ,contraceptive pill ,control pill ,diaphragm ,spermicide ,contraceptive patch ,control patch ,vaginal ring ,control ring ,contraceptive ring ,cervical cap,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Gordon State College,https://www.gordonstate.edu/student-life/health-recreation/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Savannah State University,https://www.savannahstate.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Valdosta State University,https://www.valdosta.edu/administration/student-affairs/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of West Georgia,https://www.westga.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Hawaii at Hilo,https://hilo.hawaii.edu/studentaffairs/health,2,"['https://hilo.hawaii.edu/studentaffairs/health/services.php', 'https://hilo.hawaii.edu/studentaffairs/health/']",1955,75.53,6.22,9,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.546,0.139,"[-1, -1]",0,['https://hilo.hawaii.edu/studentaffairs/health'],1
University of Hawaii at Manoa,https://www.hawaii.edu/shs,5,"['https://www.hawaii.edu/shs/lcc/health_clearance.htm', 'http://www.hawaii.edu/shs/lcc/our_services.htm', 'https://www.hawaii.edu/shs/for_patients/appointments.php', 'https://www.hawaii.edu/shs/our_services/clinics.php']",2554,73.95,6.65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.016,0.55,0.04,"['Fri, 31 Jan 2020 17:56:19 GMT', -1, -1, -1, -1]",1,"['https://www.hawaii.edu/shs', 'https://www.hawaii.edu/shs/our_services/clinics.php']",1
University of Hawaii West Oahu,https://westoahu.hawaii.edu/current-students/health-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Boise State University,https://www.boisestate.edu/healthservices,4,"['https://www.boisestate.edu/healthservices/sexual-health/', 'https://www.boisestate.edu/healthservices/medical/dispensary-and-medications/', 'https://www.boisestate.edu/healthservices/medical-services/contraception/', 'https://www.boisestate.edu/healthservices/staff/']",10966,56.96,7.69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.463,0.107,"[-1, -1, -1, -1]",1,"['https://www.boisestate.edu/healthservices', 'https://www.boisestate.edu/healthservices/staff/']",1
Idaho State University,https://www.isu.edu/healthcenter,1,['https://www.isu.edu/healthcenter/after-hours-care/'],662,77.42,5.58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.664,0.035,"['Wed, 15 Jul 2020 19:09:16 GMT']",1,"['https://www.isu.edu/healthcenter', 'https://www.isu.edu/healthcenter/after-hours-care/']",1
University of Idaho,https://www.uidaho.edu/current-students/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lewis Clark State College,https://www.lcsc.edu/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chicago State University,https://www.csu.edu/collegeofhealthsciences/wellnesscenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Illinois University,https://www.eiu.edu/health,4,"['https://www.eiu.edu/health/womenshealth.php', 'https://www.eiu.edu/health/pharmacy.php', 'https://www.eiu.edu/health/OTC2018.pdf']",1340,68.33,6.72,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.486,0.16,"[-1, -1, 'Tue, 13 Aug 2019 12:45:38 GMT', 'Thu, 02 Aug 2018 14:38:26 GMT']",1,"['https://www.eiu.edu/health', 'https://www.eiu.edu/health/pharmacy.php']",1
Governors State University,https://www.govst.edu/advocate-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Illinois at Chicago,https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Illinois at Urbana Champaign,https://www.mckinley.illinois.edu,2,"['https://www.mckinley.illinois.edu/medical-services/womens-health/womens-health-appointments', 'https://www.mckinley.illinois.edu/parents/health-service-fee/charges-medications-and-vaccines']",1206,69.61,7.44,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.682,0.083,"['Thu, 16 Jul 2020 05:57:38 GMT', 'Thu, 16 Jul 2020 05:57:39 GMT']",2,"['https://www.mckinley.illinois.edu', 'https://www.mckinley.illinois.edu/medical-services/immunization-allergy-travel-clinic', 'https://www.mckinley.illinois.edu/parents/health-service-fee/charges-medications-and-vaccines']",1
Illinois State University,https://healthservices.illinoisstate.edu,12,"['https://healthservices.illinoisstate.edu/pharmacy/birth-control.shtml', 'https://healthservices.illinoisstate.edu/downloads/BirthControlMethods_2018.pdf', 'https://healthservices.illinoisstate.edu/medical-services/sexual-health.shtml', 'https://healthservices.illinoisstate.edu/medical-services/documents.shtml', 'https://healthservices.illinoisstate.edu/medical-services/clinic.shtml', 'https://healthservices.illinoisstate.edu/medical-services/nurse-consult.shtml', 'https://healthservices.illinoisstate.edu/pharmacy/faq.shtml', 'https://healthservices.illinoisstate.edu/pharmacy/over-the-counter.shtml']",2701,68.63,6.5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.048,0.517,0.196,"[-1, 'Fri, 21 Jul 2017 18:42:05 GMT', 'Wed, 03 Oct 2018 19:40:40 GMT', -1, -1, 'Fri, 21 Jul 2017 18:42:02 GMT', -1, -1, 'Fri, 21 Jul 2017 18:42:05 GMT', -1, -1, 'Fri, 21 Jul 2017 18:42:00 GMT']",2,"['https://healthservices.illinoisstate.edu', 'https://healthservices.illinoisstate.edu/medical-services/', 'https://healthservices.illinoisstate.edu/medical-services/sexual-health.shtml']",1
Northern Illinois University,https://www.niu.edu/health-services,1,['https://www.niu.edu/health-services/insurance/index.shtml'],558,87.05,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.431,0.472,[-1],1,"['https://www.niu.edu/health-services', 'https://www.niu.edu/health-services/insurance/index.shtml']",1
Northeastern Illinois University,https://www.neiu.edu/university-life/student-health-services,3,"['https://www.neiu.edu/university-life/student-health-services/services', 'https://www.neiu.edu/university-life/student-health-services/faqs', 'https://www.neiu.edu/university-life/student-health-services/health-education-workshop-request']",2980,78.72,5.34,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.602,0.217,"[-1, -1, -1]",1,"['https://www.neiu.edu/university-life/student-health-services', 'https://www.neiu.edu/university-life/student-health-services/health-education-workshop-request']",1
University of Illinois at Springfield,https://www.uis.edu/healthservices,7,"['https://www.uis.edu/healthservices/services/', 'https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/2013ContraceptiveConsent.pdf', 'https://www.uis.edu/healthservices/10-ways-to-relieve-period-cramps/', 'https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/SexualHistoryQuestionnaire_53966-11.2016.pdf']",3815,76,6.25,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.039,0.593,0.04,"[-1, 'Wed, 30 Nov 2016 15:32:43 GMT', 'Mon, 15 Apr 2013 15:54:13 GMT', 'Wed, 30 Nov 2016 15:43:48 GMT', -1, 'Mon, 15 Apr 2013 15:54:14 GMT', 'Thu, 10 Nov 2016 21:42:24 GMT']",1,"['https://www.uis.edu/healthservices', 'https://www.uis.edu/healthservices/services/']",1
Southern Illinois University Carbondale,https://shc.siu.edu,1,['https://shc.siu.edu/pharmacy/'],751,83.83,5.04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.575,0.129,[-1],1,"['https://shc.siu.edu', 'https://shc.siu.edu/pharmacy/index.php']",1
Southern Illinois University Edwardsville,https://www.siue.edu/healthservice,7,"['http://www.siue.edu/healthservice/forms/brochures/Bacterial%20Vaginosis.pdf', 'https://www.siue.edu/healthservice/forms/brochures/PID%20Fact%20Sheet%20July%202014.pdf', 'http://www.siue.edu/healthservice/forms/brochures/Urinary%20Tract%20Infections%20Adults.pdf', 'https://www.siue.edu/healthservice/forms/brochures/High%20Blood%20Pressure.pdf', 'https://www.siue.edu/healthservice/clinic/womens_health.shtml', 'https://www.siue.edu/healthservice/clinic/index.shtml', 'https://www.siue.edu/healthservice/forms/pdf/Authorization_to_Release_Patient_Information.pdf']",1176,77.13,5.33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.741,0.072,"[-1, 'Thu, 16 Jul 2020 20:44:03 GMT', -1, 'Thu, 16 Jul 2020 20:44:03 GMT', -1, -1, 'Mon, 22 Jun 2020 18:55:52 GMT']",0,['https://www.siue.edu/healthservice'],1
Western Illinois University,http://www.wiu.edu/student_services/beu_health_center,3,"['http://www.wiu.edu/student_services/beu_health_center/services/sexual.php', 'http://www.wiu.edu/student_services/beu_health_center/services/pharmacy.php', 'http://www.wiu.edu/student_services/beu_health_center/services/']",2278,76.44,5.61,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.077,0.616,0.082,"[-1, -1, -1]",1,"['http://www.wiu.edu/student_services/beu_health_center', 'http://www.wiu.edu/student_services/beu_health_center/services/pharmacy.php']",1
Ball State University,https://www.bsu.edu/campuslife/healthcenter,7,"['https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception/contraception', 'https://www.bsu.edu/campuslife/healthcenter/faq', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/ec', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/condtreat', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/sexualassault', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception']",3273,87.79,3.33,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.056,0.681,0.035,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://www.bsu.edu/campuslife/healthcenter', 'https://www.bsu.edu/campuslife/healthcenter/faq']",1
Indiana University Purdue University Fort Wayne,https://www.iufw.edu,3,"['https://www.iufw.edu/lafayette-street-clinic/index.html', 'https://www.iufw.edu/graduation/pfw_arts_and_sciences.html', 'https://www.iufw.edu/nursing/lafayette-street-clinic/index.html']",1921,46.38,10.58,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0.037,0.659,0.023,"[-1, -1, -1]",2,"['https://www.iufw.edu', 'https://www.iufw.edu/graduation/index.html', 'https://www.iufw.edu/graduation/pfw_arts_and_sciences.html'] ",1
Indiana University Purdue University Indianapolis,https://health.iupui.edu,4,"['https://health.iupui.edu/faq/index.html', 'https://health.iupui.edu/our-staff/support-staff/white-ella.html', 'https://health.iupui.edu/our-staff/index.html']",2535,70.07,8.5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.784,0.029,"['Wed, 27 May 2020 15:06:43 GMT', -1, -1, -1]",1,"['https://health.iupui.edu', 'https://health.iupui.edu/our-staff/index.html']",1
University of Southern Indiana,https://www.usi.edu/healthcenter,2,"['https://www.usi.edu/healthcenter/services/womens-health', 'https://www.usi.edu/healthcenter/resources/information-about-conditions-diseases/']",538,79.35,4.62,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.831,-0.002,"[-1, -1]",1,"['https://www.usi.edu/healthcenter', 'https://www.usi.edu/healthcenter/resources/information-about-conditions-diseases/']",1
Indiana State University,https://www.indstate.edu/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University Kokomo,https://www.iuk.edu/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University South Bend,https://healthscience.iusb.edu/health-and-wellness-center,1,['https://healthscience.iusb.edu/health-and-wellness-center/index.html'],447,31.83,12.43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.86,0.06,[-1],1,"['https://healthscience.iusb.edu/health-and-wellness-center', 'https://healthscience.iusb.edu/health-and-wellness-center/index.html']",1
Indiana University Bloomington,https://healthcenter.indiana.edu,15,"['https://healthcenter.indiana.edu/health-answers/contraception/iud.html', 'https://healthcenter.indiana.edu/health-answers/contraception/nexplanon.html', 'https://healthcenter.indiana.edu/health-answers/contraception/progestin.html', 'https://healthcenter.indiana.edu/health-answers/contraception/birth-control.html', 'https://healthcenter.indiana.edu/health-answers/contraception/index.html', 'https://healthcenter.indiana.edu/health-answers/contraception/emergency-contraception.html', 'https://healthcenter.indiana.edu/health-answers/contraception/depo-provera.html', 'https://healthcenter.indiana.edu/health-answers/contraception/ring.html', 'https://healthcenter.indiana.edu/wellness/index.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/index.html', 'https://healthcenter.indiana.edu/health-answers/contraception/contraceptive-patch.html', 'https://healthcenter.indiana.edu/medical/pharmacy/index.html', 'https://healthcenter.indiana.edu/health-answers/contraception/condoms.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/uti.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/pms-pmdd.html']",14649,59.08,9.37,153,71,5,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,11,0,1,3,4,2,1,0,8,0,0,5,0,0,0,4,0,0.133,0.502,0.158,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://healthcenter.indiana.edu', 'https://healthcenter.indiana.edu/wellness/index.html']",1
Indiana University Northwest,https://www.iun.edu/chhs/health-wellness-center-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University East,https://www.iue.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purdue University Calumet Campus,https://www.purdue.edu/push,2,"['https://www.purdue.edu/push/Providers/providerbiophotos/katefullbio.html', 'https://www.purdue.edu/push/Medical/index.html']",1808,56.76,10.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.484,0.194,"['Mon, 13 Jul 2020 14:52:46 GMT', 'Mon, 13 Jul 2020 14:52:48 GMT']",1,"['https://www.purdue.edu/push', 'https://www.purdue.edu/push/Medical/index.html']",1
Purdue University North Central Campus,https://www.purdue.edu/push,2,"['https://www.purdue.edu/push/Providers/providerbiophotos/katefullbio.html', 'https://www.purdue.edu/push/Medical/index.html']",1808,56.76,10.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.484,0.194,"['Mon, 13 Jul 2020 14:52:46 GMT', 'Mon, 13 Jul 2020 14:52:48 GMT']",1,"['https://www.purdue.edu/push', 'https://www.purdue.edu/push/Medical/index.html']",1
Iowa State University,https://health.iastate.edu,12,"['https://health.iastate.edu/services/womens-health/', 'https://health.iastate.edu/services/sexual-health-2/', 'https://health.iastate.edu/staff/laura-moeller-m-d/', 'https://health.iastate.edu/about-us/giving/', 'https://health.iastate.edu/about-us/news/', 'https://health.iastate.edu/new-students/immunization-requirements/international-student/international-student_checklist/', 'http://health.iastate.edu/wp-content/uploads/2017/10/2017-Vulvar-Dermititis-Brochure-FINAL-web.pdf']",3378,76.47,5.37,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.579,0.132,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://health.iastate.edu', 'https://health.iastate.edu/services/sexual-health-2/']",1
University of Iowa,https://studenthealth.uiowa.edu,7,"['https://studenthealth.uiowa.edu/info/health-fee/', 'https://studenthealth.uiowa.edu/services/sexual-health/', 'http://studenthealth.uiowa.edu/assets/Travel-Questionnaire-and-Worksheet2.pdf', 'https://studenthealth.uiowa.edu/resources/self-care-guide/sexual-violence/', 'https://studenthealth.uiowa.edu/resources/news/reduced-hours-for-in-person-clinic-visits/']",2745,65.2,7.1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.405,0.311,"[-1, -1, 'Mon, 11 May 2020 19:08:31 GMT', -1, -1, -1, -1]",1,"['https://studenthealth.uiowa.edu', 'https://studenthealth.uiowa.edu/services/sexual-health/']",1
University of Northern Iowa,https://health.uni.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Emporia State University,https://www.emporia.edu/student-life/health-wellness/student-health-services,2,"['https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-frequently-asked-questions/', 'https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-resources/']",2103,69.96,8.28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.62,0.021,"[-1, -1]",1,"['https://www.emporia.edu/student-life/health-wellness/student-health-services', 'https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-resources/']",1
Fort Hays State University,https://www.fhsu.edu/student-health,4,"['https://www.fhsu.edu/student-health/Pharmacy/index', 'https://www.fhsu.edu/student-health/Contact-Us/index', 'https://www.fhsu.edu/student-health/documents/Health%20History%20Questionairre%208.01.15%20Ver.%202', 'https://www.fhsu.edu/student-health/Health-Insurance/2019-uhcsummary-brochure']",60269,75.57,6.12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.685,-0.039,"['Wed, 15 Jul 2020 06:10:12 GMT', 'Wed, 15 Jul 2020 06:10:14 GMT', 'Wed, 15 Jul 2020 06:10:10 GMT', 'Wed, 15 Jul 2020 06:10:05 GMT']",1,"['https://www.fhsu.edu/student-health', 'https://www.fhsu.edu/student-health/Pharmacy/index']",1
University of Kansas,https://studenthealth.ku.edu,12,"['https://studenthealth.ku.edu/womens-health', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA11ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/sexpositivecoachingweb.pdf', 'https://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/policies/AD-014%20Patient%20Population%20-%20Eligibility.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA17ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA09ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA13ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA15ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA06ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA03ExecSum.pdf', 'https://studenthealth.ku.edu/pharmacy', 'https://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/policies/AD-009%20Special%20Billing%20%20Payment%20Considerations.pdf']",2000,66.14,7.28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.617,0.172,"['Fri, 17 Jul 2020 18:57:09 GMT', 'Tue, 22 Aug 2017 20:43:28 GMT', 'Tue, 11 Feb 2020 16:48:45 GMT', 'Fri, 09 Aug 2019 13:38:03 GMT', 'Wed, 27 Sep 2017 19:52:37 GMT', 'Tue, 22 Aug 2017 20:43:19 GMT', 'Tue, 22 Aug 2017 20:43:36 GMT', 'Tue, 22 Aug 2017 20:44:04 GMT', 'Tue, 22 Aug 2017 20:43:12 GMT', 'Tue, 22 Aug 2017 20:43:05 GMT', 'Fri, 17 Jul 2020 18:57:10 GMT', 'Thu, 18 Jun 2020 20:12:54 GMT']",1,"['https://studenthealth.ku.edu', 'https://studenthealth.ku.edu/womens-health']",1
Kansas State University,https://www.k-state.edu/lafene,5,"['https://www.k-state.edu/lafene/services/womens-health/well-woman-exam/index.html', 'https://www.k-state.edu/lafene/documents/NCHA-2020.pdf', 'https://www.k-state.edu/lafene/services/pharmacy/index.html', 'https://www.k-state.edu/lafene/services/womens-health/']",1073,96.46,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.469,0.22,"[-1, 'Thu, 05 Jul 2018 15:08:28 GMT', 'Tue, 23 Jun 2020 16:36:37 GMT', -1, -1]",1,"['https://www.k-state.edu/lafene', 'https://www.k-state.edu/lafene/services/womens-health/']",1
Pittsburg State University,https://pittstate.edu/office/health-services,6,"['https://www.pittstate.edu/office/health-services/students.html', 'https://www.pittstate.edu/office/health-services/_files/documents/plan-b.pdf', 'https://www.pittstate.edu/office/health-services/_files/documents/travel-health.pdf', 'https://www.pittstate.edu/office/health-services/student-health-services.html']",3566,81.62,5.24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.697,0.041,"[-1, 'Thu, 16 Jul 2020 05:24:02 GMT', 'Thu, 16 Jul 2020 05:24:02 GMT', 'Thu, 16 Jul 2020 05:24:01 GMT', 'Thu, 16 Jul 2020 05:24:01 GMT', -1]",-1,[],1
Washburn University,https://washburn.edu/student-life/services/health-services,1,['https://washburn.edu/student-life/services/health-services/health-links.html'],462,75.27,5.06,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.333,0.1,"['Mon, 13 Jul 2020 06:37:11 GMT']",1,"['https://washburn.edu/student-life/services/health-services', 'https://washburn.edu/student-life/services/health-services/health-links.html']",1
Wichita State University,https://www.wichita.edu/services/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Kentucky University,https://healthservices.eku.edu,1,['https://healthservices.eku.edu/women%E2%80%99s-health-clinic'],516,78.52,5.68,11,5,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.5,0.035,"['Thu, 16 Jul 2020 06:02:17 +0000']",-1,[],1
Kentucky State University,https://kysu.edu/administration-governance/enrollment-management-and-student-engagement/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Kentucky,https://ukhealthcare.uky.edu/university-health-service/student-health/our-student-services,2,"['https://ukhealthcare.uky.edu/university-health-service/student-health/our-student-services', 'https://ukhealthcare.uky.edu/university-health-service/student-health/our-student-services/body-positive-kentucky']",4013,69.86,5.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.502,0.246,"['Thu, 16 Jul 2020 00:21:50 GMT', 'Thu, 16 Jul 2020 01:55:36 GMT']",0,['https://ukhealthcare.uky.edu/university-health-service/student-health/our-student-services'],1
University of Louisville,https://louisville.edu/campushealth,15,"['https://louisville.edu/campushealth/services/medical-care/sexual-health-contraception', 'https://louisville.edu/campushealth/emergencies/contraception', 'https://louisville.edu/campushealth/resources/patient-health', 'https://louisville.edu/campushealth/files/sexually-transmitted-infection', 'https://louisville.edu/campushealth/information/forms', 'https://louisville.edu/campushealth/files/foreign-travel-forms', 'https://louisville.edu/campushealth/files/uofl-sports-medicine-physical-form', 'https://louisville.edu/campushealth/emergencies/contraception/login', 'https://louisville.edu/campushealth/emergencies', 'https://louisville.edu/campushealth/information/self-care/sexual-health', 'https://louisville.edu/campushealth/about-us/site-map', 'https://louisville.edu/campushealth/emergencies/medical']",22140,77.89,5.17,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.083,0.488,0.295,"['Thu, 19 Jul 2018 13:37:06 GMT', 'Tue, 12 Sep 2017 23:40:15 GMT', 'Tue, 04 Sep 2018 18:32:33 GMT', 'Wed, 19 Mar 2014 13:16:28 GMT', 'Wed, 19 Mar 2014 13:20:38 GMT', 'Mon, 17 Mar 2014 16:16:18 GMT', 'Tue, 05 May 2020 17:02:45 GMT', 'Fri, 19 Jan 2018 20:19:59 GMT', 'Tue, 30 Jul 2013 20:19:27 GMT', -1, -1, 'Tue, 05 Nov 2013 19:29:25 GMT', 'Mon, 17 Mar 2014 16:24:28 GMT', 'Fri, 13 Dec 2019 15:41:07 GMT', 'Mon, 23 Mar 2020 19:36:00 GMT']",1,"['https://louisville.edu/campushealth', 'https://louisville.edu/campushealth/emergencies']",1
Morehead State University,https://www.moreheadstate.edu/chs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Murray State University,https://www.murraystate.edu/campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
