University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Florida Atlantic University,https://www.fau.edu/shs,3,"['http://www.fau.edu/shs/services/womens.php', 'http://www.fau.edu/shs/services/womens_oral_contraceptives.php', 'https://www.fau.edu/shs/services/advisory.php']",3162,53.82,11.19,9,6,3,0.044,0.548,0.152,"[-1, -1, -1]",1,"['https://www.fau.edu/shs', 'https://www.fau.edu/shs/services/womens.php']",1
Florida International University,https://studentaffairs.fiu.edu/health-and-fitness/student-health,10,"['https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/sexual-health/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/request/materialrequest/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/zika-prevention/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/resources/sexual-health-resources2/_assets/letstalkaboutsex.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/on-campus-services/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/resources/sexual-health-resources2/_assets/womenstd.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/healthy-panther-resources/reports-and-publications/_assets/pdfs/BROCHURE%20TRIFOLD%20SHS.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/_assets/2017%20Fee%20Schedule.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/healthy-panther-resources/reports-and-publications/_assets/pdfs/8.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/healthy-panther-resources/reports-and-publications/_assets/pdfs/4.pdf']",3273,59.71,8.42,12,7,5,0.072,0.512,0.163,"[-1, -1, -1, 'Mon, 29 Apr 2019 07:38:14 GMT', -1, 'Mon, 29 Apr 2019 07:38:11 GMT', 'Wed, 15 Jul 2020 07:15:09 GMT', 'Wed, 15 Jul 2020 07:13:50 GMT', 'Wed, 15 Jul 2020 07:15:09 GMT', 'Wed, 15 Jul 2020 07:15:10 GMT']",1,"['https://studentaffairs.fiu.edu/health-and-fitness/student-health', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/zika-prevention/index.php']",1
Florida State University,https://uhs.fsu.edu,,,,,,,,,,,,,,,0
University of Florida,https://shcc.ufl.edu,10,"['https://shcc.ufl.edu/2017/01/06/condom-design-challenge/', 'https://shcc.ufl.edu/services/primary-care/sexual-health/oral-sex/', 'https://shcc.ufl.edu/services/primary-care/sexual-health/', 'https://shcc.ufl.edu/services/primary-care/sexual-health/sexintheswamp/', 'https://shcc.ufl.edu/2018/01/25/menstrual-products-now-available-at-shcc/', 'https://shcc.ufl.edu/2017/01/31/gearing-up-for-v-day-safe-sex-is-the-best-sex/', 'https://shcc.ufl.edu/2016/page/6/', 'https://shcc.ufl.edu/2013/11/12/alligator-111213-uf-drops-three-spots-in-annual-sexual-health-rankings/', 'https://shcc.ufl.edu/2016/10/', 'https://shcc.ufl.edu/posts/page/6/']",10160,75.98,6.14,82,52,30,0.12,0.468,0.203,"['Thu, 16 Jul 2020 01:49:38 GMT', 'Thu, 16 Jul 2020 13:03:38 GMT', 'Wed, 15 Jul 2020 20:48:57 GMT', 'Wed, 15 Jul 2020 22:37:46 GMT', 'Thu, 16 Jul 2020 01:49:39 GMT', 'Thu, 16 Jul 2020 01:49:34 GMT', 'Thu, 16 Jul 2020 01:49:41 GMT', -1, 'Thu, 16 Jul 2020 02:34:43 GMT', 'Thu, 16 Jul 2020 02:34:44 GMT']",1,"['https://shcc.ufl.edu', 'https://shcc.ufl.edu/services/primary-care/sexual-health/']",1
Indian River State College,https://www.irsc.edu/student-life,,,,,,,,,,,,,,,0
University of North Florida,https://www.unf.edu/shs,1,['https://www.unf.edu/shs/Self_Help_-_Urinary_Tract_Infection_(UTI).aspx'],813,63.3,8.04,6,3,3,0.06,0.62,0.044,"['Thu, 16 Jul 2020 14:13:08 GMT']",1,"['https://www.unf.edu/shs', 'https://www.unf.edu/shs/Self_Help_-_Urinary_Tract_Infection_(UTI).aspx']",1
University of South Florida Main Campus,https://www.usf.edu/student-affairs/student-health-services,8,"['https://www.usf.edu/student-affairs/student-health-services/services/sexualhealth.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/genital-herpes.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/syphilis.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/prevent-hpv.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/gonorrhea.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/chlamydia.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/hpv.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/hiv.aspx']",5119,83.31,4.51,23,14,9,0.063,0.535,0.125,"[-1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://www.usf.edu/student-affairs/student-health-services', 'https://www.usf.edu/student-affairs/student-health-services/services/index.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sexualhealth.aspx']",1
The University of West Florida,https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services,1,['https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/student-health-services/faqs/'],990,90.9,3.42,3,2,1,0.048,0.674,0.122,"['Wed, 17 Jun 2020 21:47:50 GMT']",1,"['https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/student-health-services/faqs/']",1
Abraham Baldwin Agricultural College,https://www.abac.edu/campus-life/health-center,,,,,,,,,,,,,,,0
Albany State University,https://www.asurams.edu/student-affairs/health-services,1,['https://www.asurams.edu/student-affairs/health-services/clinic-services.php'],389,68.97,5.63,2,1,1,0.022,0.834,0.094,[-1],1,"['https://www.asurams.edu/student-affairs/health-services', 'https://www.asurams.edu/student-affairs/health-services/clinic-services.php']",1
Armstrong State University,https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus,1,['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/requests-for-condoms/'],648,87.13,3.16,13,8,5,0.121,0.816,0.061,[-1],-1,[],1
College of Coastal Georgia,https://www.ccga.edu/page.cfm?p=616,1,['https://www.ccga.edu/page.cfm?p=2477'],979,78.35,8.45,2,1,1,0.033,0.54,0.186,[-1],-1,[],1
Clayton  State University,https://www.clayton.edu/uhs,3,"['https://www.clayton.edu/uhs/sexual-health-and-well-being', 'https://www.clayton.edu/uhs/index', 'https://www.clayton.edu/uhs/womens-health-services']",2479,82.57,4.39,13,7,6,0.054,0.553,0.163,"[-1, -1, -1]",1,"['https://www.clayton.edu/uhs', 'https://www.clayton.edu/uhs/sexual-health-and-well-being']",1
Columbus State University,https://healthservices.columbusstate.edu,,,,,,,,,,,,,,,0
Dalton State College,https://www.daltonstate.edu/campus_life/student-health-services.cms,,,,,,,,,,,,,,,0
Fort Valley State University,https://www.fvsu.edu/student-health1,,,,,,,,,,,,,,,0
Georgia Institute of Technology Main Campus,https://health.gatech.edu,4,"['https://health.gatech.edu/services/womens/Contraception', 'https://health.gatech.edu/services/womens/Emergency', 'https://health.gatech.edu/services/womens/vaginitis', 'https://health.gatech.edu/sites/default/files/documents/physical-form-fillable.pdf']",2377,69.78,6.47,4,3,1,0.041,0.586,0.151,"['Thu, 16 Jul 2020 14:13:31 GMT', 'Thu, 16 Jul 2020 14:13:31 GMT', 'Thu, 16 Jul 2020 14:13:32 GMT', 'Tue, 28 Apr 2020 14:53:29 GMT']",2,"['https://health.gatech.edu', 'https://health.gatech.edu/services/women', 'https://health.gatech.edu/services/womens/Contraception']",1
Georgia Southwestern State University,https://www.gsw.edu/campus-life/campusliving/healthservices,,,,,,,,,,,,,,,0
Georgia College & State University,https://www.gcsu.edu/studenthealth,,,,,,,,,,,,,,,0
Georgia Southern University,https://auxiliary.georgiasouthern.edu/healthservices,4,"['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/requests-for-condoms/', 'https://auxiliary.georgiasouthern.edu/healthservices/pharmacy/', 'https://auxiliary.georgiasouthern.edu/healthservices/student-satisfaction/', 'https://auxiliary.georgiasouthern.edu/healthservices/services/']",6157,76.23,5.2,18,12,6,0.092,0.686,0.133,"[-1, -1, -1, -1]",2,"['https://auxiliary.georgiasouthern.edu/healthservices', 'https://auxiliary.georgiasouthern.edu/healthservices/2019/07/25/health-services-recognized-for-offering-excellent-health-care-to-students-on-statesboro-campus/', 'https://auxiliary.georgiasouthern.edu/healthservices/pharmacy/']",1
Georgia State University,https://health.gsu.edu,3,"['https://health.gsu.edu/2016/03/03/154046/', 'https://health.gsu.edu/2019/03/08/healthy-spring-break/', 'https://health.gsu.edu/2015/10/16/get-tested-for-stis/']",3989,71.78,7.33,5,4,1,0.038,0.478,0.188,"[-1, -1, -1]",2,"['https://health.gsu.edu', 'https://health.gsu.edu/news/2016-news-archives/', 'https://health.gsu.edu/2015/10/16/get-tested-for-stis/']",1
University of Georgia,https://www.uhs.uga.edu,10,"['https://www.uhs.uga.edu/sexualhealth/condomexpress', 'https://www.uhs.uga.edu/sexualhealth/condoms', 'https://www.uhs.uga.edu/sexualhealth/projectcondom', 'https://www.uhs.uga.edu/sexualhealth/mens-sexual-health', 'https://www.uhs.uga.edu/sexualhealth/contraception/putoncondom.html', 'https://www.uhs.uga.edu/studentgroups/safer-sex-ambassadors', 'https://www.uhs.uga.edu/sexualhealth/vaginitis', 'https://www.uhs.uga.edu/sexualhealth/aids', 'https://www.uhs.uga.edu/sexualhealth/oral_sex', 'https://www.uhs.uga.edu/sexualhealth/emergency-contraception']",9520,75.34,5.91,208,147,61,0.2,0.497,0.119,"['Thu, 16 Jul 2020 14:12:30 GMT', 'Thu, 16 Jul 2020 14:12:31 GMT', 'Thu, 16 Jul 2020 14:12:31 GMT', 'Thu, 16 Jul 2020 14:12:32 GMT', 'Thu, 16 Jul 2020 14:12:32 GMT', 'Thu, 16 Jul 2020 14:12:32 GMT', 'Thu, 16 Jul 2020 14:12:33 GMT', 'Thu, 16 Jul 2020 14:12:33 GMT', 'Thu, 16 Jul 2020 14:12:34 GMT', 'Thu, 16 Jul 2020 14:12:35 GMT']",2,"['https://www.uhs.uga.edu', 'https://www.uhs.uga.edu/bewelluga/bewelluga', 'https://www.uhs.uga.edu/studentgroups/safer-sex-ambassadors']",1
Gordon State College,https://www.gordonstate.edu/student-life/health-recreation/health-center,,,,,,,,,,,,,,,0
Savannah State University,https://www.savannahstate.edu/health-services,,,,,,,,,,,,,,,0
Valdosta State University,https://www.valdosta.edu/administration/student-affairs/student-health,,,,,,,,,,,,,,,0
University of West Georgia,https://www.westga.edu/health,,,,,,,,,,,,,,,0
University of Hawaii at Hilo,https://hilo.hawaii.edu/studentaffairs/health,2,"['https://hilo.hawaii.edu/studentaffairs/health/services.php', 'https://hilo.hawaii.edu/studentaffairs/health/']",1960,64.82,8.41,8,4,4,0.045,0.596,0.159,"[-1, -1]",0,['https://hilo.hawaii.edu/studentaffairs/health'],1
University of Hawaii at Manoa,https://www.hawaii.edu/shs,2,"['https://www.hawaii.edu/shs/health_promotion/resource_center.php', 'https://www.hawaii.edu/shs/health_promotion/lokahi_program.php']",1792,63,8.51,6,4,2,0.049,0.546,0.31,"[-1, -1]",1,"['https://www.hawaii.edu/shs', 'https://www.hawaii.edu/shs/health_promotion/resource_center.php']",1
University of Hawaii West Oahu,https://westoahu.hawaii.edu/current-students/health-and-wellness,,,,,,,,,,,,,,,0
Boise State University,https://www.boisestate.edu/healthservices,2,"['https://www.boisestate.edu/healthservices/sexual-health/', 'https://www.boisestate.edu/healthservices/medical-services/contraception/']",543,71.21,6.19,3,2,1,0.038,0.44,0.302,"[-1, -1]",3,"['https://www.boisestate.edu/healthservices', 'https://www.boisestate.edu/healthservices/services/', 'https://www.boisestate.edu/healthservices/medical/', 'https://www.boisestate.edu/healthservices/sexual-health/']",1
Idaho State University,https://www.isu.edu/healthcenter,,,,,,,,,,,,,,,0
University of Idaho,https://www.uidaho.edu/current-students/student-health-services,,,,,,,,,,,,,,,0
Lewis Clark State College,https://www.lcsc.edu/student-health,,,,,,,,,,,,,,,0
Chicago State University,https://www.csu.edu/collegeofhealthsciences/wellnesscenter,,,,,,,,,,,,,,,0
Eastern Illinois University,https://www.eiu.edu/health,2,"['https://www.eiu.edu/health/pharmacy.php', 'https://www.eiu.edu/health/OTC%20Price%20List%208-19.pdf']",821,68.29,8.05,2,1,1,0.024,0.581,0.153,"[-1, 'Tue, 13 Aug 2019 12:45:38 GMT']",1,"['https://www.eiu.edu/health', 'https://www.eiu.edu/health/pharmacy.php']",1
Governors State University,https://www.govst.edu/advocate-health-center,,,,,,,,,,,,,,,0
University of Illinois at Chicago,https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health,,,,,,,,,,,,,,,0
University of Illinois at Urbana Champaign,https://www.mckinley.illinois.edu,,,,,,,,,,,,,,,0
Illinois State University,https://healthservices.illinoisstate.edu,3,"['https://healthservices.illinoisstate.edu/downloads/BirthControlMethods.pdf', 'https://healthservices.illinoisstate.edu/pharmacy/birth-control.shtml', 'https://healthservices.illinoisstate.edu/downloads/OralContraceptiveInstructions.pdf']",168,60.17,8.12,2,1,1,0.033,0.565,0.14,"['Fri, 21 Jul 2017 18:42:00 GMT', -1, 'Fri, 21 Jul 2017 18:42:05 GMT']",2,"['https://healthservices.illinoisstate.edu', 'https://healthservices.illinoisstate.edu/pharmacy/', 'https://healthservices.illinoisstate.edu/pharmacy/birth-control.shtml']",1
Northern Illinois University,https://www.niu.edu/health-services,,,,,,,,,,,,,,,0
Northeastern Illinois University,https://www.neiu.edu/university-life/student-health-services,2,"['https://www.neiu.edu/university-life/student-health-services/services', 'https://www.neiu.edu/university-life/student-health-services/faqs']",1877,78.64,5.08,14,7,7,0.072,0.63,0.21,"[-1, -1]",1,"['https://www.neiu.edu/university-life/student-health-services', 'https://www.neiu.edu/university-life/student-health-services/services']",1
University of Illinois at Springfield,https://www.uis.edu/healthservices,5,"['https://www.uis.edu/healthservices/forms/', 'https://www.uis.edu/healthservices/services/', 'https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/womens-health-update-53965-1.pdf', 'https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/WomensHealthQuestionnaire_53964-11.2016-1.pdf', 'https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/SexualHistoryQuestionnaire_53966-11.2016.pdf']",2439,70.58,6.41,3,2,1,0.039,0.729,0.032,"[-1, -1, 'Wed, 30 Nov 2016 15:43:48 GMT', 'Wed, 30 Nov 2016 15:32:43 GMT', 'Thu, 10 Nov 2016 21:42:24 GMT']",1,"['https://www.uis.edu/healthservices', 'https://www.uis.edu/healthservices/forms/']",1
Southern Illinois University Carbondale,https://shc.siu.edu,,,,,,,,,,,,,,,0
Southern Illinois University Edwardsville,https://www.siue.edu/healthservice,10,"['https://www.siue.edu/healthservice/forms/brochures/Condoms%2010%20Things%20To%20Know.pdf', 'https://www.siue.edu/healthservice/info/std.shtml', 'https://www.siue.edu/healthservice/forms/brochures/Herpes%20Factsheet.pdf', 'https://www.siue.edu/healthservice/faq.shtml', 'https://www.siue.edu/healthservice/travelers.shtml', 'https://www.siue.edu/healthservice/', 'https://www.siue.edu/healthservice/forms/brochures/Trichominiasis%20Factsheet%202012.pdf', 'https://www.siue.edu/healthservice/forms/brochures/HPV%20factsheet%20March%202014.pdf', 'https://www.siue.edu/healthservice/forms/brochures/PID%20Fact%20Sheet%20July%202014.pdf', 'https://www.siue.edu/healthservice/forms/brochures/Gonorrhea%20Fact%20Sheet.pdf']",4684,75.02,5.98,11,6,5,0.058,0.505,0.105,"['Wed, 08 Jul 2020 19:54:48 GMT', -1, 'Wed, 08 Jul 2020 19:54:48 GMT', -1, -1, -1, 'Wed, 08 Jul 2020 19:54:49 GMT', 'Wed, 08 Jul 2020 19:54:48 GMT', 'Wed, 08 Jul 2020 19:54:49 GMT', 'Wed, 08 Jul 2020 19:54:48 GMT']",0,['https://www.siue.edu/healthservice'],1
Western Illinois University,http://www.wiu.edu/student_services/beu_health_center,,,,,,,,,,,,,,,0
Ball State University,https://www.bsu.edu/campuslife/healthcenter,5,"['https://www.bsu.edu/campuslife/healthcenter/services/sexually-transmitted-infections', 'https://www.bsu.edu/campuslife/healthcenter/services/sexually-transmitted-infections/hpv', 'https://www.bsu.edu/campuslife/healthcenter/services/sexually-transmitted-infections/herpes', 'https://www.bsu.edu/campuslife/healthcenter/services/sexually-transmitted-infections/gcct', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception/contraception']",3258,70.26,7.49,13,7,6,0.043,0.517,0.055,"[-1, -1, -1, -1, -1]",2,"['https://www.bsu.edu/campuslife/healthcenter', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center', 'https://www.bsu.edu/campuslife/healthcenter/services/sexually-transmitted-infections']",1
Indiana University Purdue University Fort Wayne,https://www.iufw.edu,2,"['https://www.iufw.edu/nursing/lafayette-street-clinic/index.html', 'https://www.iufw.edu/nursing/faculty-staff/christopher-coleman.html']",1695,75.77,5.28,3,2,1,0.047,0.719,0.038,"[-1, -1]",2,"['https://www.iufw.edu', 'https://www.iufw.edu/about/transition/agreement.html', 'https://www.iufw.edu/doc/1612-ipfw-agreement-accessible.docx']",1
Indiana University Purdue University Indianapolis,https://health.iupui.edu,,,,,,,,,,,,,,,0
University of Southern Indiana,https://www.usi.edu/healthcenter,1,['https://www.usi.edu/healthcenter/services/womens-health'],289,76,5.2,2,1,1,0.028,0.821,-0.002,[-1],2,"['https://www.usi.edu/healthcenter', 'https://www.usi.edu/healthcenter/services/', 'https://www.usi.edu/healthcenter/services/womens-health']",1
Indiana State University,https://www.indstate.edu/health-center,,,,,,,,,,,,,,,0
Indiana University Kokomo,https://www.iuk.edu/health-center,,,,,,,,,,,,,,,0
Indiana University South Bend,https://healthscience.iusb.edu/health-and-wellness-center,1,['https://healthscience.iusb.edu/health-and-wellness-center/sti-testing.html'],809,61.68,8.12,4,2,2,0.04,0.567,0.104,[-1],1,"['https://healthscience.iusb.edu/health-and-wellness-center', 'https://healthscience.iusb.edu/health-and-wellness-center/sti-testing.html']",1
Indiana University Bloomington,https://healthcenter.indiana.edu,10,"['https://healthcenter.indiana.edu/health-answers/sexual-health/condoms.html', 'https://healthcenter.indiana.edu/health-answers/contraception/index.html', 'https://healthcenter.indiana.edu/health-answers/contraception/emergency-contraception.html', 'https://healthcenter.indiana.edu/health-answers/contraception/birth-control.html', 'https://healthcenter.indiana.edu/health-answers/sexual-health/prep-hiv-prevention.html', 'https://healthcenter.indiana.edu/health-answers/contraception/ring.html', 'https://healthcenter.indiana.edu/health-answers/contraception/progestin.html', 'https://healthcenter.indiana.edu/health-answers/sexual-health/sti.html', 'https://healthcenter.indiana.edu/health-answers/sexual-health/gonorrhea.html', 'https://healthcenter.indiana.edu/health-answers/contraception/contraceptive-patch.html']",11463,67.03,8.23,218,140,78,0.132,0.53,0.135,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://healthcenter.indiana.edu', 'https://healthcenter.indiana.edu/health-answers/index.html', 'https://healthcenter.indiana.edu/health-answers/contraception/index.html']",1
Indiana University Northwest,https://www.iun.edu/chhs/health-wellness-center-clinic,,,,,,,,,,,,,,,0
Indiana University East,https://www.iue.edu/health,1,['https://www.iue.edu/health/'],861,88.46,3.42,2,1,1,0.03,0.623,0.23,[-1],0,['https://www.iue.edu/health'],1
Purdue University Calumet Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,0
Purdue University North Central Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,0
Iowa State University,https://health.iastate.edu,10,"['https://health.iastate.edu/wellness/condom-distribution/', 'http://www.health.iastate.edu/wp-content/uploads/2014/01/1.21.14-StudentHealthCabinetReport1.pdf', 'https://health.iastate.edu/services/sexual-health-2/', 'https://health.iastate.edu/wellness/resources/', 'https://health.iastate.edu/resources/faq/', 'https://health.iastate.edu/new-students/', 'http://health.iastate.edu/wp-content/uploads/2017/10/2017-Vulvar-Dermititis-Brochure-FINAL-web.pdf', 'https://health.iastate.edu/services/womens-health/', 'https://health.iastate.edu/insurance-billing/', 'https://health.iastate.edu/staff/usha-sivaskandan/']",5518,70.99,6.51,73,46,27,0.153,0.602,0.119,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://health.iastate.edu', 'https://health.iastate.edu/new-students/']",1
University of Iowa,https://studenthealth.uiowa.edu,5,"['https://studenthealth.uiowa.edu/services/sexual-health/', 'https://studenthealth.uiowa.edu/resources/self-care-guide/sexual-health/', 'https://studenthealth.uiowa.edu/assets/26aaf3bc5f/Standard-Precautions-Patient-Handout.pdf', 'https://studenthealth.uiowa.edu/assets/health-history-form-with-gyn.pdf', 'https://studenthealth.uiowa.edu/assets/Uploads/2017-NCHA-Report2.pdf']",1171,69.18,7.3,5,4,1,0.048,0.369,0.242,"[-1, -1, 'Fri, 12 Apr 2019 17:48:40 GMT', 'Mon, 11 May 2020 19:08:31 GMT', -1]",1,"['https://studenthealth.uiowa.edu', 'https://studenthealth.uiowa.edu/services/sexual-health/']",1
University of Northern Iowa,https://health.uni.edu,2,"['https://health.uni.edu/services/lab-testing', 'https://health.uni.edu/sites/default/files/student_health_center_2018_annual_report_1.pdf']",638,63.56,9.38,3,2,1,0.047,0.553,0.152,"['Thu, 16 Jul 2020 14:14:56 GMT', 'Thu, 31 Jan 2019 19:57:21 GMT']",2,"['https://health.uni.edu', 'https://health.uni.edu/health-services', 'https://health.uni.edu/services/lab-testing']",1
Emporia State University,https://www.emporia.edu/student-life/health-wellness/student-health-services,1,['https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-frequently-asked-questions/'],1606,80.05,6.09,2,1,1,0.026,0.634,0.029,[-1],1,"['https://www.emporia.edu/student-life/health-wellness/student-health-services', 'https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-frequently-asked-questions/']",1
Fort Hays State University,https://www.fhsu.edu/student-health,,,,,,,,,,,,,,,0
University of Kansas,https://studenthealth.ku.edu,10,"['http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/safersextools.pdf', 'https://studenthealth.ku.edu/womens-health', 'https://studenthealth.ku.edu/pharmacy', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/toilettalk/ToiletTalkFeb2017.pdf?pdf=ToiletTalk-2017-Feb', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA17Highlights.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/toilettalk/ToiletTalkFeb2018.pdf?pdf=ToiletTalk-2018-Feb', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/toilettalk/ToiletTalkMar2017.pdf?pdf=ToiletTalk-2017-Mar', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/toilettalk/ToiletTalkOct2016.pdf?pdf=ToiletTalk-2016-Oct', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA17ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA09ExecSum.pdf']",61774,71.18,6.5,4,2,2,0.029,0.558,0.158,"['Mon, 10 Sep 2018 20:21:35 GMT', 'Thu, 16 Jul 2020 14:16:18 GMT', 'Thu, 16 Jul 2020 14:16:18 GMT', 'Mon, 27 Aug 2018 20:23:19 GMT', 'Wed, 23 May 2018 20:18:12 GMT', 'Mon, 27 Aug 2018 20:02:01 GMT', 'Mon, 27 Aug 2018 20:44:10 GMT', 'Mon, 27 Aug 2018 20:23:35 GMT', 'Wed, 27 Sep 2017 19:52:37 GMT', 'Tue, 22 Aug 2017 20:43:19 GMT']",1,"['https://studenthealth.ku.edu', 'https://studenthealth.ku.edu/womens-health']",1
Kansas State University,https://www.k-state.edu/lafene,6,"['https://www.k-state.edu/lafene/shape/events.html', 'https://www.k-state.edu/lafene/shape/members.html', 'https://www.k-state.edu/lafene/documents/ASAP2016-17.pdf', 'https://www.k-state.edu/lafene/documents/NCHA-2018.pdf', 'https://www.k-state.edu/lafene/documents/NCHA-2020.pdf', 'https://www.k-state.edu/lafene/documents/parent_handbook.pdf']",863,73.53,5.88,2,2,0,0.027,0.472,0.307,"[-1, -1, 'Fri, 06 Jul 2018 19:14:02 GMT', 'Thu, 05 Jul 2018 15:08:28 GMT', 'Tue, 23 Jun 2020 16:36:37 GMT', 'Fri, 06 Jul 2018 14:00:17 GMT']",-1,[],1
Pittsburg State University,https://pittstate.edu/office/health-services,2,"['https://www.pittstate.edu/office/health-services/students.html', 'https://www.pittstate.edu/office/health-services/_files/documents/travel-health.pdf']",2689,61.2,8.72,2,1,1,0.02,0.698,0.107,"[-1, 'Thu, 16 Jul 2020 05:24:01 GMT']",-1,[],1
Washburn University,https://washburn.edu/student-life/services/health-services,,,,,,,,,,,,,,,0
Wichita State University,https://www.wichita.edu/services/studenthealth,,,,,,,,,,,,,,,0
Eastern Kentucky University,https://healthservices.eku.edu,1,['https://healthservices.eku.edu/sexual-health-and-sti-testing'],446,75.06,5.8,2,1,1,0.024,0.421,0.107,"['Thu, 16 Jul 2020 14:16:26 +0000']",1,"['https://healthservices.eku.edu', 'https://healthservices.eku.edu/sexual-health-and-sti-testing']",1
Kentucky State University,https://kysu.edu/administration-governance/enrollment-management-and-student-engagement/health-services,,,,,,,,,,,,,,,0
University of Kentucky,https://ukhealthcare.uky.edu/university-health-service/student-health/our-student-services,,,,,,,,,,,,,,,0
University of Louisville,https://louisville.edu/campushealth,8,"['https://louisville.edu/campushealth/services/medical-care/sexual-health-contraception', 'https://louisville.edu/campushealth/emergencies/contraception', 'https://louisville.edu/campushealth/files/sexually-transmitted-infection', 'https://louisville.edu/campushealth/files/OralContraceptionPills.pdf', 'https://louisville.edu/campushealth/files/self-care/copy_of_WhatareEmergencyContraceptivePills.pdf', 'https://louisville.edu/campushealth/files/prep-faq-sheet', 'https://louisville.edu/campushealth/files/self-care/guidelines-for-vulvar-skin-care', 'https://louisville.edu/campushealth/files/new-patient-forms']",32602,62.15,7.97,4,2,2,0.038,0.478,0.327,"['Thu, 19 Jul 2018 13:37:06 GMT', 'Tue, 12 Sep 2017 23:40:15 GMT', 'Wed, 19 Mar 2014 13:20:38 GMT', 'Wed, 19 Mar 2014 13:16:28 GMT', 'Mon, 17 Mar 2014 16:16:18 GMT', 'Thu, 12 Jul 2018 20:34:30 GMT', 'Sun, 16 Mar 2014 23:41:08 GMT', 'Mon, 19 Feb 2018 19:04:32 GMT']",1,"['https://louisville.edu/campushealth', 'https://louisville.edu/campushealth/files/minor-consent-form']",1
Morehead State University,https://www.moreheadstate.edu/chs,,,,,,,,,,,,,,,0
Murray State University,https://www.murraystate.edu/campus,,,,,,,,,,,,,,,0
