University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo-Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Florida State University,https://uhs.fsu.edu,3,['https://uhs.fsu.edu/health-care/clinical-services/womens-clinic'],648,73.24,5.94,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024,0.661,0.079,"['Tue, 31 Mar 2020 18:20:07 GMT', -1, 'Tue, 31 Mar 2020 18:21:12 GMT']",1,"['https://uhs.fsu.edu', 'https://uhs.fsu.edu/health-care/clinical-services/womens-clinic']",1
University of Florida,https://shcc.ufl.edu,2,['https://shcc.ufl.edu/services/specialty-care/gyn/womens-health-ask-the-nurse/'],2407,81.11,6.13,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.555,0.009,"[-1, 'Thu, 16 Jul 2020 14:53:38 GMT']",2,"['https://shcc.ufl.edu', 'https://shcc.ufl.edu/services/primary-care/', 'https://shcc.ufl.edu/services/specialty-care/gyn/womens-health-ask-the-nurse/']",1
Indian River State College,https://www.irsc.edu/student-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Florida,https://www.unf.edu/shs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Florida Main Campus,https://www.usf.edu/student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of West Florida,https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Abraham Baldwin Agricultural College,https://www.abac.edu/campus-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Albany State University,https://www.asurams.edu/student-affairs/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Armstrong State University,https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus,2,"['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/womens-health-clinic-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/injection-clinic-armstrong/']",1646,71.72,6.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.022,0.681,0.059,"[-1, -1]",2,"['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/injection-clinic-armstrong/']",1
College of Coastal Georgia,https://www.ccga.edu/page.cfm?p=616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Clayton  State University,https://www.clayton.edu/uhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Columbus State University,https://healthservices.columbusstate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dalton State College,https://www.daltonstate.edu/campus_life/student-health-services.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fort Valley State University,https://www.fvsu.edu/student-health1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Georgia Institute of Technology Main Campus,https://health.gatech.edu,2,['https://health.gatech.edu/services/womens/Contraception'],492,75.34,5.34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.079,0.527,0.305,"['Thu, 16 Jul 2020 15:14:49 GMT', 'Tue, 28 Apr 2020 14:53:29 GMT']",2,"['https://health.gatech.edu', 'https://health.gatech.edu/services/women', 'https://health.gatech.edu/services/womens/Contraception']",1
Georgia Southwestern State University,https://www.gsw.edu/campus-life/campusliving/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Georgia College & State University,https://www.gcsu.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Georgia Southern University,https://auxiliary.georgiasouthern.edu/healthservices,8,"['https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/womens-and-mens-health/nexplanon/', 'https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/womens-and-mens-health/intrauterine-device-iud/', 'https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/womens-and-mens-health/', 'https://auxiliary.georgiasouthern.edu/healthservices/statesboro-campus/eligibility-and-fees/self-pay-rates/', 'https://auxiliary.georgiasouthern.edu/healthservices/statesboro-campus/eligibility-and-fees/', 'https://auxiliary.georgiasouthern.edu/healthservices/student-satisfaction/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/injection-clinic-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/injection-clinic/']",7488,74.88,6.36,91,33,0,3,0,5,6,4,0,0,0,0,7,0,31,0,0,0,2,0.08,0.606,0.169,"[-1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://auxiliary.georgiasouthern.edu/healthservices', 'https://auxiliary.georgiasouthern.edu/healthservices/insurance/', 'https://auxiliary.georgiasouthern.edu/healthservices/student-satisfaction/']",1
Georgia State University,https://health.gsu.edu,1,['https://health.gsu.edu/womens-health/contraceptive-mgt/'],1392,65.05,7.66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.041,0.666,0.193,[-1],1,"['https://health.gsu.edu', 'https://health.gsu.edu/womens-health/contraceptive-mgt/']",1
University of Georgia,https://www.uhs.uga.edu,12,"['https://www.uhs.uga.edu/sexualhealth/iud', 'https://www.uhs.uga.edu/sexualhealth/nexplanon', 'https://www.uhs.uga.edu/sexualhealth/depo-provera', 'https://www.uhs.uga.edu/sexualhealth/contraception', 'https://www.uhs.uga.edu/sexualehealth/nexplanon', 'https://www.uhs.uga.edu/sexualhealth/bc-uhc', 'https://www.uhs.uga.edu/sexualhealth/effectiveness', 'https://www.uhs.uga.edu/sexualhealth/womens-sexual-health', 'https://www.uhs.uga.edu/sexualhealth/sti', 'https://www.uhs.uga.edu/sexualhealth/condomexpress', 'https://www.uhs.uga.edu/sexualhealth/contraception/putoncondom.html', 'https://www.uhs.uga.edu/sexualhealth/stats']",7520,76.5,5.52,80,21,0,1,0,8,5,0,0,0,0,0,9,1,21,0,1,0,13,0.089,0.547,0.19,"['Thu, 16 Jul 2020 15:48:07 GMT', 'Thu, 16 Jul 2020 15:48:08 GMT', 'Thu, 16 Jul 2020 15:48:08 GMT', 'Thu, 16 Jul 2020 15:48:08 GMT', 'Thu, 16 Jul 2020 15:48:09 GMT', 'Thu, 16 Jul 2020 15:48:09 GMT', 'Thu, 16 Jul 2020 15:48:10 GMT', 'Thu, 16 Jul 2020 15:48:10 GMT', 'Thu, 16 Jul 2020 15:48:11 GMT', 'Thu, 16 Jul 2020 15:48:11 GMT', 'Thu, 16 Jul 2020 15:48:12 GMT', 'Thu, 16 Jul 2020 15:48:12 GMT']",2,"['https://www.uhs.uga.edu', 'https://www.uhs.uga.edu/sexualhealth/introduction', 'https://www.uhs.uga.edu/sexualhealth/nexplanon']",1
Gordon State College,https://www.gordonstate.edu/student-life/health-recreation/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Savannah State University,https://www.savannahstate.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Valdosta State University,https://www.valdosta.edu/administration/student-affairs/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of West Georgia,https://www.westga.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Hawaii at Hilo,https://hilo.hawaii.edu/studentaffairs/health,2,"['https://hilo.hawaii.edu/studentaffairs/health/services.php', 'https://hilo.hawaii.edu/studentaffairs/health/']",1955,71,6.86,7,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0.047,0.652,0.095,"[-1, -1]",0,['https://hilo.hawaii.edu/studentaffairs/health'],1
University of Hawaii at Manoa,https://www.hawaii.edu/shs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Hawaii West Oahu,https://westoahu.hawaii.edu/current-students/health-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Boise State University,https://www.boisestate.edu/healthservices,3,"['https://www.boisestate.edu/healthservices/sexual-health/', 'https://www.boisestate.edu/healthservices/medical-services/contraception/', 'https://www.boisestate.edu/healthservices/staff/']",10739,64.93,7.57,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.044,0.437,0.21,"[-1, -1, -1]",1,"['https://www.boisestate.edu/healthservices', 'https://www.boisestate.edu/healthservices/staff/']",1
Idaho State University,https://www.isu.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Idaho,https://www.uidaho.edu/current-students/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lewis Clark State College,https://www.lcsc.edu/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chicago State University,https://www.csu.edu/collegeofhealthsciences/wellnesscenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Illinois University,https://www.eiu.edu/health,1,['https://www.eiu.edu/health/womenshealth.php'],518,58.04,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.017,0.534,0.083,[-1],1,"['https://www.eiu.edu/health', 'https://www.eiu.edu/health/womenshealth.php']",1
Governors State University,https://www.govst.edu/advocate-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Illinois at Chicago,https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Illinois at Urbana Champaign,https://www.mckinley.illinois.edu,2,"['https://www.mckinley.illinois.edu/medical-services/womens-health/womens-health-appointments', 'https://www.mckinley.illinois.edu/parents/health-service-fee/charges-medications-and-vaccines']",1206,71.55,6.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.76,0.074,"['Thu, 16 Jul 2020 15:50:46 GMT', 'Thu, 16 Jul 2020 15:50:46 GMT']",2,"['https://www.mckinley.illinois.edu', 'https://www.mckinley.illinois.edu/new-students/new-student-faqs', 'https://www.mckinley.illinois.edu/fees/charges-medications-and-vaccines']",1
Illinois State University,https://healthservices.illinoisstate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern Illinois University,https://www.niu.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northeastern Illinois University,https://www.neiu.edu/university-life/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Illinois at Springfield,https://www.uis.edu/healthservices,4,"['https://www.uis.edu/healthservices/services/', 'https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/SexualHistoryQuestionnaire_53966-11.2016.pdf']",1645,83.73,4.81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.025,0.839,0.021,"['Wed, 30 Nov 2016 15:32:43 GMT', -1, 'Wed, 30 Nov 2016 15:43:48 GMT', 'Thu, 10 Nov 2016 21:42:24 GMT']",1,"['https://www.uis.edu/healthservices', 'https://www.uis.edu/healthservices/services/']",1
Southern Illinois University Carbondale,https://shc.siu.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southern Illinois University Edwardsville,https://www.siue.edu/healthservice,5,"['https://www.siue.edu/healthservice/clinic/index.shtml', 'https://www.siue.edu/healthservice/clinic/womens_health.shtml', 'https://www.siue.edu/healthservice/forms/brochures/PID%20Fact%20Sheet%20July%202014.pdf']",1176,75.5,5.62,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.058,0.766,0.081,"[-1, -1, -1, 'Wed, 08 Jul 2020 19:54:49 GMT', 'Mon, 22 Jun 2020 18:55:52 GMT']",1,"['https://www.siue.edu/healthservice', 'https://www.siue.edu/healthservice/forms/brochures/Migraine.docx']",1
Western Illinois University,http://www.wiu.edu/student_services/beu_health_center,2,"['http://www.wiu.edu/student_services/beu_health_center/services/pharmacy.php', 'http://www.wiu.edu/student_services/beu_health_center/services/sexual.php']",1529,86.12,4.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.733,0.05,"[-1, -1]",1,"['http://www.wiu.edu/student_services/beu_health_center', 'http://www.wiu.edu/student_services/beu_health_center/services/pharmacy.php']",1
Ball State University,https://www.bsu.edu/campuslife/healthcenter,1,['https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception/contraception'],635,82.68,4.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.022,0.635,-0.002,[-1],3,"['https://www.bsu.edu/campuslife/healthcenter', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception/contraception']",1
Indiana University Purdue University Fort Wayne,https://www.iufw.edu,2,"['https://www.iufw.edu/lafayette-street-clinic/index.html', 'https://www.iufw.edu/nursing/lafayette-street-clinic/index.html']",946,67.35,7.63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0.775,0.156,"[-1, -1]",2,"['https://www.iufw.edu', 'https://www.iufw.edu/about/transition/agreement.html', 'https://www.iufw.edu/doc/1612-ipfw-agreement-accessible.docx']",1
Indiana University Purdue University Indianapolis,https://health.iupui.edu,1,['https://health.iupui.edu/faq/index.html'],2075,74.84,7.28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.02,0.765,0.053,[-1],1,"['https://health.iupui.edu', 'https://health.iupui.edu/faq/index.html']",1
University of Southern Indiana,https://www.usi.edu/healthcenter,1,['https://www.usi.edu/healthcenter/services/womens-health'],289,77.96,4.88,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.051,0.821,-0.002,[-1],2,"['https://www.usi.edu/healthcenter', 'https://www.usi.edu/healthcenter/services/', 'https://www.usi.edu/healthcenter/services/womens-health']",1
Indiana State University,https://www.indstate.edu/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University Kokomo,https://www.iuk.edu/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University South Bend,https://healthscience.iusb.edu/health-and-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University Bloomington,https://healthcenter.indiana.edu,11,"['https://healthcenter.indiana.edu/health-answers/contraception/depo-provera.html', 'https://healthcenter.indiana.edu/health-answers/contraception/nexplanon.html', 'https://healthcenter.indiana.edu/health-answers/contraception/iud.html', 'https://healthcenter.indiana.edu/health-answers/contraception/progestin.html', 'https://healthcenter.indiana.edu/health-answers/contraception/index.html', 'https://healthcenter.indiana.edu/health-answers/contraception/emergency-contraception.html', 'https://healthcenter.indiana.edu/health-answers/contraception/ring.html', 'https://healthcenter.indiana.edu/health-answers/contraception/birth-control.html', 'https://healthcenter.indiana.edu/medical/medical-clinic/index.html', 'https://healthcenter.indiana.edu/health-answers/contraception/contraceptive-patch.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/pms-pmdd.html']",12149,52.29,10.52,197,52,0,17,0,7,3,4,6,0,0,0,9,0,36,0,0,0,63,0.109,0.494,0.132,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://healthcenter.indiana.edu', 'https://healthcenter.indiana.edu/medical/medical-clinic/index.html']",1
Indiana University Northwest,https://www.iun.edu/chhs/health-wellness-center-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University East,https://www.iue.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purdue University Calumet Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purdue University North Central Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Iowa State University,https://health.iastate.edu,4,"['https://health.iastate.edu/services/womens-health/', 'http://www.health.iastate.edu/wp-content/uploads/2017/08/2017-womens-health-brochure-FINAL.pdf']",475,78.01,4.92,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.068,0.539,0.188,"[-1, -1, -1, -1]",1,"['https://health.iastate.edu', 'https://health.iastate.edu/services/womens-health/']",1
University of Iowa,https://studenthealth.uiowa.edu,3,"['https://studenthealth.uiowa.edu/info/health-fee/', 'https://studenthealth.uiowa.edu/resources/news/reduced-hours-for-in-person-clinic-visits/']",1414,72.89,6.9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.035,0.669,0.006,"[-1, -1, 'Mon, 11 May 2020 19:08:31 GMT']",1,"['https://studenthealth.uiowa.edu', 'https://studenthealth.uiowa.edu/news/reduced-hours-for-in-person-clinic-visits/']",1
University of Northern Iowa,https://health.uni.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Emporia State University,https://www.emporia.edu/student-life/health-wellness/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fort Hays State University,https://www.fhsu.edu/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Kansas,https://studenthealth.ku.edu,4,"['https://studenthealth.ku.edu/womens-health', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA06ExecSum.pdf']",899,66.14,7.28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.038,0.617,0.172,"['Thu, 16 Jul 2020 15:54:22 GMT', 'Fri, 09 Aug 2019 13:38:03 GMT', 'Tue, 22 Aug 2017 20:43:12 GMT', 'Tue, 22 Aug 2017 20:43:05 GMT']",1,"['https://studenthealth.ku.edu', 'https://studenthealth.ku.edu/womens-health']",1
Kansas State University,https://www.k-state.edu/lafene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pittsburg State University,https://pittstate.edu/office/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Washburn University,https://washburn.edu/student-life/services/health-services,1,['https://washburn.edu/student-life/services/health-services/health-links.html'],462,81.53,4.06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053,0.333,0.1,"['Mon, 13 Jul 2020 06:37:11 GMT']",1,"['https://washburn.edu/student-life/services/health-services', 'https://washburn.edu/student-life/services/health-services/files/SHS%20Release%20of%20Information.docx']",1
Wichita State University,https://www.wichita.edu/services/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Kentucky University,https://healthservices.eku.edu,1,['https://healthservices.eku.edu/women%E2%80%99s-health-clinic'],516,75.69,6.8,7,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0.023,0.633,0.117,"['Thu, 16 Jul 2020 15:54:30 +0000']",-1,[],1
Kentucky State University,https://kysu.edu/administration-governance/enrollment-management-and-student-engagement/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Kentucky,https://ukhealthcare.uky.edu/university-health-service/student-health/our-student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisville,https://louisville.edu/campushealth,4,"['https://louisville.edu/campushealth/emergencies/contraception', 'https://louisville.edu/campushealth/resources/patient-health', 'https://louisville.edu/campushealth/information/forms']",2285,67.13,6.57,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.03,0.678,0.093,"['Tue, 12 Sep 2017 23:40:15 GMT', 'Tue, 04 Sep 2018 18:32:33 GMT', 'Tue, 05 May 2020 17:02:45 GMT', 'Mon, 17 Mar 2014 16:16:18 GMT']",1,"['https://louisville.edu/campushealth', 'https://louisville.edu/campushealth/about-us/organizational-chart']",1
Morehead State University,https://www.moreheadstate.edu/chs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Murray State University,https://www.murraystate.edu/campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern Kentucky University,https://inside.nku.edu,3,"['https://inside.nku.edu/president/communication/march-board-of-regents-meeting-summary.html', 'https://inside.nku.edu/content/dam/facultysenate/docs/facultysenatecommittees/PCC/2016-2017PCCminutesagendas/2016Nov3/2016%20Nov%203%20PCC%20Meeting%20Itens.pdf']",2560,39.6,14.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.621,0.11,"[-1, 'Mon, 06 Apr 2020 20:21:00 GMT', 'Tue, 12 Dec 2017 22:00:57 GMT']",3,"['https://inside.nku.edu', 'https://inside.nku.edu/giving.html', 'https://inside.nku.edu/giving/thanks/Thanks.html', 'https://inside.nku.edu/content/dam/giving/docs/TEMPLATE_Student.docx']",1
Western Kentucky University,https://www.wku.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Grambling State University,https://www.gram.edu/student-life/services/health-center,2,"['https://www.gram.edu/student-life/services/health-center/about.php', 'https://www.gram.edu/student-life/services/health-center/services.php']",2466,68.02,6.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.014,0.722,-0.032,"[-1, -1]",1,"['https://www.gram.edu/student-life/services/health-center', 'https://www.gram.edu/student-life/services/health-center/about.php']",1
Louisiana State University Alexandria,https://www.lsua.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Louisiana State University and Agricultural & Mechanical College,https://lsu.edu/shc,2,['https://www.lsu.edu/shc/about/cost-common-services.php'],461,77,4.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.016,0.55,-0.167,"['Mon, 23 Oct 2017 14:00:49 GMT', -1]",2,"['https://lsu.edu/shc', 'https://lsu.edu/shc/wellness/street-squad.php', 'https://lsu.edu/shc/wellness/streetsquad-jobdescription-jan2020.docx']",1
Louisiana State University Shreveport,https://www.lsuhs.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Louisiana Tech University,https://guiceblog.latech.edu/2016/11/28/a-paige-from-our-student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
McNeese State University,https://www.mcneese.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Orleans,https://www.uno.edu/campus-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Nicholls State University,https://www.nicholls.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Monroe,https://www.ulm.edu/healthclinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northwestern State University of Louisiana,https://www.nsula.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeastern Louisiana University,https://www.southeastern.edu/admin/health_ctr,2,"['http://www.southeastern.edu/admin/health_ctr/women/index.html', 'http://www.southeastern.edu/admin/health_ctr/available_services/index.html']",567,74.97,5.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.033,0.621,-0.005,"[-1, -1]",1,"['https://www.southeastern.edu/admin/health_ctr', 'https://www.southeastern.edu/admin/health_ctr/available_services/index.html']",1
Southern University and A & M College,http://www.subr.edu/page/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southern University at New Orleans,http://www.suno.edu/page/counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Lafayette,https://studenthealth.louisiana.edu,1,['https://studenthealth.louisiana.edu/node/45'],799,62.55,8.26,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.056,0.687,0.102,"['Thu, 16 Jul 2020 15:15:26 GMT']",2,"['https://studenthealth.louisiana.edu', 'https://studenthealth.louisiana.edu/content/services-available/womens-health', 'https://studenthealth.louisiana.edu/node/45']",1
University of Maine at Farmington,http://www2.umf.maine.edu/studenthealth,2,"['http://www2.umf.maine.edu/studenthealth/emergency-contraception/', 'http://www2.umf.maine.edu/studenthealth/health-care-services/']",991,79.94,4.73,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.043,0.602,-0.05,"['Thu, 16 Jul 2020 15:15:28 GMT', 'Thu, 16 Jul 2020 15:15:28 GMT']",1,"['http://www2.umf.maine.edu/studenthealth', 'http://www2.umf.maine.edu/studenthealth/emergency-contraception/']",1
University of Maine at Fort Kent,https://www.umfk.edu/wellness/clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine at Machias,https://machias.edu/campus-life/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine,https://umaine.edu/wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Maine Maritime Academy,https://mainemaritime.edu/student-life/health-and-counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine at Presque Isle,https://www.umpi.edu/offices/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Southern Maine,https://usm.maine.edu/uhcs/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Baltimore,https://www.ubalt.edu/campus-life/recreation-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bowie State University,https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Coppin State University,https://www.coppin.edu/chc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Frostburg State University,https://www.frostburg.edu/brady-health,3,"['https://www.frostburg.edu/brady-health/family.php', 'https://www.frostburg.edu/brady-health/Services/womens-healthbirth-control.php']",1175,69.06,7.39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047,0.655,0.052,"['Tue, 25 Jul 2017 11:17:21 GMT', -1, -1]",1,"['https://www.frostburg.edu/brady-health', 'https://www.frostburg.edu/brady-health/family.php']",1
University of Maryland University College,https://health.umd.edu,2,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'https://health.umd.edu/home/covid-19-uhc-operations']",3399,74.12,7.8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.031,0.567,0.236,"[-1, 'Wed, 01 Jul 2020 20:25:02 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Baltimore County,https://www.umaryland.edu/studenthealth/student-health-center,1,['https://www.umaryland.edu/studenthealth/student-health-center/'],1772,69.65,6.32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012,0.443,0.194,[-1],0,['https://www.umaryland.edu/studenthealth/student-health-center'],1
University of Maryland College Park,https://health.umd.edu,2,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'https://health.umd.edu/home/covid-19-uhc-operations']",3399,74.12,7.8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.031,0.567,0.236,"[-1, 'Wed, 01 Jul 2020 20:25:02 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Eastern Shore,https://www.umes.edu/StudentHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Morgan State University,https://www.morgan.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
