University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Florida International University,https://studentaffairs.fiu.edu/health-and-fitness/student-health,5,"['https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/fees/_assets/shcprice1920.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/student-fee-faq/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/forms/medical/_assets/Medical%20Forms/Notice%20of%20Financial%20Responsibility%20Form.pdf']",719,47.38,13.36,1,1,0,0,0,0,0,0.048,0.661,0.041,"['Wed, 12 Aug 2020 07:14:29 GMT', 'Wed, 12 Aug 2020 07:14:50 GMT', -1, 'Wed, 12 Aug 2020 07:15:58 GMT', 'Wed, 12 Aug 2020 07:20:01 GMT']",0,['https://studentaffairs.fiu.edu/health-and-fitness/student-health'],1
Florida State University,https://uhs.fsu.edu,2,['https://uhs.fsu.edu/health-care/clinical-services/womens-clinic'],656,58.51,7.86,1,1,0,0,0,0,0,0.038,0.426,0.162,"[-1, 'Mon, 23 Apr 2018 15:39:55 GMT']",1,"['https://uhs.fsu.edu', 'https://uhs.fsu.edu/health-care/clinical-services/womens-clinic']",1
University of Florida,https://shcc.ufl.edu,10,"['https://shcc.ufl.edu/tag/pap-smear/', 'https://shcc.ufl.edu/services/specialty-care/gyn/', 'https://shcc.ufl.edu/2018/01/03/january-is-cervical-health-awareness-month/', 'http://shcc.ufl.edu/tag/pap/', 'https://shcc.ufl.edu/appointments/locations/main-campus-infirmary-building/', 'https://shcc.ufl.edu/appointments/locations/shcc-shands/', 'https://shcc.ufl.edu/2011/09/14/h-p-what-the-deets-on-hpv/', 'https://shcc.ufl.edu/2011/09/07/to-pap-or-not-to-pap-when-to-get-yours/', 'https://shcc.ufl.edu/2011/09/']",7488,69.39,7.27,17,5,3,0,0,7,2,0.117,0.647,0.134,"['Fri, 14 Aug 2020 21:58:12 GMT', 'Fri, 14 Aug 2020 18:50:29 GMT', 'Fri, 14 Aug 2020 21:58:15 GMT', -1, 'Fri, 14 Aug 2020 18:44:53 GMT', 'Fri, 14 Aug 2020 19:38:39 GMT', 'Sun, 16 Aug 2020 08:42:29 GMT', 'Sat, 15 Aug 2020 03:30:29 GMT', 'Thu, 29 May 2014 17:52:07 GMT', 'Fri, 14 Aug 2020 21:58:06 GMT']",1,"['https://shcc.ufl.edu', 'https://shcc.ufl.edu/services/specialty-care/gyn/']",1
Indian River State College,https://www.irsc.edu/student-life,,,,,,,,,,,,,,,,,,,0
University of North Florida,https://www.unf.edu/shs,1,['https://www.unf.edu/shs/Women_s_Health.aspx'],354,58.89,7.67,1,1,0,0,0,0,0,0.032,0.484,0.197,"['Sun, 16 Aug 2020 12:58:29 GMT']",1,"['https://www.unf.edu/shs', 'https://www.unf.edu/shs/Women_s_Health.aspx']",1
University of South Florida Main Campus,https://www.usf.edu/student-affairs/student-health-services,6,"['https://www.usf.edu/student-affairs/student-health-services/services/gynecology.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/hpv.aspx', 'https://www.usf.edu/student-affairs/student-health-services/health-topics/index.aspx', 'https://www.usf.edu/student-affairs/student-health-services/documents/15-16-usf-mandated-student-policy-brochure.pdf']",1945,76.87,5.12,3,1,1,0,0,1,0,0.06,0.481,0.074,"[-1, 'Mon, 17 Feb 2014 14:44:26 GMT', -1, -1, 'Fri, 21 Mar 2014 16:16:18 GMT', 'Thu, 20 Aug 2015 20:20:28 GMT']",2,"['https://www.usf.edu/student-affairs/student-health-services', 'https://www.usf.edu/student-affairs/student-health-services/services/medical-excuse.aspx', 'https://www.usf.edu/student-affairs/student-health-services/health-topics/index.aspx']",1
The University of West Florida,https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services,1,['https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/student-health-services/faqs/'],990,70.68,6.59,4,2,2,0,0,0,0,0.064,0.696,0.15,"['Wed, 17 Jun 2020 21:47:50 GMT']",1,"['https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/student-health-services/faqs/']",1
Abraham Baldwin Agricultural College,https://www.abac.edu/campus-life/health-center,,,,,,,,,,,,,,,,,,,0
Albany State University,https://www.asurams.edu/student-affairs/health-services,,,,,,,,,,,,,,,,,,,0
Armstrong State University,https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus,2,"['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/womens-health-clinic-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/lgbtq-health-armstrong/']",2426,62.23,8.89,23,19,4,0,0,0,0,0.228,0.554,0.163,"[-1, -1]",2,"['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/lgbtq-health-armstrong/']",1
College of Coastal Georgia,https://www.ccga.edu/page.cfm?p=616,2,"['https://www.ccga.edu/page.cfm?p=927', 'https://www.ccga.edu/page.cfm?p=1914']",9901,47.13,12.63,4,2,2,0,0,0,0,0.038,0.642,0.004,"[-1, -1]",-1,[],1
Clayton  State University,https://www.clayton.edu/uhs,2,['https://www.clayton.edu/uhs/womens-health-services'],750,88.6,3.21,10,2,0,0,0,7,1,0.188,0.587,0.131,"[-1, 'Thu, 28 May 2020 00:24:53 GMT']",1,"['https://www.clayton.edu/uhs', 'https://www.clayton.edu/uhs/womens-health-services']",1
Columbus State University,https://healthservices.columbusstate.edu,3,['https://healthservices.columbusstate.edu/womanshealth.php'],517,80.62,5.52,3,3,0,0,0,0,0,0.245,0.675,0.127,"['Mon, 14 Aug 2017 17:18:54 GMT', -1, 'Thu, 05 Mar 2015 19:59:09 GMT']",1,"['https://healthservices.columbusstate.edu', 'https://healthservices.columbusstate.edu/womanshealth.php']",1
Dalton State College,https://www.daltonstate.edu/campus_life/student-health-services.cms,,,,,,,,,,,,,,,,,,,0
Fort Valley State University,https://www.fvsu.edu/student-health1,,,,,,,,,,,,,,,,,,,0
Georgia Institute of Technology Main Campus,https://health.gatech.edu,8,"['https://health.gatech.edu/news/six-regular-health-screenings-women-should-consider', 'https://health.gatech.edu/services/women', 'https://health.gatech.edu/news/get-screened-january-national-cervical-health-awareness-month', 'https://health.gatech.edu/services/womens/biopsy', 'https://health.gatech.edu/labclinic', 'https://health.gatech.edu/clinical-services', 'https://health.gatech.edu/sites/default/files/documents/2019_patient_satisfaction_report.pdf']",4343,64.17,8.23,19,10,1,0,0,5,3,0.142,0.507,0.117,"['Sun, 16 Aug 2020 13:00:44 GMT', 'Sun, 16 Aug 2020 13:00:48 GMT', 'Sun, 16 Aug 2020 13:00:49 GMT', 'Sun, 16 Aug 2020 13:00:52 GMT', 'Sun, 16 Aug 2020 13:00:53 GMT', 'Sun, 16 Aug 2020 13:00:53 GMT', 'Tue, 28 Apr 2020 14:53:29 GMT', 'Tue, 28 Apr 2020 14:53:29 GMT']",1,"['https://health.gatech.edu', 'https://health.gatech.edu/services/women']",1
Georgia Southwestern State University,https://www.gsw.edu/campus-life/campusliving/healthservices,,,,,,,,,,,,,,,,,,,0
Georgia College & State University,https://www.gcsu.edu/studenthealth,,,,,,,,,,,,,,,,,,,0
Georgia Southern University,https://auxiliary.georgiasouthern.edu/healthservices,5,"['https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/womens-and-mens-health/', 'https://auxiliary.georgiasouthern.edu/healthservices/services/', 'https://auxiliary.georgiasouthern.edu/healthservices/insurance/mandatory-plan-waiver-information/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/lgbtq-health-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/lgbtq-health/']",9076,66.6,7.88,33,27,6,0,0,0,0,0.227,0.612,0.143,"[-1, -1, -1, -1, -1]",2,"['https://auxiliary.georgiasouthern.edu/healthservices', 'https://auxiliary.georgiasouthern.edu/healthservices/insurance/', 'https://auxiliary.georgiasouthern.edu/healthservices/insurance/mandatory-plan-waiver-information/']",1
Georgia State University,https://health.gsu.edu,5,"['https://health.gsu.edu/womens-health/', 'https://health.gsu.edu/services/lab-tests/', 'https://health.gsu.edu/womens-health/sti/', 'https://health.gsu.edu/womens-health/contraceptive-mgt/', 'https://health.gsu.edu/2015/10/16/get-tested-for-stis/']",6701,70.66,7.5,14,6,3,0,0,4,1,0.085,0.587,0.132,"[-1, -1, -1, -1, -1]",1,"['https://health.gsu.edu', 'https://health.gsu.edu/womens-health/contraceptive-mgt/']",1
University of Georgia,https://www.uhs.uga.edu,5,"['https://www.uhs.uga.edu/sexualhealth/womens-wellness-exam', 'https://www.uhs.uga.edu/sexualhealth/sti-testing', 'https://www.uhs.uga.edu/sexualhealth/hpv', 'https://www.uhs.uga.edu/sexualhealth/depo-provera', 'https://www.uhs.uga.edu/healthpromotion/hp-programs']",7247,67.11,8.42,25,13,3,0,0,7,2,0.123,0.546,0.099,"['Sun, 16 Aug 2020 13:06:13 GMT', 'Sun, 16 Aug 2020 13:06:13 GMT', 'Sun, 16 Aug 2020 13:06:14 GMT', 'Sun, 16 Aug 2020 13:06:14 GMT', 'Sun, 16 Aug 2020 13:06:14 GMT']",2,"['https://www.uhs.uga.edu', 'https://www.uhs.uga.edu/nutrition/nutrition-intro', 'https://www.uhs.uga.edu/healthpromotion/hp-programs']",1
Gordon State College,https://www.gordonstate.edu/student-life/health-recreation/health-center,,,,,,,,,,,,,,,,,,,0
Savannah State University,https://www.savannahstate.edu/health-services,,,,,,,,,,,,,,,,,,,0
Valdosta State University,https://www.valdosta.edu/administration/student-affairs/student-health,2,['https://www.valdosta.edu/administration/student-affairs/student-health/student-health-insurance-plan.php'],1651,43.48,13.03,2,1,1,0,0,0,0,0.045,0.716,0.017,"['Sat, 15 Aug 2020 10:44:15 GMT', -1]",2,"['https://www.valdosta.edu/administration/student-affairs/student-health', 'https://www.valdosta.edu/administration/student-affairs/student-health/forms/medical-formsimmunizations.php', 'https://www.valdosta.edu/administration/student-affairs/student-health/forms/immunization-exemption.docx']",1
University of West Georgia,https://www.westga.edu/student-services/health,,,,,,,,,,,,,,,,,,,0
University of Hawaii at Hilo,https://hilo.hawaii.edu/studentaffairs/health,2,"['https://hilo.hawaii.edu/studentaffairs/health/services.php', 'https://hilo.hawaii.edu/studentaffairs/health/']",1821,56.81,11.27,2,1,1,0,0,0,0,0.041,0.581,0.243,"[-1, -1]",-1,[],1
University of Hawaii at Manoa,https://www.hawaii.edu/shs,4,"['https://www.hawaii.edu/shs/our_services/clinics.php', 'https://www.hawaii.edu/shs/for_patients/appointments.php']",1558,72.35,6.1,2,1,1,0,0,0,0,0.042,0.592,0.064,"['Wed, 19 Feb 2014 23:18:51 GMT', -1, -1, 'Fri, 31 Jan 2020 17:56:19 GMT']",1,"['https://www.hawaii.edu/shs', 'https://www.hawaii.edu/shs/our_services/clinics.php']",1
University of Hawaii West Oahu,https://westoahu.hawaii.edu/current-students/health-and-wellness,,,,,,,,,,,,,,,,,,,0
Boise State University,https://www.boisestate.edu/healthservices,4,"['https://www.boisestate.edu/healthservices/blog/2017/01/09/cervical-cancer-awareness/', 'https://www.boisestate.edu/healthservices/blog/2016/01/04/38392/', 'https://www.boisestate.edu/healthservices/exams-and-checkups/', 'https://www.boisestate.edu/healthservices/sexual-health/']",1498,74.27,6.12,16,1,0,0,0,8,7,0.099,0.624,0.145,"[-1, -1, -1, -1]",3,"['https://www.boisestate.edu/healthservices', 'https://www.boisestate.edu/healthservices/services/', 'https://www.boisestate.edu/healthservices/medical/', 'https://www.boisestate.edu/healthservices/exams-and-checkups/']",1
Idaho State University,https://www.isu.edu/healthcenter,,,,,,,,,,,,,,,,,,,0
University of Idaho,https://www.uidaho.edu/current-students/student-health-services,,,,,,,,,,,,,,,,,,,0
Lewis Clark State College,https://www.lcsc.edu/student-health,,,,,,,,,,,,,,,,,,,0
Chicago State University,https://www.csu.edu/collegeofhealthsciences/wellnesscenter,,,,,,,,,,,,,,,,,,,0
Eastern Illinois University,https://www.eiu.edu/health,1,['https://www.eiu.edu/health/womenshealth.php'],536,57.49,8.38,1,1,0,0,0,0,0,0.047,0.702,0.032,[-1],1,"['https://www.eiu.edu/health', 'https://www.eiu.edu/health/womenshealth.php']",1
Governors State University,https://www.govst.edu/advocate-health-center,,,,,,,,,,,,,,,,,,,0
University of Illinois at Chicago,https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health,1,['https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health'],963,74.77,5.26,1,0,0,0,0,1,0,0.052,0.545,0.175,[-1],0,['https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health'],1
University of Illinois at Urbana Champaign,https://www.mckinley.illinois.edu,,,,,,,,,,,,,,,,,,,0
Illinois State University,https://healthservices.illinoisstate.edu,8,"['https://healthservices.illinoisstate.edu/medical-services/Laboratory-Pricing.shtml', 'https://healthservices.illinoisstate.edu/medical-services/sexual-health.shtml', 'https://healthservices.illinoisstate.edu/downloads/GynecologicalExam.pdf', 'https://healthservices.illinoisstate.edu/downloads/ASH_ISU_2014%202015%20pamphlet.pdf', 'https://healthservices.illinoisstate.edu/downloads/ISU%20%20web%20ready%2013-14%20pamphlet%20PDF.pdf']",638,56.48,10.24,8,3,3,0,0,2,0,0.116,0.421,0.259,"[-1, -1, 'Mon, 19 Mar 2018 19:55:10 GMT', 'Fri, 21 Jul 2017 18:42:02 GMT', 'Fri, 21 Jul 2017 18:42:06 GMT', 'Fri, 21 Jul 2017 18:42:00 GMT', 'Fri, 21 Jul 2017 18:42:03 GMT', 'Fri, 21 Jul 2017 18:42:03 GMT']",2,"['https://healthservices.illinoisstate.edu', 'https://healthservices.illinoisstate.edu/fees-payment/', 'https://healthservices.illinoisstate.edu/medical-services/Laboratory-Pricing.shtml']",1
Northern Illinois University,https://www.niu.edu/health-services,,,,,,,,,,,,,,,,,,,0
Northeastern Illinois University,https://www.neiu.edu/university-life/student-health-services,2,"['https://www.neiu.edu/university-life/student-health-services/faqs', 'https://www.neiu.edu/university-life/student-health-services/services']",1889,85.15,4.48,1,0,0,0,0,1,0,0.059,0.503,0.285,"[-1, -1]",1,"['https://www.neiu.edu/university-life/student-health-services', 'https://www.neiu.edu/university-life/student-health-services/services']",1
University of Illinois at Springfield,https://www.uis.edu/healthservices,6,"['https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/WomensHealthQuestionnaire_53964-11.2016-1.pdf', 'https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/womens-health-update-53965-1.pdf', 'https://www.uis.edu/healthservices/forms/hpvvaccine/']",1056,79,6.6,2,1,1,0,0,0,0,0.034,0.502,0.242,"['Mon, 15 Apr 2013 15:54:14 GMT', 'Wed, 30 Nov 2016 15:32:43 GMT', -1, 'Wed, 30 Nov 2016 15:43:48 GMT', -1, 'Mon, 15 Apr 2013 15:54:13 GMT']",0,['https://www.uis.edu/healthservices'],1
Southern Illinois University Carbondale,https://shc.siu.edu,,,,,,,,,,,,,,,,,,,0
Southern Illinois University Edwardsville,https://www.siue.edu/healthservice,4,"['https://www.siue.edu/healthservice/clinic/index.shtml', 'https://www.siue.edu/healthservice/info/std.shtml', 'https://www.siue.edu/healthservice/clinic/womens_health.shtml']",2256,76.65,5.89,6,3,2,0,0,1,0,0.063,0.63,0.097,"[-1, -1, -1, 'Thu, 16 Jul 2020 20:44:03 GMT']",1,"['https://www.siue.edu/healthservice', 'https://www.siue.edu/healthservice/forms/brochures/Tick%20Bite%20First%20Aid.docx']",1
Western Illinois University,http://www.wiu.edu/student_services/beu_health_center,,,,,,,,,,,,,,,,,,,0
Ball State University,https://www.bsu.edu/campuslife/healthcenter,5,"['https://www.bsu.edu/campuslife/healthcenter/services/womens-center', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/condtreat', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception', 'https://www.bsu.edu/campuslife/healthcenter/services/immoff', 'https://www.bsu.edu/campuslife/healthcenter/services/sexually-transmitted-infections/hpv']",3590,69.19,6.97,7,5,2,0,0,0,0,0.083,0.595,0.132,"[-1, -1, -1, -1, -1]",1,"['https://www.bsu.edu/campuslife/healthcenter', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center']",1
Indiana University Purdue University Fort Wayne,https://www.pfw.edu/clinic,,,,,,,,,,,,,,,,,,,0
Indiana University Purdue University Indianapolis,https://health.iupui.edu,1,['https://health.iupui.edu/faq/index.html'],2122,67.41,9.76,1,1,0,0,0,0,0,0.089,0.912,-0.025,[-1],1,"['https://health.iupui.edu', 'https://health.iupui.edu/faq/index.html']",1
University of Southern Indiana,https://www.usi.edu/healthcenter,4,"['https://www.usi.edu/healthcenter/services/womens-health', 'https://www.usi.edu/healthcenter/resources/information-about-conditions-diseases/', 'https://www.usi.edu/healthcenter/about-us/appointments/', 'https://www.usi.edu/healthcenter/services/immunizations']",1076,72.85,6.14,5,3,2,0,0,0,0,0.066,0.729,0.106,"[-1, -1, -1, -1]",1,"['https://www.usi.edu/healthcenter', 'https://www.usi.edu/healthcenter/resources/information-about-conditions-diseases/']",1
Indiana State University,https://www.indstate.edu/health-center,,,,,,,,,,,,,,,,,,,0
Indiana University Kokomo,https://www.iuk.edu/health-center,,,,,,,,,,,,,,,,,,,0
Indiana University South Bend,https://healthscience.iusb.edu/health-and-wellness-center,,,,,,,,,,,,,,,,,,,0
Indiana University Bloomington,https://healthcenter.indiana.edu,5,"['https://healthcenter.indiana.edu/health-answers/gyn-health/pap-test.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/abnormal-pap.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/index.html', 'https://healthcenter.indiana.edu/health-answers/sexual-health/hpv.html', 'https://healthcenter.indiana.edu/health-answers/sexual-health/chlamydia.html']",4422,61.07,8.54,57,1,1,0,0,41,14,0.189,0.516,0.121,"[-1, -1, -1, -1, -1]",2,"['https://healthcenter.indiana.edu', 'https://healthcenter.indiana.edu/health-answers/index.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/index.html']",1
Indiana University Northwest,https://www.iun.edu/chhs/health-wellness-center-clinic,,,,,,,,,,,,,,,,,,,0
Indiana University East,https://www.iue.edu/health,,,,,,,,,,,,,,,,,,,0
Purdue University Calumet Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,,,,,0
Purdue University North Central Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,,,,,0
Iowa State University,https://health.iastate.edu,8,"['https://health.iastate.edu/services/womens-health/', 'https://health.iastate.edu/staff/mary-raman-arnp/', 'https://health.iastate.edu/appointments/office-and-telehealth-visits/', 'http://www.health.iastate.edu/wp-content/uploads/2017/01/Mary-RamanTSHC.pdf', 'https://health.iastate.edu/about-us/news/', 'https://health.iastate.edu/services/sexual-health-2/']",2906,78.1,5.16,6,5,1,0,0,0,0,0.075,0.561,0.222,"[-1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://health.iastate.edu', 'https://health.iastate.edu/services/womens-health/']",1
University of Iowa,https://studenthealth.uiowa.edu,6,"['https://studenthealth.uiowa.edu/resources/self-care-guide/sexual-health/', 'https://studenthealth.uiowa.edu/services/medical-services/', 'https://studenthealth.uiowa.edu/graduating-students/', 'https://studenthealth.uiowa.edu/assets/Insurance-Question-and-Answer-Pamphlet-9.15.pdf']",2133,53.04,10.38,4,3,1,0,0,0,0,0.051,0.578,0.227,"[-1, -1, -1, 'Mon, 11 May 2020 19:08:31 GMT', -1, -1]",1,"['https://studenthealth.uiowa.edu', 'https://studenthealth.uiowa.edu/graduating-students/']",1
University of Northern Iowa,https://health.uni.edu,6,"['https://health.uni.edu/services/woman', 'https://health.uni.edu/insurance/faq', 'https://health.uni.edu/sites/default/files/2015-16-uni-ship-departing-students-bklt.pdf', 'https://health.uni.edu/sites/default/files/ship_coverage_manual_2017.pdf']",1908,78,5.81,2,1,1,0,0,0,0,0.037,0.7,0.2,"['Sun, 16 Aug 2020 13:29:14 GMT', 'Sun, 16 Aug 2020 13:29:14 GMT', 'Fri, 03 Apr 2020 15:33:50 GMT', 'Wed, 15 Feb 2017 16:50:54 GMT', 'Wed, 15 Feb 2017 16:50:54 GMT', 'Thu, 24 May 2018 18:26:27 GMT']",2,"['https://health.uni.edu', 'https://health.uni.edu/insurance-information', 'https://health.uni.edu/insurance/faq']",1
Emporia State University,https://www.emporia.edu/student-life/health-wellness/student-health-services,2,"['https://www.emporia.edu/student-life/health-wellness/student-health-services/', 'https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-frequently-asked-questions/']",2878,62.66,8.86,1,1,0,0,0,0,0,0.04,0.541,0.207,"[-1, -1]",0,['https://www.emporia.edu/student-life/health-wellness/student-health-services'],1
Fort Hays State University,https://www.fhsu.edu/student-health,3,"['https://www.fhsu.edu/student-health/', 'https://www.fhsu.edu/student-health/Services/index', 'https://www.fhsu.edu/student-health/documents/Health%20History%20Questionairre%208.01.15%20Ver.%202']",13166,62.09,7.9,4,2,2,0,0,0,0,0.05,0.565,0.139,"['Sun, 16 Aug 2020 06:18:50 GMT', 'Sun, 16 Aug 2020 06:18:47 GMT', 'Sun, 16 Aug 2020 06:18:46 GMT']",0,['https://www.fhsu.edu/student-health'],1
University of Kansas,https://studenthealth.ku.edu,6,"['https://studenthealth.ku.edu/womens-health', 'https://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/PC-009-5%20HHF.pdf', 'https://studenthealth.ku.edu/sites/studenthealth.drupal.ku.edu/files/docs/gender/LetsTalkTestosterone.pdf', 'http://studenthealth.ku.edu/health-care-timeline']",2906,58.68,7.93,6,2,2,0,0,1,1,0.071,0.655,0.194,"['Sun, 16 Aug 2020 13:33:23 GMT', 'Thu, 18 Jun 2020 20:01:01 GMT', 'Wed, 15 Mar 2017 16:47:25 GMT', 'Mon, 27 Aug 2018 20:01:54 GMT', 'Mon, 25 Nov 2019 15:58:48 GMT', 'Sun, 16 Aug 2020 13:33:24 GMT']",1,"['https://studenthealth.ku.edu', 'https://studenthealth.ku.edu/womens-health']",1
Kansas State University,https://www.k-state.edu/lafene,,,,,,,,,,,,,,,,,,,0
Pittsburg State University,https://pittstate.edu/office/health-services,,,,,,,,,,,,,,,,,,,0
Washburn University,https://washburn.edu/student-life/services/health-services,,,,,,,,,,,,,,,,,,,0
Wichita State University,https://www.wichita.edu/services/studenthealth,3,"['https://www.wichita.edu/services/studenthealth/Services.php', 'https://www.wichita.edu/services/studenthealth/_documents/2019_2020_UHCSR_Full_CertificateCoverage.pdf']",549,73.02,5.55,2,1,1,0,0,0,0,0.036,0.657,0.123,"[-1, 'Mon, 06 Jul 2020 14:29:24 GMT', 'Thu, 24 Oct 2019 15:30:05 GMT']",1,"['https://www.wichita.edu/services/studenthealth', 'https://www.wichita.edu/services/studenthealth/Services.php']",1
Eastern Kentucky University,https://healthservices.eku.edu,2,"['https://healthservices.eku.edu/sexual-health-and-sti-testing', 'https://healthservices.eku.edu/women%E2%80%99s-health-clinic']",962,77.55,5.44,1,1,0,0,0,0,0,0.042,0.547,0.025,"['Sun, 16 Aug 2020 13:35:05 +0000', 'Sun, 16 Aug 2020 13:35:06 +0000']",1,"['https://healthservices.eku.edu', 'https://healthservices.eku.edu/sexual-health-and-sti-testing']",1
Kentucky State University,https://kysu.edu/administration-governance/enrollment-management-and-student-engagement/health-services,,,,,,,,,,,,,,,,,,,0
University of Kentucky,https://ukhealthcare.uky.edu/university-health-service/student-health,2,"['https://ukhealthcare.uky.edu/university-health-service/student-health/services/gyn-gu', 'https://ukhealthcare.uky.edu/university-health-service/student-health/faqs']",4232,76.65,6.9,6,4,0,0,0,1,1,0.042,0.592,0.207,"['Sun, 16 Aug 2020 13:35:28 GMT', 'Sun, 16 Aug 2020 13:35:31 GMT']",1,"['https://ukhealthcare.uky.edu/university-health-service/student-health', 'https://ukhealthcare.uky.edu/university-health-service/student-health/faqs']",1
University of Louisville,http://louisville.edu/campushealth,5,"['https://louisville.edu/campushealth/services/medical-care/schedule-an-appointment', 'https://louisville.edu/campushealth/services/medical-care', 'https://louisville.edu/campushealth/files/uofl-sports-medicine-physical-form', 'https://louisville.edu/campushealth/files/new-patient-forms']",38986,78.01,5.03,3,1,1,0,0,1,0,0.06,0.579,0.274,"['Wed, 01 May 2019 19:04:42 GMT', 'Mon, 24 Mar 2014 15:23:26 GMT', 'Sat, 26 Oct 2013 14:09:40 GMT', 'Tue, 30 Jul 2013 20:19:27 GMT', 'Mon, 19 Feb 2018 19:04:32 GMT']",1,"['http://louisville.edu/campushealth', 'http://louisville.edu/campushealth/files/student-immunization-tracking-form']",1
Morehead State University,https://www.moreheadstate.edu/chs,,,,,,,,,,,,,,,,,,,0
Murray State University,https://www.murraystate.edu/campus,,,,,,,,,,,,,,,,,,,0
Northern Kentucky University,https://inside.nku.edu,,,,,,,,,,,,,,,,,,,0
Western Kentucky University,https://www.wku.edu/healthservices,2,"['https://www.wku.edu/healthservices/news/index.php?view=article&articleid=546', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2794&return=archive']",2902,56.6,9.85,8,4,3,0,0,1,0,0.083,0.567,0.048,"[-1, -1]",-1,[],1
Grambling State University,https://www.gram.edu/student-life/services/health-center,1,['https://www.gram.edu/student-life/services/health-center/about.php'],1271,73.27,6.04,1,1,0,0,0,0,0,0.07,0.701,-0.065,[-1],1,"['https://www.gram.edu/student-life/services/health-center', 'https://www.gram.edu/student-life/services/health-center/about.php']",1
Louisiana State University Alexandria,https://www.lsua.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,0
Louisiana State University and Agricultural & Mechanical College,https://lsu.edu/shc,4,"['https://lsu.edu/shc/medical/womens-clinic.php', 'https://lsu.edu/shc/wellness/wevo.php', 'https://paa.lsu.edu/shc/wellness/classes.php']",1624,76.62,5.67,9,5,4,0,0,0,0,0.081,0.52,0.122,"[-1, -1, -1, 'Mon, 23 Oct 2017 14:01:09 GMT']",1,"['https://lsu.edu/shc', 'https://lsu.edu/shc/wellness/wevo.php']",1
Louisiana State University Shreveport,https://www.lsuhs.edu,8,"['https://www.lsuhs.edu/fs/resource-manager/view/0cbcf252-17b3-471f-99c2-6e3fbc0083e5', 'https://www.lsuhs.edu/fs/resource-manager/view/294c02aa-7703-4441-b26f-cb20f71e5c41', 'https://www.lsuhs.edu/fs/resource-manager/view/e1fcba5d-cb4f-44a0-891b-28a2216a9696', 'https://www.lsuhs.edu/departments/school-of-medicine/pathology/outreach-services/forms-supplies', 'https://www.lsuhs.edu/departments/school-of-medicine/pathology/divisions/anatomic-pathology', 'https://www.lsuhs.edu/fs/resource-manager/view/9c0f4467-402d-4539-83fa-70327cd4adbc', 'https://www.lsuhs.edu/departments/school-of-medicine/family-medicine-comprehensive-care/family-medicine-residency-alexandria/patients', 'https://www.lsuhs.edu/centers/feist-weiller-cancer-center/patients/patient-guide/partners-in-wellness']",44162,56.67,8.85,16,8,6,0,0,2,0,0.091,0.516,0.171,"[-1, -1, -1, -1, -1, -1, -1, -1]",0,['https://www.lsuhs.edu'],1
Louisiana Tech University,https://guiceblog.latech.edu/2016/11/28/a-paige-from-our-student-health-center,,,,,,,,,,,,,,,,,,,0
McNeese State University,https://www.mcneese.edu/health-services,,,,,,,,,,,,,,,,,,,0
