University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,Nonhormonal IUD,Paragard,Contraceptive implant,Nexplanon,Contraceptive injection,Control shot,Depo-Provera,Depo,emergency contraception,emergency contraceptives,morning after pill,Plan B,levonorgestrel,ella,ulipristal acetate,contraceptive pill,control pill,diaphragm,spermicide,contraceptive patch,control patch,vaginal ring,control ring,contraceptive ring,cervical cap,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Hawaii at Manoa,https://www.hawaii.edu/shs,6,"['https://www.hawaii.edu/shs/lcc/health_clearance.htm', 'https://www.hawaii.edu/shs/health_clearance/', 'https://www.hawaii.edu/shs/our_services/clinics.php', 'http://www.hawaii.edu/shs/lcc/our_services.htm', 'https://www.hawaii.edu/shs/for_patients/appointments.php']",3917,65.16,8.04,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.016,0.63,0.079,"['Fri, 31 Jan 2020 17:56:19 GMT', -1, -1, -1, -1, -1]",1,"['https://www.hawaii.edu/shs', 'https://www.hawaii.edu/shs/for_patients/appointments.php']",1
University of Hawaii West Oahu,https://westoahu.hawaii.edu/current-students/health-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Boise State University,https://www.boisestate.edu/healthservices,4,"['https://www.boisestate.edu/healthservices/sexual-health/', 'https://www.boisestate.edu/healthservices/medical/dispensary-and-medications/', 'https://www.boisestate.edu/healthservices/medical-services/contraception/', 'https://www.boisestate.edu/healthservices/staff/']",10966,55.8,8.62,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.048,0.448,0.148,"[-1, -1, -1, -1]",1,"['https://www.boisestate.edu/healthservices', 'https://www.boisestate.edu/healthservices/staff/']",1
Idaho State University,https://www.isu.edu/healthcenter,1,['https://www.isu.edu/healthcenter/after-hours-care/'],670,77.42,5.58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.664,0.035,"['Mon, 10 Aug 2020 21:09:07 GMT']",1,"['https://www.isu.edu/healthcenter', 'https://www.isu.edu/healthcenter/after-hours-care/']",1
University of Idaho,https://www.uidaho.edu/current-students/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lewis Clark State College,https://www.lcsc.edu/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chicago State University,https://www.csu.edu/collegeofhealthsciences/wellnesscenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Illinois University,https://www.eiu.edu/health,6,"['https://www.eiu.edu/health/womenshealth.php', 'https://www.eiu.edu/health/pharmacy.php', 'https://www.eiu.edu/health/OTC%20Price%20List%208-19.pdf', 'https://www.eiu.edu/health/OTC2018.pdf']",1358,66.16,7.14,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.047,0.528,0.151,"[-1, -1, 'Mon, 16 Jul 2018 16:13:43 GMT', 'Tue, 13 Aug 2019 12:45:38 GMT', 'Fri, 17 Jul 2020 14:24:17 GMT', 'Thu, 02 Aug 2018 14:38:26 GMT']",1,"['https://www.eiu.edu/health', 'https://www.eiu.edu/health/pharmacy.php']",1
Governors State University,https://www.govst.edu/advocate-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Illinois at Chicago,https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Illinois at Urbana Champaign,https://www.mckinley.illinois.edu,3,"['https://www.mckinley.illinois.edu/medical-services/womens-health/womens-health-appointments', 'https://www.mckinley.illinois.edu/pharmacy/pharmacy/contraceptive-options-summer-2018-fall-2018-spring-2019-registered-students', 'https://www.mckinley.illinois.edu/parents/health-service-fee/charges-medications-and-vaccines']",1693,66.73,8.17,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.691,0.05,"['Sat, 15 Aug 2020 18:52:33 GMT', 'Sat, 15 Aug 2020 18:52:34 GMT', 'Sat, 15 Aug 2020 18:52:34 GMT']",2,"['https://www.mckinley.illinois.edu', 'https://www.mckinley.illinois.edu/new-students/new-student-faq', 'https://www.mckinley.illinois.edu/fees/charges-medications-and-vaccines']",1
Illinois State University,https://healthservices.illinoisstate.edu,12,"['https://healthservices.illinoisstate.edu/pharmacy/birth-control.shtml', 'https://healthservices.illinoisstate.edu/downloads/BirthControlMethods_2018.pdf', 'https://healthservices.illinoisstate.edu/medical-services/sexual-health.shtml', 'https://healthservices.illinoisstate.edu/medical-services/documents.shtml', 'https://healthservices.illinoisstate.edu/medical-services/clinic.shtml', 'https://healthservices.illinoisstate.edu/pharmacy/faq.shtml', 'https://healthservices.illinoisstate.edu/medical-services/nurse-consult.shtml', 'https://healthservices.illinoisstate.edu/pharmacy/over-the-counter.shtml']",2701,72.85,5.73,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.048,0.514,0.164,"[-1, 'Fri, 21 Jul 2017 18:42:05 GMT', 'Wed, 03 Oct 2018 19:40:40 GMT', -1, 'Fri, 21 Jul 2017 18:42:02 GMT', -1, -1, -1, -1, 'Fri, 21 Jul 2017 18:42:05 GMT', -1, 'Fri, 21 Jul 2017 18:42:00 GMT']",2,"['https://healthservices.illinoisstate.edu', 'https://healthservices.illinoisstate.edu/medical-services/immunization-requirements.shtml', 'https://healthservices.illinoisstate.edu/medical-services/clinic.shtml']",1
Northern Illinois University,https://www.niu.edu/health-services,1,['https://www.niu.edu/health-services/insurance/index.shtml'],554,83.62,5.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.422,0.469,[-1],1,"['https://www.niu.edu/health-services', 'https://www.niu.edu/health-services/insurance/index.shtml']",1
Northeastern Illinois University,https://www.neiu.edu/university-life/student-health-services,3,"['https://www.neiu.edu/university-life/student-health-services/services', 'https://www.neiu.edu/university-life/student-health-services/faqs', 'https://www.neiu.edu/university-life/student-health-services/health-education-workshop-request']",2998,78.95,5.38,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.601,0.201,"[-1, -1, -1]",1,"['https://www.neiu.edu/university-life/student-health-services', 'https://www.neiu.edu/university-life/student-health-services/services']",1
University of Illinois at Springfield,https://www.uis.edu/healthservices,8,"['https://www.uis.edu/healthservices/services/', 'http://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/GyneHistoryform2012.pdf', 'https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/womens-health-update-53965-1.pdf', 'https://www.uis.edu/healthservices/10-ways-to-relieve-period-cramps/', 'https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/SexualHistoryQuestionnaire_53966-11.2016.pdf']",3815,77,6.14,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0.039,0.616,0.063,"[-1, 'Wed, 30 Nov 2016 15:32:43 GMT', -1, 'Mon, 15 Apr 2013 15:54:13 GMT', 'Wed, 30 Nov 2016 15:43:48 GMT', -1, 'Mon, 15 Apr 2013 15:54:14 GMT', 'Thu, 10 Nov 2016 21:42:24 GMT']",1,"['https://www.uis.edu/healthservices', 'https://www.uis.edu/healthservices/services/']",1
Southern Illinois University Carbondale,https://shc.siu.edu,4,"['https://shc.siu.edu/_common/pdfs/wellness/raresources/sexual-health/602-sexual-health-ra-resources-13.pdf', 'https://shc.siu.edu/pharmacy/']",751,83.83,5.04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.575,0.129,"['Tue, 16 Jun 2020 13:46:06 GMT', 'Tue, 16 Jun 2020 13:46:06 GMT', -1, 'Tue, 16 Jun 2020 13:45:49 GMT']",0,['https://shc.siu.edu'],1
Southern Illinois University Edwardsville,https://www.siue.edu/healthservice,9,"['https://www.siue.edu/healthservice/forms/brochures/PID%20Fact%20Sheet%20July%202014.pdf', 'https://www.siue.edu/healthservice/forms/pdf/medical_history.pdf', 'http://www.siue.edu/healthservice/forms/brochures/Urinary%20Tract%20Infections%20Adults.pdf', 'https://www.siue.edu/healthservice/clinic/womens_health.shtml', 'https://www.siue.edu/healthservice/clinic/index.shtml']",1176,77.13,5.33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.741,0.072,"['Thu, 16 Jul 2020 20:44:02 GMT', 'Thu, 16 Jul 2020 20:44:03 GMT', 'Tue, 06 Aug 2013 06:20:58 GMT', 'Tue, 06 Aug 2013 06:20:58 GMT', 'Thu, 16 Jul 2020 20:44:03 GMT', -1, -1, -1, 'Mon, 22 Jun 2020 18:55:52 GMT']",0,['https://www.siue.edu/healthservice'],1
Western Illinois University,http://www.wiu.edu/student_services/beu_health_center,4,"['http://www.wiu.edu/student_services/beu_health_center/services/sexual.php', 'http://www.wiu.edu/student_services/beu_health_center/services/pharmacy.php', 'http://www.wiu.edu/student_services/beu_health_center/services/', 'http://www.wiu.edu/student_services/beu_health_center/student_health_program/exclusions.php']",3335,70.29,6.54,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,7,0,0,0,0,0,2,0,0,0.054,0.634,0.079,"[-1, -1, -1, -1]",1,"['http://www.wiu.edu/student_services/beu_health_center', 'http://www.wiu.edu/student_services/beu_health_center/services/sexual.php']",1
Ball State University,https://www.bsu.edu/campuslife/healthcenter,7,"['https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception/contraception', 'https://www.bsu.edu/campuslife/healthcenter/faq', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/ec', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/condtreat', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/sexualassault', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception']",3280,79.57,5.01,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,2,0,3,0,0,1,1,1,0,0,0,0,0,0,0.065,0.658,0.077,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://www.bsu.edu/campuslife/healthcenter', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center']",1
Indiana University Purdue University Fort Wayne,https://www.pfw.edu/clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University Purdue University Indianapolis,https://health.iupui.edu,3,"['https://health.iupui.edu/faq/index.html', 'https://health.iupui.edu/our-staff/support-staff/white-ella.html', 'https://health.iupui.edu/our-staff/index.html']",2553,57.68,9.2,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.021,0.802,0.046,"[-1, -1, -1]",1,"['https://health.iupui.edu', 'https://health.iupui.edu/our-staff/index.html']",1
University of Southern Indiana,https://www.usi.edu/healthcenter,2,"['https://www.usi.edu/healthcenter/services/womens-health', 'https://www.usi.edu/healthcenter/resources/information-about-conditions-diseases/']",542,46.37,9.57,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.079,0.819,0.028,"[-1, -1]",1,"['https://www.usi.edu/healthcenter', 'https://www.usi.edu/healthcenter/resources/information-about-conditions-diseases/']",1
Indiana State University,https://www.indstate.edu/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University Kokomo,https://www.iuk.edu/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University South Bend,https://healthscience.iusb.edu/health-and-wellness-center,2,"['https://healthscience.iusb.edu/health-and-wellness-center/index.html', 'https://healthscience.iusb.edu/health-and-wellness-center/about/index.html']",851,44.8,10.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.825,0.075,"[-1, -1]",1,"['https://healthscience.iusb.edu/health-and-wellness-center', 'https://healthscience.iusb.edu/health-and-wellness-center/index.html']",1
Indiana University Bloomington,https://healthcenter.indiana.edu,17,"['https://healthcenter.indiana.edu/health-answers/gyn-health/birth-control.html', 'https://healthcenter.indiana.edu/health-answers/contraception/iud.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/nexplanon.html', 'https://healthcenter.indiana.edu/health-answers/contraception/progestin.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/emergency-contraception.html', 'https://healthcenter.indiana.edu/health-answers/contraception/index.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/depo-provera.html', 'https://healthcenter.indiana.edu/health-answers/contraception/ring.html', 'https://healthcenter.indiana.edu/health-answers/', 'https://healthcenter.indiana.edu/wellness/index.html', 'https://healthcenter.indiana.edu/health-answers/contraception/contraceptive-patch.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/iud.html', 'https://healthcenter.indiana.edu/medical/pharmacy/', 'https://healthcenter.indiana.edu/health-answers/contraception/condoms.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/pms-pmdd.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/uti.html', 'https://healthcenter.indiana.edu/health-answers/contraception/']",16426,56.35,9.85,397,83,55,0,20,0,7,3,4,5,0,0,0,11,0,37,0,0,0,69,20,0,1,4,9,3,1,0,38,2,4,9,0,0,0,12,0,0.117,0.508,0.139,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://healthcenter.indiana.edu', 'https://healthcenter.indiana.edu/wellness/index.html']",1
Indiana University Northwest,https://www.iun.edu/chhs/health-wellness-center-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University East,https://www.iue.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purdue University Calumet Campus,https://www.purdue.edu/push,2,"['https://www.purdue.edu/push/Providers/providerbiophotos/katefullbio.html', 'https://www.purdue.edu/push/Medical/index.html']",2351,54.08,10.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.497,0.198,"['Thu, 13 Aug 2020 18:58:04 GMT', 'Fri, 14 Aug 2020 19:31:18 GMT']",1,"['https://www.purdue.edu/push', 'https://www.purdue.edu/push/Medical/index.html']",1
Purdue University North Central Campus,https://www.purdue.edu/push,2,"['https://www.purdue.edu/push/Providers/providerbiophotos/katefullbio.html', 'https://www.purdue.edu/push/Medical/index.html']",2351,54.08,10.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.497,0.198,"['Thu, 13 Aug 2020 18:58:04 GMT', 'Fri, 14 Aug 2020 19:31:18 GMT']",1,"['https://www.purdue.edu/push', 'https://www.purdue.edu/push/Medical/index.html']",1
Iowa State University,https://health.iastate.edu,12,"['https://health.iastate.edu/services/womens-health/', 'https://health.iastate.edu/services/sexual-health-2/', 'https://health.iastate.edu/staff/laura-moeller-m-d/', 'https://health.iastate.edu/new-students/', 'https://health.iastate.edu/about-us/news/', 'https://health.iastate.edu/wellness/bystander-intervention/', 'http://health.iastate.edu/wp-content/uploads/2017/10/2017-Vulvar-Dermititis-Brochure-FINAL-web.pdf']",3262,77.97,5.15,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.063,0.599,0.121,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://health.iastate.edu', 'https://health.iastate.edu/services/womens-health/']",1
University of Iowa,https://studenthealth.uiowa.edu,7,"['https://studenthealth.uiowa.edu/services/sexual-health/', 'https://studenthealth.uiowa.edu/info/health-fee/', 'http://studenthealth.uiowa.edu/assets/Travel-Questionnaire-and-Worksheet2.pdf', 'https://studenthealth.uiowa.edu/resources/self-care-guide/sexual-violence/', 'https://studenthealth.uiowa.edu/resources/news/reduced-hours-for-in-person-clinic-visits/']",2772,68.74,7.41,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.491,0.215,"[-1, -1, 'Mon, 11 May 2020 19:08:31 GMT', -1, -1, -1, -1]",1,"['https://studenthealth.uiowa.edu', 'https://studenthealth.uiowa.edu/news/reduced-hours-for-in-person-clinic-visits/']",1
University of Northern Iowa,https://health.uni.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Emporia State University,https://www.emporia.edu/student-life/health-wellness/student-health-services,2,"['https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-frequently-asked-questions/', 'https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-resources/']",2105,69.96,8.28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.62,0.021,"[-1, -1]",1,"['https://www.emporia.edu/student-life/health-wellness/student-health-services', 'https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-resources/']",1
Fort Hays State University,https://www.fhsu.edu/student-health,5,"['https://www.fhsu.edu/student-health/Pharmacy/index', 'https://www.fhsu.edu/student-health/Contact-Us/index', 'https://www.fhsu.edu/student-health/documents/Health%20History%20Questionairre%208.01.15%20Ver.%202', 'https://www.fhsu.edu/student-health/Health-Insurance/2020-470-1-summary-brochure-undergrad-grad', 'https://www.fhsu.edu/student-health/Health-Insurance/2019-uhcsummary-brochure']",112597,80,4.96,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.021,0.774,-0.04,"['Sat, 15 Aug 2020 06:48:35 GMT', 'Sat, 15 Aug 2020 06:48:38 GMT', 'Sat, 15 Aug 2020 06:48:33 GMT', 'Sat, 15 Aug 2020 06:48:30 GMT', 'Sat, 15 Aug 2020 06:48:29 GMT']",1,"['https://www.fhsu.edu/student-health', 'https://www.fhsu.edu/student-health/Pharmacy/index']",1
University of Kansas,https://studenthealth.ku.edu,13,"['https://studenthealth.ku.edu/womens-health', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA11ExecSum.pdf', 'https://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/IntlHHF.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA13ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA15ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA03ExecSum.pdf', 'https://studenthealth.ku.edu/pharmacy']",2000,66.14,7.28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.617,0.172,"['Sat, 15 Aug 2020 17:16:22 GMT', 'Wed, 15 Mar 2017 16:47:25 GMT', 'Tue, 22 Aug 2017 20:43:28 GMT', 'Wed, 29 Jul 2020 18:05:29 GMT', 'Thu, 04 Apr 2019 20:53:41 GMT', 'Wed, 27 Sep 2017 19:52:37 GMT', 'Tue, 22 Aug 2017 20:43:36 GMT', 'Tue, 22 Aug 2017 20:43:19 GMT', 'Tue, 22 Aug 2017 20:44:04 GMT', 'Thu, 14 Nov 2019 15:40:07 GMT', 'Tue, 22 Aug 2017 20:43:05 GMT', 'Tue, 22 Aug 2017 20:43:12 GMT', 'Sat, 15 Aug 2020 17:14:46 GMT']",1,"['https://studenthealth.ku.edu', 'https://studenthealth.ku.edu/womens-health']",1
Kansas State University,https://www.k-state.edu/lafene,5,"['https://www.k-state.edu/lafene/services/womens-health/well-woman-exam/index.html', 'https://www.k-state.edu/lafene/documents/NCHA-2020.pdf', 'https://www.k-state.edu/lafene/services/pharmacy/index.html', 'https://www.k-state.edu/lafene/services/womens-health/']",1073,74.46,6.42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.601,0.129,"[-1, 'Thu, 05 Jul 2018 15:08:28 GMT', 'Tue, 23 Jun 2020 16:36:37 GMT', -1, -1]",1,"['https://www.k-state.edu/lafene', 'https://www.k-state.edu/lafene/services/womens-health/']",1
Pittsburg State University,https://pittstate.edu/office/health-services,6,"['https://www.pittstate.edu/office/health-services/students.html', 'https://www.pittstate.edu/office/health-services/_files/documents/pharmacy.pdf', 'https://www.pittstate.edu/office/health-services/_files/documents/travel-health.pdf', 'https://www.pittstate.edu/office/health-services/student-health-services.html']",3575,72.97,6.01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.687,-0.029,"[-1, 'Sat, 15 Aug 2020 17:26:33 GMT', 'Sat, 15 Aug 2020 17:26:33 GMT', 'Sat, 15 Aug 2020 17:26:33 GMT', 'Sat, 15 Aug 2020 17:26:32 GMT', -1]",-1,[],1
Washburn University,https://washburn.edu/student-life/services/health-services,1,['https://washburn.edu/student-life/services/health-services/health-links.html'],465,73.59,5.39,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.333,0.1,"['Mon, 10 Aug 2020 06:41:49 GMT']",1,"['https://washburn.edu/student-life/services/health-services', 'https://washburn.edu/student-life/services/health-services/files/SHS%20Release%20of%20Information.docx']",1
Wichita State University,https://www.wichita.edu/services/studenthealth,4,"['https://www.wichita.edu/services/studenthealth/UpcomingEvents.php', 'https://www.wichita.edu/services/studenthealth/medications.php']",1471,69.48,5.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.029,0.705,0.114,"['Mon, 06 Jul 2020 14:29:24 GMT', -1, -1, 'Thu, 24 Oct 2019 15:30:00 GMT']",1,"['https://www.wichita.edu/services/studenthealth', 'https://www.wichita.edu/services/studenthealth/medications.php']",1
Eastern Kentucky University,https://healthservices.eku.edu,1,['https://healthservices.eku.edu/women%E2%80%99s-health-clinic'],516,77.42,5.92,12,5,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.5,0.035,"['Sat, 15 Aug 2020 19:16:30 +0000']",-1,[],1
Kentucky State University,https://kysu.edu/administration-governance/enrollment-management-and-student-engagement/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Kentucky,https://ukhealthcare.uky.edu/university-health-service/student-health,10,"['https://ukhealthcare.uky.edu/university-health-service/student-health/services/gyn-gu', 'https://ukhealthcare.uky.edu/university-health-service/student-health/pharmacy', 'https://ukhealthcare.uky.edu/university-health-service/student-health/faqs', 'https://ukhealthcare.uky.edu/university-health-service/student-health', 'https://ukhealthcare.uky.edu/university-health-service/student-health/services/health-fee', 'https://ukhealthcare.uky.edu/university-health-service/student-health/international-students', 'https://ukhealthcare.uky.edu/university-health-service/student-health/our-student-services', 'https://ukhealthcare.uky.edu/university-health-service/student-health/services/healthcare-tips', 'https://ukhealthcare.uky.edu/university-health-service/student-health/services/nursing-clinic', 'https://ukhealthcare.uky.edu/university-health-service/student-health/services/health-fee/waiver-appeals-procedures']",21354,72.46,6.94,39,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,1,0,0,0,1,1,0,0,0,0.047,0.603,0.206,"['Sat, 15 Aug 2020 19:17:58 GMT', 'Sat, 15 Aug 2020 19:18:01 GMT', 'Sat, 15 Aug 2020 19:18:03 GMT', 'Sat, 15 Aug 2020 18:46:42 GMT', 'Sat, 15 Aug 2020 19:18:07 GMT', 'Sat, 15 Aug 2020 18:20:34 GMT', 'Sat, 15 Aug 2020 19:11:34 GMT', 'Sat, 15 Aug 2020 19:18:10 GMT', 'Sat, 15 Aug 2020 19:18:11 GMT', 'Sat, 15 Aug 2020 19:18:14 GMT']",0,['https://ukhealthcare.uky.edu/university-health-service/student-health'],1
University of Louisville,http://louisville.edu/campushealth,16,"['https://louisville.edu/campushealth/services/medical-care/sexual-health-contraception', 'https://louisville.edu/campushealth/emergencies/contraception', 'https://louisville.edu/campushealth/resources/patient-health', 'https://louisville.edu/campushealth/files/self-care/copy_of_WhatareEmergencyContraceptivePills.pdf', 'https://louisville.edu/campushealth/files/sexually-transmitted-infection', 'https://louisville.edu/campushealth/information/forms', 'https://louisville.edu/campushealth/files/foreign-travel-forms', 'https://louisville.edu/campushealth/files/uofl-sports-medicine-physical-form', 'https://louisville.edu/campushealth/files/self-care/copy_of_WhatareEmergencyContraceptivePills.pdf/view', 'https://louisville.edu/campushealth/emergencies/contraception/login', 'https://louisville.edu/campushealth/emergencies', 'https://louisville.edu/campushealth/information/self-care/sexual-health', 'https://louisville.edu/campushealth/about-us/site-map']",36211,73.34,5.95,32,13,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,4,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0.087,0.57,0.148,"['Thu, 19 Jul 2018 13:37:06 GMT', 'Tue, 12 Sep 2017 23:40:15 GMT', 'Tue, 04 Sep 2018 18:32:33 GMT', 'Wed, 19 Mar 2014 13:16:28 GMT', 'Mon, 17 Mar 2014 16:16:18 GMT', 'Wed, 19 Mar 2014 13:20:38 GMT', 'Tue, 05 May 2020 17:02:45 GMT', 'Fri, 19 Jan 2018 20:19:59 GMT', 'Tue, 30 Jul 2013 20:19:27 GMT', 'Mon, 24 Mar 2014 15:23:26 GMT', -1, -1, -1, 'Tue, 05 Nov 2013 19:29:25 GMT', 'Mon, 17 Mar 2014 16:24:28 GMT', 'Fri, 13 Dec 2019 15:41:07 GMT']",1,"['http://louisville.edu/campushealth', 'http://louisville.edu/campushealth/about-us/organizational-chart']",1
