University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
The University of West Florida,https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services,1,['https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/student-health-services/faqs/'],990,70.68,6.59,4,2,2,0,0,0,0,0.064,0.696,0.15,"['Wed, 17 Jun 2020 21:47:50 GMT']",1,"['https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/student-health-services/faqs/']",1
Abraham Baldwin Agricultural College,https://www.abac.edu/campus-life/health-center,,,,,,,,,,,,,,,,,,,0
Albany State University,https://www.asurams.edu/student-affairs/health-services,,,,,,,,,,,,,,,,,,,0
Armstrong State University,https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus,2,"['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/womens-health-clinic-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/lgbtq-health-armstrong/']",2420,62.23,8.89,23,19,4,0,0,0,0,0.228,0.554,0.163,"[-1, -1]",2,"['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/lgbtq-health-armstrong/']",1
College of Coastal Georgia,https://www.ccga.edu/page.cfm?p=616,2,"['https://www.ccga.edu/page.cfm?p=927', 'https://www.ccga.edu/page.cfm?p=1914']",11726,47.13,12.63,4,2,2,0,0,0,0,0.038,0.642,0.004,"[-1, -1]",-1,[],1
Clayton  State University,https://www.clayton.edu/uhs,1,['https://www.clayton.edu/uhs/womens-health-services'],750,88.6,3.21,10,2,0,0,0,7,1,0.188,0.587,0.131,[-1],1,"['https://www.clayton.edu/uhs', 'https://www.clayton.edu/uhs/womens-health-services']",1
Columbus State University,https://healthservices.columbusstate.edu,1,['https://healthservices.columbusstate.edu/womanshealth.php'],517,80.62,5.52,3,3,0,0,0,0,0,0.245,0.675,0.127,[-1],1,"['https://healthservices.columbusstate.edu', 'https://healthservices.columbusstate.edu/womanshealth.php']",1
Dalton State College,https://www.daltonstate.edu/campus_life/student-health-services.cms,,,,,,,,,,,,,,,,,,,0
Fort Valley State University,https://www.fvsu.edu/student-health1,,,,,,,,,,,,,,,,,,,0
Georgia Institute of Technology Main Campus,https://health.gatech.edu,6,"['https://health.gatech.edu/services/women', 'https://health.gatech.edu/services/womens/biopsy', 'https://health.gatech.edu/labclinic', 'https://health.gatech.edu/clinical-services', 'https://health.gatech.edu/sites/default/files/documents/2019_patient_satisfaction_report.pdf']",2680,62.26,7.51,3,1,0,0,0,1,1,0.043,0.563,0.089,"['Thu, 16 Jul 2020 22:35:48 GMT', 'Thu, 16 Jul 2020 22:07:35 GMT', 'Thu, 16 Jul 2020 21:48:33 GMT', 'Thu, 16 Jul 2020 22:35:50 GMT', 'Tue, 28 Apr 2020 14:53:29 GMT', 'Tue, 28 Apr 2020 14:53:29 GMT']",1,"['https://health.gatech.edu', 'https://health.gatech.edu/services/women']",1
Georgia Southwestern State University,https://www.gsw.edu/campus-life/campusliving/healthservices,,,,,,,,,,,,,,,,,,,0
Georgia College & State University,https://www.gcsu.edu/studenthealth,,,,,,,,,,,,,,,,,,,0
Georgia Southern University,https://auxiliary.georgiasouthern.edu/healthservices,5,"['https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/womens-and-mens-health/', 'https://auxiliary.georgiasouthern.edu/healthservices/services/', 'https://auxiliary.georgiasouthern.edu/healthservices/insurance/mandatory-plan-waiver-information/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/lgbtq-health-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/lgbtq-health/']",9061,66.58,7.89,33,27,6,0,0,0,0,0.226,0.616,0.141,"[-1, -1, -1, -1, -1]",2,"['https://auxiliary.georgiasouthern.edu/healthservices', 'https://auxiliary.georgiasouthern.edu/healthservices/insurance/', 'https://auxiliary.georgiasouthern.edu/healthservices/insurance/mandatory-plan-waiver-information/']",1
Georgia State University,https://health.gsu.edu,5,"['https://health.gsu.edu/womens-health/', 'https://health.gsu.edu/services/lab-tests/', 'https://health.gsu.edu/womens-health/sti/', 'https://health.gsu.edu/womens-health/contraceptive-mgt/', 'https://health.gsu.edu/2015/10/16/get-tested-for-stis/']",6701,70.66,7.5,14,6,3,0,0,4,1,0.085,0.587,0.132,"[-1, -1, -1, -1, -1]",1,"['https://health.gsu.edu', 'https://health.gsu.edu/womens-health/sti/']",1
University of Georgia,https://www.uhs.uga.edu,5,"['https://www.uhs.uga.edu/sexualhealth/womens-wellness-exam', 'https://www.uhs.uga.edu/sexualhealth/sti-testing', 'https://www.uhs.uga.edu/sexualhealth/hpv', 'https://www.uhs.uga.edu/sexualhealth/depo-provera', 'https://www.uhs.uga.edu/healthpromotion/hp-programs']",7247,67.11,8.42,25,13,3,0,0,7,2,0.123,0.546,0.099,"['Thu, 16 Jul 2020 23:27:12 GMT', 'Thu, 16 Jul 2020 23:27:13 GMT', 'Thu, 16 Jul 2020 23:27:13 GMT', 'Thu, 16 Jul 2020 23:27:14 GMT', 'Thu, 16 Jul 2020 23:27:14 GMT']",2,"['https://www.uhs.uga.edu', 'https://www.uhs.uga.edu/rsvp/rsvp-intro', 'https://www.uhs.uga.edu/healthpromotion/hp-programs']",1
Gordon State College,https://www.gordonstate.edu/student-life/health-recreation/health-center,,,,,,,,,,,,,,,,,,,0
Savannah State University,https://www.savannahstate.edu/health-services,,,,,,,,,,,,,,,,,,,0
Valdosta State University,https://www.valdosta.edu/administration/student-affairs/student-health,2,['https://www.valdosta.edu/administration/student-affairs/student-health/student-health-insurance-plan.php'],1655,43.48,13.03,2,1,1,0,0,0,0,0.045,0.716,0.017,"['Sat, 11 Jul 2020 09:30:00 GMT', -1]",2,"['https://www.valdosta.edu/administration/student-affairs/student-health', 'https://www.valdosta.edu/administration/student-affairs/student-health/forms/medical-formsimmunizations.php', 'https://www.valdosta.edu/administration/student-affairs/student-health/forms/immunization-exemption.docx']",1
University of West Georgia,https://www.westga.edu/health,,,,,,,,,,,,,,,,,,,0
University of Hawaii at Hilo,https://hilo.hawaii.edu/studentaffairs/health,2,"['https://hilo.hawaii.edu/studentaffairs/health/services.php', 'https://hilo.hawaii.edu/studentaffairs/health/']",1955,56.81,11.27,2,1,1,0,0,0,0,0.041,0.581,0.243,"[-1, -1]",0,['https://hilo.hawaii.edu/studentaffairs/health'],1
University of Hawaii at Manoa,https://www.hawaii.edu/shs,4,"['https://www.hawaii.edu/shs/our_services/clinics.php', 'https://www.hawaii.edu/shs/for_patients/appointments.php']",1602,72.35,6.1,2,1,1,0,0,0,0,0.042,0.592,0.064,"['Wed, 19 Feb 2014 23:18:51 GMT', -1, -1, 'Fri, 31 Jan 2020 17:56:19 GMT']",1,"['https://www.hawaii.edu/shs', 'https://www.hawaii.edu/shs/for_patients/appointments.php']",1
University of Hawaii West Oahu,https://westoahu.hawaii.edu/current-students/health-and-wellness,,,,,,,,,,,,,,,,,,,0
Boise State University,https://www.boisestate.edu/healthservices,2,"['https://www.boisestate.edu/healthservices/exams-and-checkups/', 'https://www.boisestate.edu/healthservices/sexual-health/']",553,80.55,4.68,1,1,0,0,0,0,0,0.041,0.708,0.142,"[-1, -1]",3,"['https://www.boisestate.edu/healthservices', 'https://www.boisestate.edu/healthservices/services/', 'https://www.boisestate.edu/healthservices/medical/', 'https://www.boisestate.edu/healthservices/exams-and-checkups/']",1
Idaho State University,https://www.isu.edu/healthcenter,,,,,,,,,,,,,,,,,,,0
University of Idaho,https://www.uidaho.edu/current-students/student-health-services,,,,,,,,,,,,,,,,,,,0
Lewis Clark State College,https://www.lcsc.edu/student-health,,,,,,,,,,,,,,,,,,,0
Chicago State University,https://www.csu.edu/collegeofhealthsciences/wellnesscenter,,,,,,,,,,,,,,,,,,,0
Eastern Illinois University,https://www.eiu.edu/health,1,['https://www.eiu.edu/health/womenshealth.php'],518,61.33,8.02,1,1,0,0,0,0,0,0.048,0.702,0.032,[-1],1,"['https://www.eiu.edu/health', 'https://www.eiu.edu/health/womenshealth.php']",1
Governors State University,https://www.govst.edu/advocate-health-center,,,,,,,,,,,,,,,,,,,0
University of Illinois at Chicago,https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health,1,['https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health'],963,74.77,5.26,1,0,0,0,0,1,0,0.052,0.545,0.175,[-1],0,['https://hospital.uillinois.edu/primary-and-specialty-care/family-medicine/student-health'],1
University of Illinois at Urbana Champaign,https://www.mckinley.illinois.edu,,,,,,,,,,,,,,,,,,,0
Illinois State University,https://healthservices.illinoisstate.edu,5,"['https://healthservices.illinoisstate.edu/medical-services/sexual-health.shtml', 'https://healthservices.illinoisstate.edu/medical-services/Laboratory-Pricing.shtml', 'https://healthservices.illinoisstate.edu/downloads/GynecologicalExam.pdf']",638,59.78,9.58,4,1,1,0,0,2,0,0.092,0.445,0.226,"[-1, -1, 'Mon, 19 Mar 2018 19:55:10 GMT', 'Fri, 21 Jul 2017 18:42:02 GMT', 'Fri, 21 Jul 2017 18:42:06 GMT']",2,"['https://healthservices.illinoisstate.edu', 'https://healthservices.illinoisstate.edu/medical-services/', 'https://healthservices.illinoisstate.edu/medical-services/sexual-health.shtml']",1
Northern Illinois University,https://www.niu.edu/health-services,,,,,,,,,,,,,,,,,,,0
Northeastern Illinois University,https://www.neiu.edu/university-life/student-health-services,2,"['https://www.neiu.edu/university-life/student-health-services/faqs', 'https://www.neiu.edu/university-life/student-health-services/services']",1877,85.15,4.48,1,0,0,0,0,1,0,0.059,0.503,0.285,"[-1, -1]",1,"['https://www.neiu.edu/university-life/student-health-services', 'https://www.neiu.edu/university-life/student-health-services/faqs']",1
University of Illinois at Springfield,https://www.uis.edu/healthservices,5,"['https://www.uis.edu/healthservices/wp-content/uploads/sites/102/2013/04/WomensHealthQuestionnaire_53964-11.2016-1.pdf', 'https://www.uis.edu/healthservices/forms/hpvvaccine/']",1056,79,6.6,2,1,1,0,0,0,0,0.034,0.502,0.242,"['Mon, 15 Apr 2013 15:54:14 GMT', 'Wed, 30 Nov 2016 15:32:43 GMT', 'Wed, 30 Nov 2016 15:43:48 GMT', -1, 'Mon, 15 Apr 2013 15:54:13 GMT']",0,['https://www.uis.edu/healthservices'],1
Southern Illinois University Carbondale,https://shc.siu.edu,,,,,,,,,,,,,,,,,,,0
Southern Illinois University Edwardsville,https://www.siue.edu/healthservice,4,"['https://www.siue.edu/healthservice/clinic/index.shtml', 'https://www.siue.edu/healthservice/info/std.shtml', 'https://www.siue.edu/healthservice/clinic/womens_health.shtml']",2256,76.65,5.89,6,3,2,0,0,1,0,0.063,0.63,0.097,"[-1, -1, -1, 'Thu, 16 Jul 2020 20:44:03 GMT']",1,"['https://www.siue.edu/healthservice', 'https://www.siue.edu/healthservice/forms/brochures/Bug%20Bites%20First%20Aid.docx']",1
Western Illinois University,http://www.wiu.edu/student_services/beu_health_center,,,,,,,,,,,,,,,,,,,0
Ball State University,https://www.bsu.edu/campuslife/healthcenter,5,"['https://www.bsu.edu/campuslife/healthcenter/services/womens-center', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/condtreat', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center/obtaining-contraception', 'https://www.bsu.edu/campuslife/healthcenter/services/immoff', 'https://www.bsu.edu/campuslife/healthcenter/services/sexually-transmitted-infections/hpv']",3585,69.19,6.97,7,5,2,0,0,0,0,0.083,0.595,0.132,"[-1, -1, -1, -1, -1]",1,"['https://www.bsu.edu/campuslife/healthcenter', 'https://www.bsu.edu/campuslife/healthcenter/services/womens-center']",1
Indiana University Purdue University Fort Wayne,https://www.iufw.edu,1,['https://www.iufw.edu/lafayette-street-clinic/index.html'],461,62.51,8.54,1,1,0,0,0,0,0,0.053,0.457,0.107,[-1],2,"['https://www.iufw.edu', 'https://www.iufw.edu/about/transition/agreement.html', 'https://www.iufw.edu/doc/1612-ipfw-agreement-accessible.docx']",1
Indiana University Purdue University Indianapolis,https://health.iupui.edu,1,['https://health.iupui.edu/faq/index.html'],2075,67.41,9.76,1,1,0,0,0,0,0,0.089,0.912,-0.025,[-1],1,"['https://health.iupui.edu', 'https://health.iupui.edu/faq/index.html']",1
University of Southern Indiana,https://www.usi.edu/healthcenter,4,"['https://www.usi.edu/healthcenter/services/womens-health', 'https://www.usi.edu/healthcenter/resources/information-about-conditions-diseases/', 'https://www.usi.edu/healthcenter/about-us/appointments/', 'https://www.usi.edu/healthcenter/services/immunizations']",1069,72.17,6.09,5,3,2,0,0,0,0,0.066,0.726,0.114,"[-1, -1, -1, -1]",1,"['https://www.usi.edu/healthcenter', 'https://www.usi.edu/healthcenter/resources/information-about-conditions-diseases/']",1
Indiana State University,https://www.indstate.edu/health-center,,,,,,,,,,,,,,,,,,,0
Indiana University Kokomo,https://www.iuk.edu/health-center,,,,,,,,,,,,,,,,,,,0
Indiana University South Bend,https://healthscience.iusb.edu/health-and-wellness-center,,,,,,,,,,,,,,,,,,,0
Indiana University Bloomington,https://healthcenter.indiana.edu,5,"['https://healthcenter.indiana.edu/health-answers/gyn-health/pap-test.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/abnormal-pap.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/index.html', 'https://healthcenter.indiana.edu/health-answers/sexual-health/hpv.html', 'https://healthcenter.indiana.edu/health-answers/sexual-health/chlamydia.html']",4387,61.36,8.51,57,1,1,0,0,41,14,0.189,0.516,0.121,"[-1, -1, -1, -1, -1]",2,"['https://healthcenter.indiana.edu', 'https://healthcenter.indiana.edu/medical/medical-clinic/index.html', 'https://healthcenter.indiana.edu/health-answers/gyn-health/index.html']",1
Indiana University Northwest,https://www.iun.edu/chhs/health-wellness-center-clinic,,,,,,,,,,,,,,,,,,,0
Indiana University East,https://www.iue.edu/health,,,,,,,,,,,,,,,,,,,0
Purdue University Calumet Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,,,,,0
Purdue University North Central Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,,,,,0
Iowa State University,https://health.iastate.edu,8,"['https://health.iastate.edu/services/womens-health/', 'https://health.iastate.edu/staff/mary-raman-arnp/', 'https://health.iastate.edu/appointments/office-and-telehealth-visits/', 'http://www.health.iastate.edu/wp-content/uploads/2017/01/Mary-RamanTSHC.pdf', 'https://health.iastate.edu/about-us/news/', 'https://health.iastate.edu/services/sexual-health-2/']",2897,78.1,5.16,6,5,1,0,0,0,0,0.075,0.561,0.222,"[-1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://health.iastate.edu', 'https://health.iastate.edu/services/sexual-health-2/']",1
University of Iowa,https://studenthealth.uiowa.edu,5,"['https://studenthealth.uiowa.edu/resources/self-care-guide/sexual-health/', 'https://studenthealth.uiowa.edu/services/medical-services/', 'https://studenthealth.uiowa.edu/graduating-students/', 'http://studenthealth.uiowa.edu/assets/Requirements-/Insurance-Question-and-Answer-Pamphlet.pdf']",2121,53.04,10.38,4,3,1,0,0,0,0,0.051,0.578,0.227,"[-1, -1, -1, 'Mon, 11 May 2020 19:08:31 GMT', -1]",1,"['https://studenthealth.uiowa.edu', 'https://studenthealth.uiowa.edu/graduating-students/']",1
University of Northern Iowa,https://health.uni.edu,4,"['https://health.uni.edu/services/woman', 'https://health.uni.edu/insurance/faq', 'https://health.uni.edu/sites/default/files/ship_coverage_manual_2017.pdf']",1841,78,5.81,2,1,1,0,0,0,0,0.037,0.7,0.2,"['Thu, 16 Jul 2020 22:36:32 GMT', 'Thu, 16 Jul 2020 22:36:32 GMT', 'Fri, 03 Apr 2020 15:33:50 GMT', 'Thu, 24 May 2018 18:26:27 GMT']",2,"['https://health.uni.edu', 'https://health.uni.edu/insurance-information', 'https://health.uni.edu/insurance/faq']",1
Emporia State University,https://www.emporia.edu/student-life/health-wellness/student-health-services,2,"['https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-frequently-asked-questions/', 'https://www.emporia.edu/student-life/health-wellness/student-health-services/']",2876,62.66,8.86,1,1,0,0,0,0,0,0.04,0.541,0.207,"[-1, -1]",0,['https://www.emporia.edu/student-life/health-wellness/student-health-services'],1
Fort Hays State University,https://www.fhsu.edu/student-health,3,"['https://www.fhsu.edu/student-health/', 'https://www.fhsu.edu/student-health/Services/index', 'https://www.fhsu.edu/student-health/documents/Health%20History%20Questionairre%208.01.15%20Ver.%202']",13148,62.09,7.9,4,2,2,0,0,0,0,0.05,0.565,0.139,"['Thu, 16 Jul 2020 06:10:23 GMT', 'Thu, 16 Jul 2020 06:10:21 GMT', 'Thu, 16 Jul 2020 06:10:17 GMT']",0,['https://www.fhsu.edu/student-health'],1
University of Kansas,https://studenthealth.ku.edu,4,"['https://studenthealth.ku.edu/womens-health', 'https://studenthealth.ku.edu/sites/studenthealth.drupal.ku.edu/files/docs/gender/LetsTalkTestosterone.pdf', 'http://studenthealth.ku.edu/health-care-timeline']",2906,58.68,7.93,6,2,2,0,0,1,1,0.071,0.655,0.194,"['Thu, 16 Jul 2020 22:39:13 GMT', 'Thu, 18 Jun 2020 20:01:01 GMT', 'Mon, 25 Nov 2019 15:58:48 GMT', 'Thu, 16 Jul 2020 22:39:13 GMT']",1,"['https://studenthealth.ku.edu', 'https://studenthealth.ku.edu/womens-health']",1
Kansas State University,https://www.k-state.edu/lafene,,,,,,,,,,,,,,,,,,,0
Pittsburg State University,https://pittstate.edu/office/health-services,,,,,,,,,,,,,,,,,,,0
Washburn University,https://washburn.edu/student-life/services/health-services,,,,,,,,,,,,,,,,,,,0
Wichita State University,https://www.wichita.edu/services/studenthealth,2,['https://www.wichita.edu/services/studenthealth/Services.php'],529,73.02,5.55,2,1,1,0,0,0,0,0.036,0.657,0.123,"[-1, 'Thu, 24 Oct 2019 15:30:05 GMT']",1,"['https://www.wichita.edu/services/studenthealth', 'https://www.wichita.edu/services/studenthealth/Services.php']",1
Eastern Kentucky University,https://healthservices.eku.edu,2,"['https://healthservices.eku.edu/sexual-health-and-sti-testing', 'https://healthservices.eku.edu/women%E2%80%99s-health-clinic']",962,77.55,5.44,1,1,0,0,0,0,0,0.042,0.547,0.025,"['Thu, 16 Jul 2020 23:36:33 +0000', 'Thu, 16 Jul 2020 23:36:33 +0000']",1,"['https://healthservices.eku.edu', 'https://healthservices.eku.edu/sexual-health-and-sti-testing']",1
Kentucky State University,https://kysu.edu/administration-governance/enrollment-management-and-student-engagement/health-services,,,,,,,,,,,,,,,,,,,0
University of Kentucky,https://ukhealthcare.uky.edu/university-health-service/student-health/our-student-services,,,,,,,,,,,,,,,,,,,0
University of Louisville,https://louisville.edu/campushealth,4,"['https://louisville.edu/campushealth/services/medical-care/schedule-an-appointment', 'https://louisville.edu/campushealth/services/medical-care', 'https://louisville.edu/campushealth/files/uofl-sports-medicine-physical-form', 'https://louisville.edu/campushealth/files/new-patient-forms']",25336,77.52,5.11,3,1,1,0,0,1,0,0.061,0.579,0.274,"['Wed, 01 May 2019 19:04:42 GMT', 'Sat, 26 Oct 2013 14:09:40 GMT', 'Tue, 30 Jul 2013 20:19:27 GMT', 'Mon, 19 Feb 2018 19:04:32 GMT']",1,"['https://louisville.edu/campushealth', 'https://louisville.edu/campushealth/files/student-immunization-tracking-form']",1
Morehead State University,https://www.moreheadstate.edu/chs,,,,,,,,,,,,,,,,,,,0
Murray State University,https://www.murraystate.edu/campus,,,,,,,,,,,,,,,,,,,0
Northern Kentucky University,https://inside.nku.edu,,,,,,,,,,,,,,,,,,,0
Western Kentucky University,https://www.wku.edu/healthservices,,,,,,,,,,,,,,,,,,,0
Grambling State University,https://www.gram.edu/student-life/services/health-center,1,['https://www.gram.edu/student-life/services/health-center/about.php'],1262,73.27,6.04,1,1,0,0,0,0,0,0.07,0.701,-0.065,[-1],1,"['https://www.gram.edu/student-life/services/health-center', 'https://www.gram.edu/student-life/services/health-center/about.php']",1
Louisiana State University Alexandria,https://www.lsua.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,0
Louisiana State University and Agricultural & Mechanical College,https://lsu.edu/shc,3,"['https://lsu.edu/shc/medical/womens-clinic.php', 'https://www.lsu.edu/shc/wellness/wevo.php', 'https://lsu.edu/shc/wellness/classes.php']",1513,76.15,5.64,9,5,4,0,0,0,0,0.086,0.561,0.084,"[-1, -1, -1]",1,"['https://lsu.edu/shc', 'https://lsu.edu/shc/wellness/classes.php']",1
Louisiana State University Shreveport,https://www.lsuhs.edu,4,"['https://www.lsuhs.edu/departments/school-of-medicine/pathology/outreach-services/forms-supplies', 'https://www.lsuhs.edu/departments/school-of-medicine/pathology/divisions/anatomic-pathology', 'https://www.lsuhs.edu/departments/school-of-medicine/family-medicine-comprehensive-care/family-medicine-residency-alexandria/patients', 'https://www.lsuhs.edu/centers/feist-weiller-cancer-center/patients/patient-guide/partners-in-wellness']",9286,56.67,8.85,16,8,6,0,0,2,0,0.091,0.516,0.171,"[-1, -1, -1, -1]",2,"['https://www.lsuhs.edu', 'https://www.lsuhs.edu/about/university-police/policies-services', 'https://www.lsuhs.edu/fs/resource-manager/view/5c542d16-e116-426b-adcb-de95b5addd06']",1
Louisiana Tech University,https://guiceblog.latech.edu/2016/11/28/a-paige-from-our-student-health-center,,,,,,,,,,,,,,,,,,,0
McNeese State University,https://www.mcneese.edu/health-services,,,,,,,,,,,,,,,,,,,0
University of New Orleans,https://www.uno.edu/campus-health,,,,,,,,,,,,,,,,,,,0
Nicholls State University,https://www.nicholls.edu/health,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Monroe,https://www.ulm.edu/healthclinic,,,,,,,,,,,,,,,,,,,0
Northwestern State University of Louisiana,https://www.nsula.edu/health,,,,,,,,,,,,,,,,,,,0
Southeastern Louisiana University,https://www.southeastern.edu/admin/health_ctr,,,,,,,,,,,,,,,,,,,0
Southern University and A & M College,http://www.subr.edu/page/14,,,,,,,,,,,,,,,,,,,0
Southern University at New Orleans,http://www.suno.edu/page/counseling-services,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Lafayette,https://studenthealth.louisiana.edu,4,"['https://studenthealth.louisiana.edu/node/45', 'https://studenthealth.louisiana.edu/content/about-us/general-information/cost-information', 'https://studenthealth.louisiana.edu/content/about-us/frequent-questions']",3831,74.9,6.53,6,4,2,0,0,0,0,0.064,0.636,0.022,"['Thu, 16 Jul 2020 22:39:48 GMT', 'Thu, 16 Jul 2020 22:39:49 GMT', 'Thu, 16 Jul 2020 22:39:49 GMT', 'Tue, 30 Jun 2015 14:57:45 GMT']",1,"['https://studenthealth.louisiana.edu', 'https://studenthealth.louisiana.edu/content/about-us/frequent-questions']",1
University of Maine at Farmington,http://www2.umf.maine.edu/studenthealth,4,"['http://www2.umf.maine.edu/studenthealth/use-of-the-health-center/', 'http://www2.umf.maine.edu/studenthealth/list-of-current-fees/', 'http://www2.umf.maine.edu/studenthealth/new-students/recommended-immunizations/', 'http://www2.umf.maine.edu/studenthealth/health-care-services/']",1519,90.42,3.22,5,3,2,0,0,0,0,0.097,0.694,0.054,"['Thu, 16 Jul 2020 22:39:51 GMT', 'Thu, 16 Jul 2020 22:39:51 GMT', 'Thu, 16 Jul 2020 22:39:52 GMT', 'Thu, 16 Jul 2020 22:39:53 GMT']",1,"['http://www2.umf.maine.edu/studenthealth', 'http://www2.umf.maine.edu/studenthealth/use-of-the-health-center/']",1
University of Maine at Fort Kent,https://www.umfk.edu/wellness/clinic,,,,,,,,,,,,,,,,,,,0
University of Maine at Machias,https://machias.edu/campus-life/student-services,,,,,,,,,,,,,,,,,,,0
University of Maine,https://umaine.edu/wellness,,,,,,,,,,,,,,,,,,,0
Maine Maritime Academy,https://mainemaritime.edu/student-life/health-and-counseling-services,,,,,,,,,,,,,,,,,,,0
University of Maine at Presque Isle,https://www.umpi.edu/offices/health-services,,,,,,,,,,,,,,,,,,,0
University of Southern Maine,https://usm.maine.edu/uhcs/health-services,,,,,,,,,,,,,,,,,,,0
University of Baltimore,https://www.ubalt.edu/campus-life/recreation-and-wellness,,,,,,,,,,,,,,,,,,,0
Bowie State University,https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center,1,['https://www.bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/'],493,63.79,7.22,3,3,0,0,0,0,0,0.074,0.586,0.229,[-1],2,"['https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/health-forms/', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/health-forms/emh-form.docx']",1
Coppin State University,https://www.coppin.edu/chc,,,,,,,,,,,,,,,,,,,0
Frostburg State University,https://www.frostburg.edu/brady-health,3,"['https://www.frostburg.edu/brady-health/Services/womens-healthbirth-control.php', 'https://www.frostburg.edu/brady-health/_files/pdfs/fees-and-formulary-june-2019.pdf']",675,71.6,6.6,1,1,0,0,0,0,0,0.036,0.744,0.056,"[-1, 'Tue, 25 Jul 2017 11:17:21 GMT', 'Thu, 13 Jun 2019 18:45:31 GMT']",1,"['https://www.frostburg.edu/brady-health', 'https://www.frostburg.edu/brady-health/Services/womens-healthbirth-control.php']",1
University of Maryland University College,https://health.umd.edu,4,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'https://health.umd.edu/sites/default/files/inline-files/HealthBooklet_SensitiveExams_Unbranded%20-%20UMD2019.pdf', 'https://health.umd.edu/home/covid-19-uhc-operations']",3399,67.15,8.59,6,0,0,0,0,5,1,0.072,0.505,0.172,"[-1, 'Thu, 13 Sep 2018 18:33:11 GMT', 'Wed, 09 Jan 2019 21:50:58 GMT', 'Wed, 01 Jul 2020 20:25:02 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Baltimore County,https://www.umaryland.edu/studenthealth/student-health-center,1,['https://www.umaryland.edu/studenthealth/student-health-center/'],1772,68.67,6.96,2,1,1,0,0,0,0,0.045,0.454,0.241,[-1],0,['https://www.umaryland.edu/studenthealth/student-health-center'],1
University of Maryland College Park,https://health.umd.edu,4,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'https://health.umd.edu/sites/default/files/inline-files/HealthBooklet_SensitiveExams_Unbranded%20-%20UMD2019.pdf', 'https://health.umd.edu/home/covid-19-uhc-operations']",3399,67.15,8.59,6,0,0,0,0,5,1,0.072,0.505,0.172,"[-1, 'Thu, 13 Sep 2018 18:33:11 GMT', 'Wed, 09 Jan 2019 21:50:58 GMT', 'Wed, 01 Jul 2020 20:25:02 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Eastern Shore,https://www.umes.edu/StudentHealth,,,,,,,,,,,,,,,,,,,0
Morgan State University,https://www.morgan.edu/healthservices,,,,,,,,,,,,,,,,,,,0
