University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD ,Progesterone IUD ,Progestin ,Hormonal IUD ,Mirena ,Skyla ,Kyleena ,Liletta ,Copper IUD ,Non-Hormonal IUD ,Nonhormonal IUD ,Paragard ,Contraceptive implant ,Nexplanon ,Contraceptive injection ,Control shot ,Depo-Provera ,Depo ,emergency contraception ,emergency contraceptives ,morning after pill ,Plan B ,levonorgestrel ,ella ,ulipristal acetate ,contraceptive pill ,control pill ,diaphragm ,spermicide ,contraceptive patch ,control patch ,vaginal ring ,control ring ,contraceptive ring ,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Delta State University,http://www.deltastate.edu/student-affairs/student-health-services,1,['http://www.deltastate.edu/student-affairs/student-health-services/frequently-asked-questions/'],581,69.23,6.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.927,0,[-1],1,"['http://www.deltastate.edu/student-affairs/student-health-services', 'http://www.deltastate.edu/student-affairs/student-health-services/frequently-asked-questions/']",1
Jackson State University,https://www.jsums.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Mississippi,https://healthcenter.olemiss.edu,2,"['https://healthcenter.olemiss.edu/employee-health-service/', 'https://healthcenter.olemiss.edu/services-2/']",4687,72.09,7.29,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,3,3,0.028,0.536,0.108,"[-1, -1]",1,"['https://healthcenter.olemiss.edu', 'https://healthcenter.olemiss.edu/employee-health-service/']",1
Mississippi University for Women,https://www.muw.edu/centers/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi Valley State University,https://www.mvsu.edu/campus-facilities-services/main-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mississippi State University,https://www.healthcenter.msstate.edu,2,['https://www.healthcenter.msstate.edu/pharmacy'],317,62.16,7.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.614,0.032,"[-1, 'Mon, 20 Jul 2020 18:01:14 GMT']",1,"['https://www.healthcenter.msstate.edu', 'https://www.healthcenter.msstate.edu/pharmacy']",1
University of Southern Mississippi,https://www.usm.edu/student-health-services,5,"['https://www.usm.edu/student-health-services/services-we-offer.php', 'https://www.usm.edu/student-health-services/moffitt-documents/16-18_biennial_aod_report_final.pdf', 'https://www.usm.edu/student-health-services/womens_health.php', 'https://www.usm.edu/student-health-services/sexual_health.php']",4058,84.74,4.13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0.031,0.436,0.169,"[-1, 'Mon, 07 Oct 2019 15:38:08 GMT', 'Sat, 24 Aug 2019 01:15:25 GMT', -1, -1]",1,"['https://www.usm.edu/student-health-services', 'https://www.usm.edu/student-health-services/services-we-offer.php']",1
University of Central Missouri,https://www.ucmo.edu/offices/health-center,1,['https://www.ucmo.edu/offices/health-center/services/'],2803,82.63,4.39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.012,0.539,0.214,[-1],1,"['https://www.ucmo.edu/offices/health-center', 'https://www.ucmo.edu/offices/health-center/services/']",1
Harris Stowe State University,http://go.hssu.edu/rsp_content.cfm?wid=74&pid=1905&CFID=6282041&CFTOKEN=1cfb559d8292f9fc-5274A4D3-E1C6-55ED-3D657C6259D99D7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lincoln University of Missouri,https://bluetigerportal.lincolnu.edu/web/thompkins-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Missouri Southern State University,https://www.mssu.edu/student-affairs/willcoxon-health-center,1,['https://www.mssu.edu/student-affairs/willcoxon-health-center/frequently-asked-questions.php'],662,70.37,7.52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.012,0.599,0.106,[-1],1,"['https://www.mssu.edu/student-affairs/willcoxon-health-center', 'https://www.mssu.edu/student-affairs/willcoxon-health-center/frequently-asked-questions.php']",1
Missouri Western State University,https://www.missouriwestern.edu/student-services/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Missouri Columbia,https://studenthealth.missouri.edu,14,"['https://studenthealth.missouri.edu/3-health-care-travel-or-study-abroad-tips/', 'https://studenthealth.missouri.edu/wp-content/uploads/sites/8/2018/08/Travel-Abroad-Bulletin-Board-Posters-for-web-site.pdf', 'https://studenthealth.missouri.edu/sexual-partner-violence/', 'https://studenthealth.missouri.edu/wp-content/uploads/sites/8/2018/08/SHSP-myths-sheet-Res-Hall-personalized-bw.pdf', 'https://studenthealth.missouri.edu/wp-content/uploads/sites/8/2018/08/Healthy-Sexuality-bulletin-board-posters.pdf', 'http://www.studenthealth.missouri.edu/programs/shape/sexword/sextionary1011.html', 'https://studenthealth.missouri.edu/wp-content/uploads/sites/8/2018/08/Sexually-Transmitted-Infections.pdf', 'https://studenthealth.missouri.edu/wp-content/uploads/sites/8/2018/08/Party-Fouls-bulletin-board-posters.pdf']",2440,54.63,11.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.421,0.262,"[-1, 'Fri, 31 Jul 2020 12:29:37 GMT', 'Wed, 15 Aug 2018 16:07:28 GMT', 'Wed, 15 Aug 2018 19:39:10 GMT', -1, 'Wed, 08 Aug 2018 22:23:50 GMT', 'Wed, 15 Aug 2018 15:50:40 GMT', 'Wed, 15 Aug 2018 15:51:01 GMT', 'Wed, 15 Aug 2018 16:12:12 GMT', -1, 'Wed, 15 Aug 2018 17:32:00 GMT', 'Thu, 16 Aug 2018 19:12:16 GMT', 'Wed, 15 Aug 2018 18:56:02 GMT', 'Wed, 15 Aug 2018 16:40:09 GMT']",1,"['https://studenthealth.missouri.edu', 'https://studenthealth.missouri.edu/sexual-partner-violence/']",1
University of Missouri Kansas City,https://www.umkc.edu/studenthealth,4,"['https://www.umkc.edu/studenthealth/services-and-info/womens-health.html', 'https://www.umkc.edu/studenthealth/services-and-info/mens-health.html', 'https://www.umkc.edu/studenthealth/docs/taking-care-of-basic-health-needs-07132016-1.pdf']",1323,65.6,7.71,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0.063,0.511,0.168,"['Wed, 12 Aug 2020 21:10:00 GMT', 'Wed, 12 Aug 2020 21:10:02 GMT', 'Wed, 12 Aug 2020 21:10:13 GMT', 'Wed, 12 Aug 2020 21:10:13 GMT']",2,"['https://www.umkc.edu/studenthealth', 'https://www.umkc.edu/studenthealth/appointments/forms.html', 'https://www.umkc.edu/studenthealth/docs/health-history-form-071818.docx']",1
Missouri University of Science and Technology,https://studenthealth.mst.edu,5,"['https://studenthealth.mst.edu/ourservices/wellwomanvisits/', 'https://studenthealth.mst.edu/ourservices/', 'https://studenthealth.mst.edu/ourservices/stitesting/', 'https://studenthealth.mst.edu/aboutshs/frequentlyaskedquestions/']",3324,83.33,4.71,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,1,1,1,0.058,0.633,0.128,"['Sat, 15 Aug 2020 10:30:26 GMT', 'Sat, 15 Aug 2020 10:30:26 GMT', 'Tue, 09 Jul 2019 22:23:17 GMT', 'Sat, 15 Aug 2020 10:30:26 GMT', 'Sat, 15 Aug 2020 10:30:27 GMT']",1,"['https://studenthealth.mst.edu', 'https://studenthealth.mst.edu/aboutshs/frequentlyaskedquestions/']",1
University of Missouri St Louis,http://www.umsl.edu/hcdas/health,3,"['https://www.umsl.edu/hcdas/health/services/sexualhealth.html', 'https://www.umsl.edu/hcdas/health/services/pelvicexams.html', 'https://www.umsl.edu/hcdas/health/immunizations/immpolicy.html']",2254,66.97,6.68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.501,0.301,"['Fri, 14 Aug 2020 15:52:53 GMT', 'Fri, 14 Aug 2020 15:53:06 GMT', 'Fri, 14 Aug 2020 15:52:39 GMT']",2,"['http://www.umsl.edu/hcdas/health', 'http://www.umsl.edu/hcdas/health/services/index.html', 'http://www.umsl.edu/hcdas/health/services/pelvicexams.html']",1
Truman State University,https://studenthealth.truman.edu,7,"['https://studenthealth.truman.edu/health-services/physician-services/', 'https://studenthealth.truman.edu/helpful-links/', 'https://studenthealth.truman.edu/forms/medical-history-form/', 'http://studenthealth.truman.edu/files/2014/10/Meningitis-Screening-Form-for-the-web.pdf']",8503,93.55,1.77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.526,-0.143,"[-1, -1, -1, -1, -1, -1, 'Fri, 24 Oct 2014 16:54:22 GMT']",1,"['https://studenthealth.truman.edu', 'https://studenthealth.truman.edu/health-services/physician-services/']",1
Northwest Missouri State University,https://www.nwmissouri.edu/wellness,4,"['https://www.nwmissouri.edu/wellness/benefits.htm', 'https://www.nwmissouri.edu/wellness/insurance.htm']",1910,67.03,8.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.019,0.636,0.03,"[-1, -1, -1, -1]",1,"['https://www.nwmissouri.edu/wellness', 'https://www.nwmissouri.edu/wellness/benefits.htm']",1
Southeast Missouri State University,https://semo.edu/healthclinic,3,"['https://semo.edu/healthclinic/faq.html', 'https://semo.edu/healthclinic/services/women.html', 'https://semo.edu/healthclinic/students/healthclinic-vs-er.html']",2660,75.64,5.22,18,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,1,1,0.066,0.61,0.115,"[-1, -1, -1]",1,"['https://semo.edu/healthclinic', 'https://semo.edu/healthclinic/students/healthclinic-vs-er.html']",1
Missouri State University Springfield,https://health.missouristate.edu,5,"['https://health.missouristate.edu/students/resources.htm', 'https://health.missouristate.edu/ask-a-student-wellness-question.htm', 'https://health.missouristate.edu/treatment.htm', 'https://health.missouristate.edu/services/HPV.htm']",4881,68.47,6.67,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0.031,0.523,0.116,"['Wed, 05 Dec 2018 20:16:28 GMT', 'Sat, 15 Aug 2020 04:59:07 GMT', 'Thu, 06 Aug 2020 04:47:48 GMT', 'Thu, 06 Aug 2020 04:47:53 GMT', 'Thu, 06 Aug 2020 04:47:56 GMT']",1,"['https://health.missouristate.edu', 'https://health.missouristate.edu/treatment.htm']",1
Montana State University Billings,https://www.msubillings.edu/studenthealth,3,"['https://www.msubillings.edu/studenthealth/wellness/shealth.htm', 'https://www.msubillings.edu/studenthealth/clinicalservices.htm', 'https://www.msubillings.edu/studenthealth/heroes/tgit.htm']",1237,81,4.68,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.027,0.441,0.164,"[-1, -1, -1]",1,"['https://www.msubillings.edu/studenthealth', 'https://www.msubillings.edu/studenthealth/clinicalservices.htm']",1
Montana Tech of the University of Montana,https://www.mtech.edu/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montana State University,https://www.montana.edu/health,3,"['https://www.montana.edu/health/medicalservices/clinicalservices/appointments.html', 'https://www.montana.edu/health/medicalservices/clinicalservices/LGBTQ.html', 'https://www.montana.edu/health/medicalservices/travelclinic/zika.html']",1489,72.07,6.14,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.017,0.504,0.241,"[-1, -1, -1]",2,"['https://www.montana.edu/health', 'https://www.montana.edu/health/medical.html', 'https://www.montana.edu/health/medicalservices/clinicalservices/LGBTQ.html']",1
The University of Montana,http://www.umt.edu/curry-health-center,19,"['https://www.umt.edu/curry-health-center/medical/Womens-Health.php', 'https://www.umt.edu/curry-health-center/medical/Walk%20In%20Care%20and%20Appointments/default.php', 'https://www.umt.edu/curry-health-center/Docs-General/2016%20NCHA%20Correct%20PDF.pdf', 'https://www.umt.edu/curry-health-center/Docs-General/NCHA-II%20WEB%20SPRING%202018%20UM%20EXECUTIVE%20SUMMARY.pdf', 'http://www.umt.edu/curry-health-center/wellness/Health-Nut/HealthNutIssues-Accessible/2013_12-1--AccessibleVersion.php', 'http://www.umt.edu/curry-health-center/wellness/Health-Nut/HealthNutIssues/2013_12-1/files/data/search.xml', 'https://www.umt.edu/curry-health-center/pharmacy/Over-the-Counter.php', 'https://www.umt.edu/curry-health-center/wellness/Condoms.php', 'https://www.umt.edu/curry-health-center/wellness/condoms-request-form/default.php', 'https://www.umt.edu/curry-health-center/wellness/Outreach-Peer_Education.php', 'http://www.umt.edu/curry-health-center//wellness/period-supplies-request-form/default.php', 'http://www.umt.edu/curry-health-center/wellness/Health-Nut/HealthNutIssues-Accessible/2013_9-1--AccessibleVersion.php', 'https://www.umt.edu/curry-health-center/wellness/default.php', 'http://www.umt.edu/curry-health-center/wellness/Health-Nut/HealthNutIssues-Accessible/2013_2-1--AccessibleVersion1.php', 'http://www.umt.edu/curry-health-center/wellness/Stress%20Busting%20Kits.php', 'https://www.umt.edu/curry-health-center/wellness/quit-kits.php']",12198,81.17,5.13,109,7,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,60,30,0.032,0.538,0.191,"[-1, 'Thu, 16 May 2019 18:52:21 GMT', -1, 'Thu, 16 May 2019 18:52:26 GMT', 'Thu, 16 May 2019 18:52:29 GMT', 'Thu, 16 May 2019 18:52:26 GMT', 'Thu, 16 May 2019 18:52:21 GMT', -1, 'Tue, 28 Jul 2020 21:23:28 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['http://www.umt.edu/curry-health-center', 'http://www.umt.edu/curry-health-center/wellness/default.php']",1
The University of Montana Western,https://w.umwestern.edu/info/student-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chadron State College,https://www.csc.edu/healthserv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Kearney,https://www.unk.edu/offices/counseling_healthcare/health-care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nebraska at Omaha,https://www.unomaha.edu/student-life/wellness/health-services,2,['https://www.unomaha.edu/student-life/wellness/health-services/offered.php'],1459,71.41,5.88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.027,0.57,0.159,"['Fri, 07 Aug 2020 16:45:59 GMT', -1]",1,"['https://www.unomaha.edu/student-life/wellness/health-services', 'https://www.unomaha.edu/student-life/wellness/health-services/offered.php']",1
University of Nebraska Lincoln,https://health.unl.edu,15,"['https://health.unl.edu/iud', 'https://health.unl.edu/gynecological-services', 'https://health.unl.edu/nexplanon', 'https://health.unl.edu/services', 'http://health.unl.edu/forms/Confidential%20Medical%20History%20Form%2008-16%20version%202%20copy.pdf', 'https://health.unl.edu/health-education', 'https://health.unl.edu/freeorfee', 'https://health.unl.edu/frequently-asked-questions', 'https://health.unl.edu/pharmacy', 'https://health.unl.edu/power-attorney-form-faq', 'https://health.unl.edu/lgbt', 'https://health.unl.edu/laboratory']",22080,74.96,6.46,62,14,6,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,7,0.065,0.565,0.104,"['Sat, 15 Aug 2020 11:06:03 GMT', 'Sat, 15 Aug 2020 05:00:22 GMT', 'Sat, 15 Aug 2020 11:06:03 GMT', 'Sat, 15 Aug 2020 01:57:32 GMT', 'Wed, 04 Dec 2019 21:47:33 GMT', -1, 'Sat, 15 Aug 2020 07:55:56 GMT', 'Sat, 15 Aug 2020 00:37:04 GMT', 'Fri, 14 Aug 2020 22:08:32 GMT', -1, 'Fri, 14 Aug 2020 21:01:12 GMT', 'Fri, 14 Aug 2020 21:03:52 GMT', 'Fri, 14 Aug 2020 23:27:03 GMT', 'Fri, 10 May 2019 20:38:49 GMT', 'Sat, 15 Aug 2020 06:07:18 GMT']",1,"['https://health.unl.edu', 'https://health.unl.edu/services']",1
Peru State College,https://www.peru.edu/healthcenter,1,['https://www.peru.edu/healthcenter/appointments'],1035,80.48,4.9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.026,0.664,0.137,[-1],1,"['https://www.peru.edu/healthcenter', 'https://www.peru.edu/healthcenter/appointments']",1
Wayne State College,https://health.wayne.edu,19,"['http://health.wayne.edu/birth-control/', 'https://health.wayne.edu/patient-resources/birth-control-chc/', 'http://health.wayne.edu/sp_faq/whats-effective-birth-control/', 'https://health.wayne.edu/category/sexual-health/', 'https://health.wayne.edu/chc-blog/page/2/', 'https://health.wayne.edu/blog/page/8/', 'https://health.wayne.edu/sexual-health/', 'https://health.wayne.edu/wp-content/uploads/2020/05/', 'https://health.wayne.edu/sp_faq/what-is-the-condom-club/', 'https://health.wayne.edu/sp_faq/can-redeem-full-condom-card-get-50-condoms/', 'https://health.wayne.edu/sp_faq/many-condom-club-cards-can-buy-per-semester/', 'http://health.wayne.edu/sp_faq/condoms-best-option-men-size-condom-matter/', 'https://health.wayne.edu/sp_faq/lost-condom-card/', 'http://health.wayne.edu/campus-health-center-information/', 'https://health.wayne.edu/faq/', 'https://health.wayne.edu/the-zika-virus-and-your-spring-break/']",15536,81.43,5.3,194,28,14,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,87,54,0.065,0.515,0.202,"[-1, 'Wed, 20 May 2020 15:51:13 GMT', -1, -1, -1, -1, -1, -1, 'Wed, 24 Apr 2019 13:55:05 GMT', -1, 'Sat, 04 Feb 2017 17:13:30 GMT', -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://health.wayne.edu', 'https://health.wayne.edu/sexual-health/']",1
University of Nevada Las Vegas,https://www.unlv.edu/studentwellness/health-center,3,"['https://www.unlv.edu/studentwellness/health-center/faqs', 'https://www.unlv.edu/studentwellness/health-center/student-services', 'https://www.unlv.edu/studentwellness/health-center']",4171,66.22,6.79,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.023,0.714,0.093,"['Sat, 15 Aug 2020 11:17:24 GMT', 'Sat, 15 Aug 2020 11:17:25 GMT', 'Sat, 15 Aug 2020 11:17:26 GMT']",0,['https://www.unlv.edu/studentwellness/health-center'],1
University of Nevada Reno,https://med.unr.edu/student-health-center,2,"['https://med.unr.edu/student-health-center/medical-services/reproductive-and-sexual-health', 'https://med.unr.edu/student-health-center/education-and-promotion-program/health-education']",6038,59.09,8.91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,3,0.011,0.514,0.195,"[-1, -1]",1,"['https://med.unr.edu/student-health-center', 'https://med.unr.edu/student-health-center/education-and-promotion-program/health-education']",1
University of New Hampshire Main Campus,https://www.unh.edu/health,25,"['https://www.unh.edu/health/pharmacy-radiology-laboratory', 'https://www.unh.edu/health/services/medical-services/sexual-well-being', 'https://www.unh.edu/health/sites/default/files/media/2020-02/BreastLumpsOtherChanges.pdf', 'https://www.unh.edu/health/node/360/done', 'https://www.unh.edu/health/node/360/hours', 'https://www.unh.edu/health/sites/unh.edu.health-services/files/media/PDF/Annual_Reports/HSAnnualReport13InteractiveFINAL.pdf', 'https://www.unh.edu/health/sites/default/files/media/2020-02/ContraceptionWhichTwoAreRightForYou.pdf', 'https://www.unh.edu/health/about-us/emergency-after-hours-care', 'https://www.unh.edu/health/self-care-guides', 'https://www.unh.edu/health/services/womens-health', 'https://www.unh.edu/health/search/node/hours?page=1', 'https://www.unh.edu/health/services/medical-services/illness-injury', 'https://www.unh.edu/health/wad', 'https://www.unh.edu/health/sites/unh.edu.health-services/files/media/GardasilVaccineInfo.pdf', 'https://www.unh.edu/health/sites/default/files/media/PDF/wellness-calendar-october-2018.pdf', 'https://www.unh.edu/health/wellnessself-care/wellness-wheel/physical-wellness']",9867,71.31,6.79,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7,0.03,0.543,0.171,"[-1, 'Fri, 21 Feb 2020 20:33:17 GMT', -1, -1, 'Tue, 25 Feb 2020 21:48:01 GMT', -1, -1, -1, 'Mon, 13 Jul 2020 17:35:32 GMT', -1, -1, 'Tue, 25 Feb 2020 21:48:30 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1, 'Tue, 25 Feb 2020 21:50:01 GMT', -1, -1, -1]",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/services/medical-services/sexual-well-being']",1
Keene State College,https://www.keene.edu/office/chw,1,['https://www.keene.edu/office/chw/services/'],388,81.39,4.36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.039,0.659,0.112,[-1],1,"['https://www.keene.edu/office/chw', 'https://www.keene.edu/office/chw/services/']",1
University of New Hampshire at Manchester,https://www.unh.edu/health,25,"['https://www.unh.edu/health/pharmacy-radiology-laboratory', 'https://www.unh.edu/health/services/medical-services/sexual-well-being', 'https://www.unh.edu/health/sites/default/files/media/2020-02/BreastLumpsOtherChanges.pdf', 'https://www.unh.edu/health/node/360/done', 'https://www.unh.edu/health/node/360/hours', 'https://www.unh.edu/health/sites/unh.edu.health-services/files/media/PDF/Annual_Reports/HSAnnualReport13InteractiveFINAL.pdf', 'https://www.unh.edu/health/sites/default/files/media/2020-02/ContraceptionWhichTwoAreRightForYou.pdf', 'https://www.unh.edu/health/about-us/emergency-after-hours-care', 'https://www.unh.edu/health/self-care-guides', 'https://www.unh.edu/health/services/womens-health', 'https://www.unh.edu/health/search/node/hours?page=1', 'https://www.unh.edu/health/services/medical-services/illness-injury', 'https://www.unh.edu/health/wad', 'https://www.unh.edu/health/sites/unh.edu.health-services/files/media/GardasilVaccineInfo.pdf', 'https://www.unh.edu/health/sites/default/files/media/PDF/wellness-calendar-october-2018.pdf', 'https://www.unh.edu/health/wellnessself-care/wellness-wheel/physical-wellness']",9867,71.31,6.79,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7,0.03,0.543,0.171,"[-1, 'Fri, 21 Feb 2020 20:33:17 GMT', -1, -1, 'Tue, 25 Feb 2020 21:48:01 GMT', -1, -1, -1, 'Mon, 13 Jul 2020 17:35:32 GMT', -1, -1, 'Tue, 25 Feb 2020 21:48:30 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1, 'Tue, 25 Feb 2020 21:50:01 GMT', -1, -1, -1]",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/services/medical-services/sexual-well-being']",1
Plymouth State University,https://campus.plymouth.edu/health,4,"['https://campus.plymouth.edu/health/self-care/yeast-infections/', 'https://campus.plymouth.edu/health/information-for-students/general-medical-care-insurance-information/', 'https://campus.plymouth.edu/health/transgender-health/']",2688,75.41,6.27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.02,0.513,0.158,"[-1, -1, 'Mon, 31 Jul 2017 17:47:33 GMT', -1]",1,"['https://campus.plymouth.edu/health', 'https://campus.plymouth.edu/health/information-for-students/general-medical-care-insurance-information/']",1
Rowan University,https://sites.rowan.edu/wellness/health,1,['https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html'],694,67.06,8.03,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0.047,0.568,0.191,"['Wed, 12 Aug 2020 18:03:42 GMT']",1,"['https://sites.rowan.edu/wellness/health', 'https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html']",1
New Jersey City University,https://www.njcu.edu/student-life/campus-services-resources/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kean University,https://www.kean.edu/offices/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montclair State University,https://www.montclair.edu/university-health-center,4,"['https://www.montclair.edu/university-health-center/frequently-asked-questions/', 'https://www.montclair.edu/university-health-center/services/', 'https://www.montclair.edu/university-health-center/services/payment/', 'https://www.montclair.edu/university-health-center/2019/04/15/pap-testing/']",5058,77.43,6.37,58,12,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,9,0,16,8,0.085,0.559,0.107,"[-1, -1, -1, -1]",1,"['https://www.montclair.edu/university-health-center', 'https://www.montclair.edu/university-health-center/services/payment/']",1
