University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD ,Progesterone IUD ,Progestin ,Hormonal IUD ,Mirena ,Skyla ,Kyleena ,Liletta ,Copper IUD ,Non-Hormonal IUD ,Nonhormonal IUD ,Paragard ,Contraceptive implant ,Nexplanon ,Contraceptive injection ,Control shot ,Depo-Provera ,Depo ,emergency contraception ,emergency contraceptives ,morning after pill ,Plan B ,levonorgestrel ,ella ,ulipristal acetate ,contraceptive pill ,control pill ,diaphragm ,spermicide ,contraceptive patch ,control patch ,vaginal ring ,control ring ,contraceptive ring ,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Western Connecticut State University,https://www.wcsu.edu/healthservices,1,['https://www.wcsu.edu/healthservices/'],1088,54.29,10.53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.594,0.142,[-1],0,['https://www.wcsu.edu/healthservices'],1
Delaware State University,https://www.desu.edu/student-life/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Delaware,https://sites.udel.edu/studenthealth,6,"['https://sites.udel.edu/studenthealth/women/', 'https://sites.udel.edu/studenthealth/files/2019/06/FY-2020-Fee-Schedule.pdf', 'https://sites.udel.edu/studenthealth/services/', 'http://sites.udel.edu/studenthealth/men/']",3787,58.26,9.47,36,7,6,0,0,0,2,0,1,1,0,0,0,1,0,2,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,2,0.093,0.67,0.138,"[-1, -1, -1, -1, -1, -1]",1,"['https://sites.udel.edu/studenthealth', 'https://sites.udel.edu/studenthealth/services/']",1
University of the District of Columbia,https://www.udc.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Central Florida,https://studenthealth.ucf.edu,10,"['https://studenthealth.ucf.edu/services/primary-care/womens-clinic/', 'https://studenthealth.ucf.edu/resources/', 'https://studenthealth.ucf.edu/wp-content/uploads/sites/12/2017/03/UTIs1.pdf', 'https://studenthealth.ucf.edu/wp-content/uploads/sites/12/2017/03/STIs1.pdf', 'https://studenthealth.ucf.edu/services/primary-care/', 'https://studenthealth.ucf.edu/forms/']",2061,64.84,7.3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0.046,0.577,0.172,"['Mon, 13 Mar 2017 18:52:55 GMT', -1, -1, 'Mon, 13 Mar 2017 18:45:24 GMT', 'Mon, 13 Mar 2017 18:54:19 GMT', 'Mon, 13 Mar 2017 18:53:43 GMT', 'Mon, 13 Mar 2017 18:50:58 GMT', 'Mon, 13 Mar 2017 16:28:13 GMT', -1, -1]",1,"['https://studenthealth.ucf.edu', 'https://studenthealth.ucf.edu/forms/']",1
Chipola College,https://www.chipola.edu/studentservices,1,['https://www.chipola.edu/studentservices/student%20resources/student%20resources%20Health%20Page.htm'],140,82.69,3.91,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.604,0.087,"['Fri, 14 Apr 2017 14:44:54 GMT']",2,"['https://www.chipola.edu/studentservices', 'https://www.chipola.edu/studentservices/student%20resources', 'https://www.chipola.edu/studentservices/student%20resources/student%20resources%20Health%20Page.htm']",1
Florida SouthWestern State College,https://www.fsw.edu/publichealthresources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida Agricultural and Mechanical University,http://www.famu.edu,24,"['https://www.famu.edu/HealthPhysicaledu/CV%20Chandler.pdf', 'https://www.famu.edu/alliedHealth/Cancer%20facts%20and%20figures%20for%20African%20Americans.pdf', 'http://www.famu.edu/index.cfm?tne&TeacherPrepAcademy', 'https://www.famu.edu/index.cfm?nursing&MessageFromtheDean', 'http://www.famu.edu/index.cfm?tne&FloridaAssociationofTeacherEducators', 'http://www.famu.edu/index.cfm?tne&PublicationsinProgess', 'http://www.famu.edu/AcademicSuccess/SRoberts_CV_102118.pdf', 'http://www.famu.edu/index.cfm?civip&ForFAMUEmployees', 'http://www.famu.edu/StudentAffairs/Sexual%20Misconduct%20Guide.pdf', 'http://www.famu.edu/index.cfm?shs&WellnessCenter', 'http://www.famu.edu/index.cfm?shs&RattlerWellness', 'https://www.famu.edu/index.cfm?a=headlines&p=display&news=807&archive', 'http://www.famu.edu/index.cfm?shs&Pharmacy', 'http://www.famu.edu/index.cfm?shs&ClinicalServicesandPsychiatry', 'http://www.famu.edu/index.cfm?shs&ZikaUpdate', 'http://www.famu.edu/index.cfm?oied&HealthGuidelines', 'https://www.famu.edu/shs/FAMU%20Medical%20Records%20Authorization%20release.pdf']",15970,58.57,9.45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0.011,0.538,0.125,"['Fri, 15 May 2020 20:22:06 GMT', 'Tue, 28 Aug 2012 21:53:51 GMT', 'Thu, 12 May 2016 15:01:27 GMT', 'Fri, 07 Sep 2012 20:20:45 GMT', 'Mon, 27 Aug 2012 22:11:49 GMT', -1, -1, -1, -1, 'Tue, 28 Aug 2012 23:32:48 GMT', 'Mon, 22 Oct 2018 15:01:24 GMT', -1, 'Tue, 28 Aug 2012 23:32:16 GMT', 'Mon, 14 Mar 2016 14:09:40 GMT', 'Mon, 03 Feb 2020 21:36:37 GMT', -1, -1, -1, -1, -1, -1, -1, 'Mon, 18 Apr 2016 15:24:20 GMT', 'Mon, 18 Apr 2016 14:11:17 GMT']",0,['http://www.famu.edu'],1
Florida Atlantic University,https://www.fau.edu/shs,9,"['http://www.fau.edu/shs/services/womens.php', 'http://www.fau.edu/shs/PDFs/2020_01_04_Price_List_NEW_FORMAT.pdf', 'https://www.fau.edu/shs/', 'http://www.fau.edu/shs/services/womens_oral_contraceptives.php', 'https://www.fau.edu/shs/services/medical.php', 'https://www.fau.edu/shs/services/womens_pelvic_exam_faq.php', 'https://www.fau.edu/shs/services/womens_facts_about_pill.php', 'https://www.fau.edu/shs/services/advisory.php']",6140,66.74,8.24,52,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,0,0,13,0,6,3,0.066,0.544,0.146,"[-1, 'Mon, 03 Jun 2019 16:02:58 GMT', 'Fri, 10 Jan 2020 22:26:31 GMT', -1, -1, -1, -1, -1, -1]",0,['https://www.fau.edu/shs'],1
Florida International University,https://studentaffairs.fiu.edu/health-and-fitness/student-health,19,"['https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/womens-health/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/resources/sexual-health-resources2/_assets/letstalkaboutsex.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/healthy-panther-resources/reports-and-publications/_assets/pdfs/4.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/healthy-panther-resources/reports-and-publications/_assets/pdfs/2.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/healthy-panther-resources/reports-and-publications/_assets/pdfs/8.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/specialty-services/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/appointments/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/sexual-health/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/request/materialrequest/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/zika-prevention/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/on-campus-services/index.php', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/healthy-living/resources/sexual-health-resources2/_assets/womenstd.pdf']",5110,57.26,8.57,17,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.027,0.557,0.124,"[-1, 'Wed, 15 Jul 2020 07:13:50 GMT', 'Mon, 29 Apr 2019 07:38:14 GMT', 'Wed, 15 Jul 2020 07:13:53 GMT', 'Wed, 15 Jul 2020 07:15:10 GMT', 'Wed, 15 Jul 2020 07:15:09 GMT', 'Wed, 15 Jul 2020 07:15:09 GMT', 'Wed, 15 Jul 2020 07:15:10 GMT', 'Wed, 15 Jul 2020 07:15:09 GMT', 'Wed, 15 Jul 2020 07:17:12 GMT', -1, 'Wed, 15 Jul 2020 07:15:10 GMT', -1, -1, -1, -1, -1, 'Wed, 15 Jul 2020 07:15:09 GMT', 'Mon, 29 Apr 2019 07:38:11 GMT']",1,"['https://studentaffairs.fiu.edu/health-and-fitness/student-health', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/appointments/index.php']",1
Florida State University,https://uhs.fsu.edu,5,"['https://uhs.fsu.edu/health-care/clinical-services/womens-clinic', 'https://uhs.fsu.edu/sites/g/files/upcbnu1651/files/NuvaRing%20Information.pdf', 'https://uhs.fsu.edu/sites/g/files/upcbnu1651/files/docs/WC_Annual_Exam_Form.pdf']",648,67.32,6.79,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.034,0.56,0.108,"[-1, 'Tue, 31 Mar 2020 18:20:07 GMT', 'Tue, 31 Mar 2020 18:21:12 GMT', 'Fri, 18 Oct 2019 17:30:32 GMT', 'Mon, 23 Apr 2018 15:39:55 GMT']",1,"['https://uhs.fsu.edu', 'https://uhs.fsu.edu/health-care/clinical-services/womens-clinic']",1
University of Florida,https://shcc.ufl.edu,18,"['https://shcc.ufl.edu/services/specialty-care/gyn/womens-health-ask-the-nurse/', 'http://shcc.ufl.edu/2011/09/20/fda-recalls-birth-control-pills/', 'https://shcc.ufl.edu/services/specialty-care/gyn/', 'https://shcc.ufl.edu/tag/pharmacy/', 'https://shcc.ufl.edu/2011/09/', 'https://shcc.ufl.edu/2017/01/31/gearing-up-for-v-day-safe-sex-is-the-best-sex/', 'https://shcc.ufl.edu/services/primary-care/sexual-health/', 'https://shcc.ufl.edu/2012/02/', 'https://shcc.ufl.edu/2011/09/07/to-pap-or-not-to-pap-when-to-get-yours/', 'https://shcc.ufl.edu/tag/morning-after-pill/', 'https://shcc.ufl.edu/2011/10/19/urinary-tract-infections/', 'https://shcc.ufl.edu/2017/01/06/condom-design-challenge/', 'https://shcc.ufl.edu/services/primary-care/sexual-health/oral-sex/', 'https://shcc.ufl.edu/services/primary-care/sexual-health/sexintheswamp/', 'https://shcc.ufl.edu/2018/01/25/menstrual-products-now-available-at-shcc/', 'https://shcc.ufl.edu/2018/01/03/january-is-cervical-health-awareness-month/', 'https://shcc.ufl.edu/2016/page/6/']",17610,74.93,6.55,154,30,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,2,1,0,0,6,1,56,34,0.057,0.526,0.183,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://shcc.ufl.edu', 'https://shcc.ufl.edu/services/specialty-care/gyn/']",1
Indian River State College,https://www.irsc.edu/student-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Florida,https://www.unf.edu/shs,4,"['https://www.unf.edu/shs/Women_s_Health.aspx', 'https://www.unf.edu/shs/', 'https://www.unf.edu/shs/Self_Help_-_Urinary_Tract_Infection_(UTI).aspx', 'https://www.unf.edu/shs/Staff.aspx']",4390,65.89,7.62,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0.032,0.582,0.089,"['Thu, 16 Jul 2020 20:34:29 GMT', 'Thu, 16 Jul 2020 20:34:29 GMT', 'Thu, 16 Jul 2020 20:34:30 GMT', 'Thu, 16 Jul 2020 20:34:30 GMT']",0,['https://www.unf.edu/shs'],1
University of South Florida Main Campus,https://www.usf.edu/student-affairs/student-health-services,11,"['https://www.usf.edu/student-affairs/student-health-services/services/sexualhealth.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/gynecology.aspx', 'https://www.usf.edu/student-affairs/student-health-services/health-topics/index.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/genital-herpes.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/syphilis.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/prevent-hpv.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/gonorrhea.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/hpv.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/chlamydia.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/hiv.aspx']",6209,79.39,4.97,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,14,9,0.036,0.531,0.12,"[-1, -1, -1, 'Mon, 09 Mar 2020 02:51:53 GMT', -1, -1, -1, -1, -1, -1, -1]",2,"['https://www.usf.edu/student-affairs/student-health-services', 'https://www.usf.edu/student-affairs/student-health-services/services/index.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/prevent-hpv.aspx']",1
The University of West Florida,https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services,10,"['https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/student-health-services/services/', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/student-health-services/faqs/', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/health-promotion/', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/health-promotion/first-aid-kit-items/', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/health-promotion/travel-tips-and-information/', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/health-promotion/flu-outreach-program/', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/student-health-services/local-resources-for-after-hours-care/', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/about-us/meet-the-staff/', 'https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services/about-us/meet-the-staff/andi-barnes.html']",5059,79.94,4.62,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0.018,0.619,0.093,"['Wed, 17 Jun 2020 21:47:39 GMT', 'Wed, 17 Jun 2020 21:47:50 GMT', 'Wed, 17 Jun 2020 21:47:50 GMT', 'Wed, 17 Jun 2020 21:47:47 GMT', 'Wed, 17 Jun 2020 21:47:47 GMT', 'Wed, 17 Jun 2020 21:47:49 GMT', 'Wed, 17 Jun 2020 21:47:48 GMT', 'Wed, 17 Jun 2020 21:47:50 GMT', 'Wed, 17 Jun 2020 21:47:42 GMT', 'Wed, 17 Jun 2020 21:47:40 GMT']",0,['https://uwf.edu/academic-engagement-and-student-affairs/departments/student-health-services'],1
Abraham Baldwin Agricultural College,https://www.abac.edu/campus-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Albany State University,https://www.asurams.edu/student-affairs/health-services,1,['https://www.asurams.edu/student-affairs/health-services/clinic-services.php'],389,68.97,5.63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.002,0.834,0.094,[-1],1,"['https://www.asurams.edu/student-affairs/health-services', 'https://www.asurams.edu/student-affairs/health-services/clinic-services.php']",1
Armstrong State University,https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus,4,"['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/lgbtq-health-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/womens-health-clinic-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/injection-clinic-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/requests-for-condoms/']",3714,72.72,6.27,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,8,5,0.057,0.638,0.127,"[-1, -1, -1, -1]",2,"['https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/lgbtq-health-armstrong/']",1
College of Coastal Georgia,https://www.ccga.edu/page.cfm?p=616,3,"['https://www.ccga.edu/page.cfm?p=1914', 'https://www.ccga.edu/page.cfm?p=927', 'https://www.ccga.edu/page.cfm?p=2477']",12705,57.59,11.68,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0.022,0.613,0.032,"[-1, -1, -1]",-1,[],1
Clayton  State University,https://www.clayton.edu/uhs,3,"['https://www.clayton.edu/uhs/womens-health-services', 'https://www.clayton.edu/uhs/sexual-health-and-well-being', 'https://www.clayton.edu/uhs/index']",2479,84.3,4.09,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,7,6,0.049,0.553,0.153,"[-1, -1, -1]",1,"['https://www.clayton.edu/uhs', 'https://www.clayton.edu/uhs/womens-health-services']",1
Columbus State University,https://healthservices.columbusstate.edu,1,['https://healthservices.columbusstate.edu/womanshealth.php'],517,80.62,5.52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.068,0.675,0.127,[-1],1,"['https://healthservices.columbusstate.edu', 'https://healthservices.columbusstate.edu/womanshealth.php']",1
Dalton State College,https://www.daltonstate.edu/campus_life/student-health-services.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fort Valley State University,https://www.fvsu.edu/student-health1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Georgia Institute of Technology Main Campus,https://health.gatech.edu,13,"['https://health.gatech.edu/services/womens/Contraception', 'https://health.gatech.edu/services/womens/Emergency', 'https://health.gatech.edu/services/women', 'https://health.gatech.edu/services/womens/urinary', 'https://health.gatech.edu/services/womens/vaginitis', 'https://health.gatech.edu/services/womens/pregnancy', 'https://health.gatech.edu/services/womens/stitesting', 'https://health.gatech.edu/services/womens/biopsy', 'https://health.gatech.edu/labclinic', 'https://health.gatech.edu/clinical-services']",6963,67.63,6.91,36,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,1,0.085,0.534,0.158,"['Thu, 16 Jul 2020 20:35:21 GMT', 'Thu, 16 Jul 2020 20:35:21 GMT', 'Thu, 16 Jul 2020 20:35:21 GMT', 'Thu, 16 Jul 2020 20:35:22 GMT', 'Tue, 28 Apr 2020 14:53:29 GMT', 'Thu, 16 Jul 2020 20:35:23 GMT', 'Tue, 28 Apr 2020 14:53:29 GMT', 'Thu, 16 Jul 2020 20:35:24 GMT', 'Thu, 16 Jul 2020 20:35:24 GMT', 'Thu, 16 Jul 2020 20:35:25 GMT', 'Thu, 16 Jul 2020 20:35:25 GMT', 'Thu, 16 Jul 2020 20:35:26 GMT', 'Tue, 28 Apr 2020 14:53:29 GMT']",1,"['https://health.gatech.edu', 'https://health.gatech.edu/services/women']",1
Georgia Southwestern State University,https://www.gsw.edu/campus-life/campusliving/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Georgia College & State University,https://www.gcsu.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Georgia Southern University,https://auxiliary.georgiasouthern.edu/healthservices,14,"['https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/womens-and-mens-health/nexplanon/', 'https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/womens-and-mens-health/intrauterine-device-iud/', 'https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/womens-and-mens-health/', 'https://auxiliary.georgiasouthern.edu/healthservices/student-satisfaction/', 'https://auxiliary.georgiasouthern.edu/healthservices/statesboro-campus/eligibility-and-fees/self-pay-rates/', 'https://auxiliary.georgiasouthern.edu/healthservices/statesboro-campus/eligibility-and-fees/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/lgbtq-health-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/lgbtq-health/', 'https://auxiliary.georgiasouthern.edu/healthservices/services/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/services-armstrong/injection-clinic-armstrong/', 'https://auxiliary.georgiasouthern.edu/healthservices/clinic-services/injection-clinic/', 'https://auxiliary.georgiasouthern.edu/healthservices/armstrong-campus/requests-for-condoms/', 'https://auxiliary.georgiasouthern.edu/healthservices/pharmacy/', 'https://auxiliary.georgiasouthern.edu/healthservices/insurance/mandatory-plan-waiver-information/']",17022,70.98,6.73,79,5,2,0,0,0,3,2,2,0,0,0,0,2,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,12,6,0.063,0.629,0.156,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://auxiliary.georgiasouthern.edu/healthservices', 'https://auxiliary.georgiasouthern.edu/healthservices/about-appointments/', 'https://auxiliary.georgiasouthern.edu/healthservices/student-satisfaction/']",1
Georgia State University,https://health.gsu.edu,9,"['https://health.gsu.edu/womens-health/contraceptive-mgt/', 'https://health.gsu.edu/services/dispensed-medicine/', 'https://health.gsu.edu/medical-support/', 'https://health.gsu.edu/womens-health/', 'https://health.gsu.edu/2016/03/03/154046/', 'https://health.gsu.edu/services/lab-tests/', 'https://health.gsu.edu/2015/10/16/get-tested-for-stis/', 'https://health.gsu.edu/womens-health/sti/', 'https://health.gsu.edu/2019/03/08/healthy-spring-break/']",11514,74.02,6.46,65,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,1,4,1,0.075,0.562,0.174,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://health.gsu.edu', 'https://health.gsu.edu/services/lab-tests/']",1
University of Georgia,https://www.uhs.uga.edu,20,"['https://www.uhs.uga.edu/sexualhealth/iud', 'https://www.uhs.uga.edu/sexualhealth/nexplanon', 'https://www.uhs.uga.edu/sexualhealth/birth-control-pills', 'https://www.uhs.uga.edu/sexualhealth/contraception/putoncondom.html', 'https://www.uhs.uga.edu/sexualhealth/bc-uhc', 'https://www.uhs.uga.edu/sexualhealth/effectiveness', 'https://www.uhs.uga.edu/sexualehealth/nexplanon', 'https://www.uhs.uga.edu/sexualhealth/womens-sexual-health', 'https://www.uhs.uga.edu/sexualhealth/vaginal-ring', 'https://www.uhs.uga.edu/sexualhealth/emergency-contraception', 'https://www.uhs.uga.edu/sexualhealth/depo-provera', 'https://www.uhs.uga.edu/sexualhealth/condoms', 'https://www.uhs.uga.edu/healthpromotion/hp-programs', 'https://www.uhs.uga.edu/sexualhealth/aids', 'https://www.uhs.uga.edu/sexualhealth/condomexpress', 'https://www.uhs.uga.edu/sexualhealth/projectcondom', 'https://www.uhs.uga.edu/sexualhealth/mens-sexual-health', 'https://www.uhs.uga.edu/sexualhealth/womens-wellness-exam', 'https://www.uhs.uga.edu/studentgroups/safer-sex-ambassadors', 'https://www.uhs.uga.edu/sexualhealth/vaginitis']",18957,73.43,6.4,309,37,4,0,1,0,4,3,0,0,0,0,0,2,1,14,0,1,0,3,5,0,1,1,1,0,0,0,1,1,8,0,0,0,0,0,0,5,3,0,0,6,2,145,60,0.069,0.516,0.154,"['Thu, 16 Jul 2020 20:35:23 GMT', 'Thu, 16 Jul 2020 20:35:24 GMT', 'Thu, 16 Jul 2020 20:35:24 GMT', 'Thu, 16 Jul 2020 20:35:25 GMT', 'Thu, 16 Jul 2020 20:35:25 GMT', 'Thu, 16 Jul 2020 20:35:25 GMT', 'Thu, 16 Jul 2020 20:35:26 GMT', 'Thu, 16 Jul 2020 20:35:26 GMT', 'Thu, 16 Jul 2020 20:35:26 GMT', 'Thu, 16 Jul 2020 20:35:27 GMT', 'Thu, 16 Jul 2020 20:35:27 GMT', 'Thu, 16 Jul 2020 20:35:28 GMT', 'Thu, 16 Jul 2020 20:35:28 GMT', 'Thu, 16 Jul 2020 20:35:28 GMT', 'Thu, 16 Jul 2020 20:35:29 GMT', 'Thu, 16 Jul 2020 20:35:29 GMT', 'Thu, 16 Jul 2020 20:35:29 GMT', 'Thu, 16 Jul 2020 20:35:30 GMT', 'Thu, 16 Jul 2020 20:35:30 GMT', 'Thu, 16 Jul 2020 20:35:30 GMT']",2,"['https://www.uhs.uga.edu', 'https://www.uhs.uga.edu/sexualhealth/introduction', 'https://www.uhs.uga.edu/healthpromotion/hp-programs']",1
Gordon State College,https://www.gordonstate.edu/student-life/health-recreation/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Savannah State University,https://www.savannahstate.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Valdosta State University,https://www.valdosta.edu/administration/student-affairs/student-health,2,['https://www.valdosta.edu/administration/student-affairs/student-health/student-health-insurance-plan.php'],1655,43.48,13.03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.022,0.716,0.017,"['Sat, 11 Jul 2020 09:30:00 GMT', -1]",2,"['https://www.valdosta.edu/administration/student-affairs/student-health', 'https://www.valdosta.edu/administration/student-affairs/student-health/forms/medical-formsimmunizations.php', 'https://www.valdosta.edu/administration/student-affairs/student-health/forms/immunization-exemption.docx']",1
